start_y,start_x,goal_y,goal_x
10,23,23,10
14,20,12,11
14,25,29,17
22,2,19,10
25,8,7,23
4,23,18,13
2,3,13,19
8,7,1,30
2,27,31,5
4,20,31,24
2,22,29,19
14,2,25,5
5,30,2,25
25,26,14,5
20,28,21,7
17,30,9,17
11,26,15,8
22,21,2,17
4,30,5,20
24,13,14,17
27,20,9,25
13,17,8,26
28,22,20,7
13,28,17,5
31,10,20,26
9,4,8,2
20,13,19,22
3,4,27,2
15,31,29,31
23,29,6,23
25,14,17,23
10,2,9,20
11,7,10,26
4,3,26,9
16,29,5,7
28,7,1,20
16,31,16,19
28,15,10,4
16,27,2,30
31,30,23,5
10,17,30,25
8,14,25,31
5,1,31,19
17,28,7,5
28,10,22,22
10,22,10,15
8,24,20,20
13,31,14,14
28,17,7,29
5,17,23,13
22,7,10,19
1,12,25,13
2,4,23,17
29,10,18,19
22,5,5,3
29,25,9,28
5,19,5,4
14,23,30,13
19,13,8,28
19,29,22,17
10,18,1,22
13,2,7,31
2,26,10,20
24,2,13,11
13,13,7,16
27,22,9,7
27,8,14,13
28,30,20,18
19,17,22,31
26,1,20,1
1,26,25,2
23,28,4,26
26,29,31,28
2,21,13,24
14,21,24,28
18,11,23,3
31,6,31,20
20,5,2,31
4,25,13,1
28,5,27,7
28,28,17,2
17,19,13,23
5,23,7,4
20,8,7,24
1,5,31,23
6,10,22,28
29,23,6,11
23,31,19,31
12,28,20,31
22,11,2,15
17,20,17,21
8,22,20,11
2,28,5,22
9,19,12,25
26,15,19,9
25,29,3,31
1,1,14,26
27,31,25,9
17,11,13,9
24,29,27,26
11,29,20,16
20,19,11,6
4,17,29,11
29,4,8,17
13,5,8,11
30,1,31,13
21,8,21,31
31,31,23,6
30,14,26,11
19,2,7,25
13,30,20,24
5,5,1,28
1,7,7,10
25,22,12,5
7,14,18,4
17,13,2,12
20,23,11,30
4,28,16,1
22,30,25,20
20,4,12,2
14,19,19,23
29,16,14,10
29,5,1,13
30,31,17,25
4,27,4,31
12,1,29,29
31,17,22,4
21,17,2,20
28,19,28,11
8,29,1,24
5,26,2,14
1,25,31,12
10,1,11,11
17,22,4,2
5,25,1,21
4,14,4,11
26,12,16,26
23,24,10,28
20,22,28,20
16,23,23,2
14,28,13,26
11,4,16,10
4,21,3,20
2,11,23,23
5,2,10,13
26,14,4,8
24,16,16,25
9,26,10,16
31,25,5,14
23,22,11,5
28,2,10,30
3,7,8,25
2,13,14,30
9,8,20,10
31,21,8,20
14,16,18,14
6,7,9,31
5,16,23,8
18,8,25,6
5,21,16,2
7,26,1,15
1,31,5,10
8,1,4,22
22,25,17,14
17,15,29,3
15,26,19,18
26,19,11,28
17,8,2,5
25,7,29,14
23,7,30,26
15,4,18,5
10,11,4,4
29,7,28,25
4,13,13,8
18,2,1,19
29,28,22,6
22,12,7,2
17,4,12,13
27,23,25,1
25,4,10,14
20,29,24,17
19,14,7,8
9,13,24,1
14,9,11,13
2,16,25,27
1,2,19,5
26,23,28,13
19,25,22,16
28,16,11,1
4,1,31,4
7,13,16,22
20,2,15,25
26,8,21,26
26,4,26,17
24,19,16,15
28,4,16,30
26,28,15,17
31,1,23,21
11,23,28,3
25,16,21,16
8,19,6,8
3,8,7,3
7,7,1,14
9,16,9,1
11,2,8,31
7,22,16,7
26,25,8,5
18,25,3,14
6,16,1,4
7,28,29,20
25,17,6,17
12,26,31,2
25,28,11,17
17,26,14,11
29,2,18,26
16,5,13,25
26,16,14,29
26,27,13,21
6,14,31,16
14,24,2,8
13,4,16,21
1,17,22,13
17,29,18,31
9,2,31,26
16,28,23,14
11,10,7,17
23,19,14,31
19,8,22,20
27,25,26,22
26,6,28,26
10,10,11,16
26,13,25,25
19,20,12,29
19,7,2,7
20,25,8,4
8,10,10,29
21,2,22,3
8,13,5,11
4,7,31,8
12,14,10,6
10,7,22,19
23,30,28,29
21,28,17,7
25,10,2,2
26,10,5,31
1,27,13,29
2,10,14,4
7,19,3,13
29,30,19,16
31,18,23,16
31,27,11,15
1,29,17,10
24,14,19,26
23,20,4,16
31,3,13,14
16,16,25,12
19,1,30,11
29,22,2,23
21,25,31,7
19,28,11,20
20,17,13,7
5,28,11,31
14,18,23,25
31,29,22,1
2,29,2,1
30,23,14,8
28,18,26,2
16,20,9,5
17,17,17,1
12,4,2,19
4,19,28,1
5,13,30,10
22,8,3,10
28,23,8,23
1,8,8,3
15,16,9,11
10,8,31,14
20,9,1,11
13,16,1,3
11,19,26,20
1,16,2,24
16,8,17,31
23,4,16,11
30,22,18,1
4,5,13,20
1,6,5,8
22,23,13,18
16,13,9,14
5,18,11,22
16,4,23,11
18,7,7,1
22,24,4,10
23,12,17,27
6,13,19,11
21,29,3,19
9,10,6,22
19,24,18,20
14,1,30,2
29,18,3,5
22,26,27,1
28,8,14,22
22,10,19,4
13,10,9,22
1,10,26,5
23,1,2,6
8,8,29,15
27,19,23,26
28,14,25,23
15,5,21,1
26,26,16,14
16,17,14,7
22,14,29,26
15,2,26,31
15,7,10,5
11,18,9,29
15,1,18,10
11,25,24,20
10,31,9,23
10,25,12,10
29,8,20,14
25,15,28,31
7,11,1,23
19,15,7,20
20,15,22,29
25,11,11,8
4,18,29,1
26,7,5,27
4,29,5,29
13,22,8,16
31,22,17,16
29,13,19,19
31,11,25,19
11,14,3,11
