start_x,start_y,goal_x,goal_y
18,6,5,7
25,29,27,19
19,5,13,9
7,23,2,16
16,18,27,21
17,14,18,13
3,27,9,14
15,17,18,31
9,12,1,26
17,1,2,19
18,28,14,18
11,9,4,22
18,21,30,6
18,8,14,23
29,22,23,3
22,16,17,21
25,25,2,23
10,5,28,2
26,27,7,18
19,30,26,30
15,13,7,1
14,5,9,3
17,2,19,19
22,11,5,0
10,6,18,16
3,26,31,29
25,9,23,6
2,20,22,27
21,13,24,9
14,25,3,15
26,7,28,31
21,21,0,26
6,19,30,31
21,29,6,6
18,11,22,23
15,14,21,7
21,30,21,19
6,30,9,6
19,15,17,5
19,25,17,10
26,29,27,23
23,13,22,29
13,11,5,31
26,9,24,25
12,11,24,3
3,0,10,25
20,21,25,21
31,2,11,24
5,17,3,30
7,27,11,17
25,1,15,26
3,4,15,23
18,29,22,15
19,3,27,10
18,3,8,1
13,1,5,6
14,2,26,23
3,5,13,30
2,10,18,26
11,3,31,14
31,9,26,26
3,14,30,19
5,23,20,17
10,22,30,10
25,11,7,3
23,17,27,12
15,18,18,10
23,25,21,9
27,17,29,15
0,17,31,21
30,30,19,9
18,15,3,11
29,3,21,18
6,1,7,25
14,22,21,6
26,17,31,11
1,24,21,2
30,7,11,4
29,13,11,25
31,22,15,1
22,21,27,14
13,14,19,7
20,26,11,29
30,4,19,17
6,21,26,2
30,15,13,26
25,6,7,15
6,2,27,16
1,13,17,27
2,29,5,14
2,6,29,6
30,13,23,26
9,31,21,11
22,31,23,7
4,10,10,9
11,16,9,7
29,7,31,15
14,29,14,13
27,11,23,1
18,14,11,26
16,14,17,22
14,4,13,0
19,6,18,27
6,5,1,11
6,9,25,15
2,14,26,1
10,10,13,22
14,14,10,18
15,7,8,18
17,24,5,19
21,10,5,18
31,6,30,5
25,30,5,25
26,31,2,30
3,18,9,17
23,5,21,26
3,28,15,27
15,9,23,27
22,18,15,19
18,25,30,25
21,5,15,5
19,18,11,19
31,26,22,10
22,30,16,27
13,2,7,14
26,18,6,25
22,3,10,1
2,7,1,2
20,7,11,1
7,22,8,6
5,1,10,27
26,5,0,6
16,2,1,17
17,23,30,1
5,9,16,22
6,10,30,3
5,11,2,22
13,27,25,2
31,19,22,26
1,5,19,14
24,18,11,27
27,7,11,13
27,1,6,29
14,31,28,18
22,6,31,3
23,11,7,5
18,18,26,3
14,11,5,21
23,22,27,31
19,1,14,27
17,15,7,10
11,14,10,29
13,21,13,15
15,2,27,25
9,0,27,4
13,31,6,27
30,29,25,13
6,16,16,5
15,21,27,30
11,21,4,19
8,9,9,18
31,20,26,22
25,8,26,14
29,29,10,3
22,14,25,23
27,3,3,25
1,10,27,15
3,9,19,22
7,29,26,19
23,30,27,9
26,10,31,17
13,10,23,10
9,25,27,29
19,27,6,14
31,1,12,23
10,26,18,1
23,21,13,17
17,3,30,27
21,23,17,30
5,15,9,23
27,5,27,24
21,17,2,3
6,23,23,2
21,22,11,10
13,5,23,9
27,13,15,22
20,11,30,2
5,13,19,26
2,2,3,10
3,19,8,30
6,18,31,8
10,31,3,2
1,23,26,15
30,14,31,18
10,17,12,5
30,9,29,26
21,31,30,26
20,13,17,31
5,5,9,21
31,12,6,22
1,19,14,19
23,19,0,3
25,17,0,23
11,31,30,22
23,29,31,30
17,7,19,13
3,17,27,27
22,25,14,21
16,9,6,15
5,2,23,14
25,22,3,7
9,1,1,30
14,30,2,25
4,5,30,24
7,6,19,31
26,11,7,11
29,9,5,29
30,18,13,18
17,13,22,22
13,7,29,23
24,31,2,18
11,18,17,25
30,21,29,1
23,23,17,9
3,1,2,31
6,3,1,31
5,30,17,17
5,12,27,28
1,3,8,13
14,7,25,31
3,6,26,13
7,31,31,13
2,27,3,29
0,29,25,5
29,10,7,13
1,25,18,17
5,27,22,9
17,29,2,17
20,31,21,25
18,12,29,31
30,17,22,1
15,10,19,10
14,6,9,11
9,29,18,9
29,14,23,18
19,2,19,29
22,12,31,28
22,7,4,30
13,19,9,15
25,3,5,26
10,21,5,3
13,6,28,6
6,31,15,24
3,23,20,1
26,6,18,5
31,31,6,13
10,13,18,2
29,2,25,18
9,19,3,21
17,0,17,6
1,18,11,7
1,21,11,2
14,26,29,25
14,3,13,3
29,27,14,9
14,17,21,15
9,30,27,26
1,29,10,15
22,20,3,13
22,13,13,23
10,30,25,19
21,14,23,28
9,26,21,1
10,7,2,21
13,13,22,17
15,25,27,20
9,10,11,23
31,10,11,11
29,21,26,21
0,15,25,27
15,11,2,9
23,24,7,2
10,19,19,21
2,1,9,9
22,5,3,22
6,8,29,5
11,15,3,3
11,30,11,22
15,31,15,30
31,23,25,7
15,6,27,22
7,17,6,17
28,10,14,8
18,22,2,5
26,25,12,3
31,7,7,7
1,27,12,14
1,7,10,28
31,5,9,22
5,10,27,2
10,11,4,26
19,11,1,6
1,22,18,30
7,30,21,27
7,9,22,19
6,26,14,15
7,26,2,26
28,23,12,27
6,4,1,1
14,10,7,19
29,0,17,18
9,27,2,15
9,20,31,27
10,23,30,11
25,26,31,25
29,11,0,9
15,29,25,10
29,19,9,2
1,14,15,3
21,3,9,13
19,23,6,11
6,7,17,11
8,21,17,26
30,23,10,2
2,11,27,18
15,15,7,21
23,15,14,1
2,13,29,18
29,17,25,0
13,25,23,8
18,23,25,14
10,14,28,14
21,0,9,5
23,31,17,19
18,7,5,22
11,6,11,5
18,19,31,16
1,15,22,2
3,31,29,30
16,31,1,9
27,6,13,29
