start_y,start_x,goal_y,goal_x
23,10,10,25
9,17,27,1
28,2,1,20
25,14,28,10
14,5,26,31
24,13,15,16
6,22,29,22
31,17,8,10
19,1,20,11
31,18,22,29
28,13,28,26
1,15,20,10
23,14,5,16
21,8,23,25
19,14,26,11
1,14,25,5
31,11,16,4
31,7,27,25
9,28,2,23
22,19,26,20
26,8,23,11
26,17,1,5
10,2,22,25
10,19,17,1
14,7,18,13
1,16,13,19
17,22,8,14
29,10,2,2
11,15,16,16
30,31,29,26
10,14,1,30
5,20,23,5
1,2,1,4
23,22,13,4
22,10,10,16
22,6,6,11
5,31,9,10
19,2,9,26
20,24,20,5
4,30,17,26
4,27,4,2
9,16,18,20
5,14,2,24
1,26,16,17
16,25,28,1
25,7,29,18
28,3,13,26
23,3,29,13
13,2,30,26
5,23,11,28
14,30,7,7
1,27,19,25
9,13,7,25
8,24,29,3
1,13,30,2
25,31,8,5
20,9,12,13
5,28,9,31
8,7,20,20
18,19,7,17
23,20,7,24
21,31,28,30
20,14,2,26
21,28,9,1
22,23,8,4
28,15,23,26
29,25,18,14
13,9,9,20
4,5,7,29
13,7,13,24
4,1,31,8
26,19,29,31
14,11,24,29
7,20,25,28
2,17,6,17
20,22,5,17
26,12,2,6
10,10,11,17
15,25,31,10
15,26,20,31
5,30,7,31
4,29,8,22
26,14,9,4
7,23,16,28
5,7,16,19
2,12,8,20
26,16,26,2
10,8,14,10
20,7,24,19
19,8,25,22
26,22,16,27
17,5,30,1
16,14,17,30
17,10,29,30
22,3,11,23
4,31,25,12
3,5,4,23
22,16,27,19
4,26,25,20
13,28,3,10
6,16,1,19
22,2,2,11
28,22,13,21
30,23,6,13
14,18,22,14
12,4,2,28
7,10,26,28
31,5,19,31
10,7,10,15
28,16,7,4
17,14,14,14
23,16,23,2
20,28,30,14
20,26,5,11
25,17,4,22
16,20,8,16
30,22,11,18
11,10,20,18
10,13,19,20
19,11,7,13
21,7,17,27
1,28,28,17
26,7,29,23
23,21,5,27
27,23,11,6
14,25,16,2
8,17,23,13
13,17,5,18
28,29,29,29
26,25,2,19
8,28,11,29
25,19,22,28
22,8,13,14
14,1,10,5
12,10,25,1
2,20,1,8
11,16,1,21
15,7,31,16
31,26,6,7
12,26,16,23
9,11,19,13
30,11,19,10
1,31,28,19
24,2,9,14
29,4,13,16
3,8,21,1
23,7,28,18
11,30,11,31
10,1,28,23
29,5,19,23
16,31,16,8
18,2,16,26
17,21,2,22
11,19,4,7
25,15,1,23
23,19,24,20
22,7,23,8
4,13,23,17
18,5,13,5
11,7,14,22
18,26,23,29
5,19,18,10
2,13,4,19
21,2,22,4
2,25,7,2
16,15,10,17
29,14,26,23
16,21,26,27
14,8,17,7
8,26,22,13
4,28,19,22
20,17,11,5
14,28,13,1
12,25,7,3
13,22,31,21
12,1,13,10
1,6,4,10
10,23,17,15
10,18,28,20
26,9,23,4
17,20,16,29
13,8,17,2
17,29,14,13
29,8,31,6
23,1,18,4
12,29,19,16
1,1,19,28
11,20,4,18
17,4,17,19
17,28,19,29
22,11,11,8
3,11,25,16
31,25,3,13
31,3,1,24
3,14,26,15
25,27,24,1
25,26,27,8
17,17,31,28
15,4,13,23
22,26,14,21
30,10,22,1
14,17,20,16
14,31,25,2
22,21,21,29
2,21,31,22
6,8,5,8
31,19,16,11
18,7,2,16
15,17,25,9
25,11,7,1
20,8,5,3
29,11,10,30
18,8,8,31
24,17,4,8
31,14,11,13
15,5,8,3
10,20,22,5
10,22,25,8
2,5,27,2
5,1,19,7
5,2,23,23
20,25,6,23
22,22,28,28
11,11,28,11
2,31,6,14
8,13,12,11
28,5,4,21
11,4,6,10
3,19,29,28
22,20,4,16
31,23,12,5
20,15,26,5
7,19,3,4
5,25,31,27
8,2,16,13
7,5,29,1
14,23,17,13
4,11,17,8
9,29,16,1
31,13,3,20
20,19,11,25
20,29,30,13
10,11,18,1
7,8,16,7
22,30,29,19
21,17,4,17
10,4,26,4
4,14,14,4
4,3,25,4
11,2,30,25
1,22,7,26
29,7,25,10
18,11,1,25
28,7,9,25
31,2,22,12
23,12,9,5
3,7,19,5
22,24,9,19
29,17,23,24
22,31,17,11
5,21,10,6
8,1,19,9
7,28,13,25
14,19,21,26
8,25,23,28
20,2,25,29
23,31,15,8
31,29,19,24
9,2,2,14
10,26,1,10
5,10,2,4
18,25,29,2
25,6,28,14
7,16,16,30
13,31,14,20
15,2,27,7
26,10,27,22
28,31,9,23
16,10,19,17
19,18,3,31
1,7,26,26
2,3,4,20
13,18,31,20
9,8,1,11
2,15,11,22
2,7,1,17
20,13,25,23
27,20,13,13
19,15,28,4
2,8,20,23
8,19,5,26
26,13,29,16
17,25,4,4
27,26,7,11
14,29,28,25
2,30,21,16
14,24,25,13
29,20,24,28
17,16,7,14
14,16,27,31
8,29,2,1
31,30,11,26
13,29,2,27
23,30,5,13
10,29,14,26
8,11,13,11
25,25,19,4
5,4,12,2
13,30,18,31
22,17,19,19
31,31,31,24
11,14,1,12
4,25,19,26
26,1,20,1
8,23,16,5
20,4,12,14
10,31,15,31
31,1,12,28
1,29,17,23
2,29,1,3
13,20,24,16
14,2,23,6
5,5,10,28
14,9,9,22
24,14,11,1
31,12,26,29
26,6,17,31
21,25,8,8
15,1,2,10
5,29,29,15
7,22,31,4
5,22,16,22
28,8,9,7
