start_y,start_x,goal_y,goal_x
1,3,21,1
7,17,11,22
30,7,24,25
24,9,15,22
6,13,17,31
0,17,30,13
3,19,7,21
18,28,16,9
17,19,18,21
31,9,4,26
22,31,10,28
1,1,7,14
26,30,10,31
9,18,18,30
31,8,15,17
21,11,2,16
7,5,19,27
14,26,7,23
31,26,5,22
2,1,26,22
31,6,19,15
11,11,10,27
26,5,27,5
25,22,26,17
30,14,19,31
22,18,10,29
31,17,27,22
2,11,9,31
11,18,1,5
14,14,26,7
31,18,2,19
17,29,1,25
7,3,19,3
27,14,29,14
21,27,31,23
30,2,27,24
22,12,26,31
21,14,5,19
27,28,30,6
23,10,22,13
9,29,27,10
1,22,15,31
29,5,22,29
11,4,18,11
23,17,27,13
13,5,3,31
2,30,18,31
2,21,6,25
2,9,29,26
22,20,8,6
27,3,26,29
23,13,12,14
7,19,22,25
16,31,27,12
17,26,31,20
5,15,23,23
29,15,30,15
7,29,17,3
29,30,18,19
17,27,18,22
21,23,13,25
22,7,28,14
15,26,31,31
14,9,3,5
9,12,2,5
9,9,14,15
31,19,23,6
19,2,26,15
8,30,29,29
5,7,5,27
27,23,1,26
29,27,25,23
5,12,26,1
5,3,21,29
2,3,1,9
29,1,5,9
3,7,18,26
18,6,21,10
25,26,8,21
7,18,31,13
10,10,27,16
25,11,6,2
1,13,29,21
14,3,23,2
13,6,18,14
25,8,14,21
29,18,29,11
9,20,16,22
6,8,14,31
27,17,6,21
3,0,13,7
6,22,29,31
11,5,15,10
18,2,21,5
30,17,23,26
30,29,13,23
5,13,14,17
1,15,11,31
27,4,21,26
31,29,19,11
26,6,19,17
23,9,16,5
19,1,13,29
30,19,29,17
3,26,30,5
29,6,13,1
3,29,14,30
9,13,17,30
7,9,18,7
29,19,6,16
19,14,23,29
22,17,30,18
1,14,2,27
5,5,31,28
27,2,19,26
25,17,3,17
27,21,3,14
6,11,29,3
31,27,11,7
18,12,2,14
24,18,26,11
0,6,2,17
11,21,23,8
18,5,8,13
3,21,30,24
9,27,31,16
15,9,10,22
5,10,17,23
17,9,5,26
3,2,18,18
25,1,27,18
5,17,30,10
14,19,7,1
31,10,18,9
10,7,6,15
25,0,15,11
7,15,9,6
17,17,13,15
31,25,26,14
23,14,24,31
6,9,8,18
3,25,19,25
9,1,2,26
9,26,4,22
25,29,18,17
31,11,7,2
28,10,13,31
23,28,8,9
6,31,23,31
1,21,22,15
2,6,25,31
0,9,15,3
13,18,11,10
19,7,15,24
14,5,25,13
25,7,21,9
10,1,13,3
9,15,3,11
14,27,14,6
10,23,9,3
30,9,1,6
17,11,10,19
5,6,3,3
6,1,30,30
3,4,26,10
10,17,22,30
22,3,14,25
9,23,21,31
5,31,25,6
3,13,11,19
27,25,11,15
12,5,3,22
23,18,18,29
20,26,30,23
8,1,3,10
6,18,20,31
31,22,17,21
13,2,17,1
13,14,15,21
9,0,26,18
9,7,25,15
18,10,6,5
7,13,1,30
9,2,5,25
20,11,28,2
29,23,17,5
21,2,9,30
10,26,3,9
27,30,10,6
25,9,11,2
23,30,19,13
2,23,27,6
14,8,21,13
11,23,6,30
24,3,13,19
19,6,22,6
13,10,5,18
11,17,0,29
27,9,21,21
13,11,26,21
19,9,18,16
6,7,0,26
10,25,17,6
31,12,23,15
17,10,25,5
13,26,5,0
13,13,9,22
18,13,10,11
21,3,11,24
23,5,14,13
23,27,26,3
28,23,5,21
10,2,25,3
22,1,3,1
27,29,6,26
17,22,30,31
1,23,25,27
5,1,27,11
19,30,20,1
22,23,9,19
13,30,19,22
3,23,15,13
25,21,21,17
31,7,28,6
10,18,17,7
27,7,1,11
14,29,2,13
5,23,27,26
26,26,15,30
11,30,22,11
29,2,28,31
25,10,17,24
25,25,12,11
14,7,25,30
10,3,14,11
11,3,9,25
30,11,22,16
27,31,15,7
18,25,1,2
12,27,31,14
30,22,6,27
2,25,3,28
6,29,29,25
14,2,27,20
23,11,1,29
4,5,6,19
17,14,15,29
3,15,11,13
9,5,18,1
0,15,22,5
11,27,13,22
23,3,19,10
25,18,2,29
9,11,14,1
5,2,20,17
10,13,17,2
15,27,22,19
6,10,10,15
2,20,12,3
2,15,31,21
28,18,22,14
10,30,21,18
5,30,23,25
3,18,7,25
15,23,11,29
25,19,17,18
1,17,19,18
17,0,29,0
30,25,23,1
22,9,29,13
11,14,31,1
9,21,19,29
31,3,15,25
22,22,21,6
31,15,2,18
14,23,1,19
7,22,30,3
21,25,1,7
10,21,23,24
6,14,21,15
31,2,2,31
5,29,2,2
0,23,21,0
29,9,16,18
23,7,18,15
15,1,15,6
21,22,22,27
14,4,29,7
29,10,26,23
10,5,26,2
21,19,2,7
21,7,4,30
6,23,15,14
7,6,23,22
18,3,17,25
4,19,7,27
7,11,27,27
7,31,11,9
23,21,26,27
13,9,13,21
2,10,26,19
0,3,26,25
14,22,26,13
18,8,10,9
22,26,13,17
7,10,3,6
16,27,31,5
15,2,1,18
30,27,25,2
3,27,19,5
25,14,17,15
4,10,6,17
30,4,18,27
20,13,9,17
30,1,2,22
1,24,6,6
6,4,15,19
16,14,13,27
26,9,20,21
21,30,1,10
5,11,3,30
20,7,29,22
22,2,19,23
11,26,11,1
27,15,1,27
14,10,30,21
10,14,11,16
7,26,16,2
27,19,22,21
15,15,15,5
18,23,11,25
6,3,22,10
7,30,19,19
12,23,13,0
19,21,9,10
31,30,15,18
30,26,9,14
5,14,27,1
11,6,14,18
23,19,1,31
7,7,17,13
