start_y,start_x,goal_y,goal_x
22,14,28,19
1,25,21,1
29,20,10,4
19,11,19,18
17,21,5,31
14,22,8,2
28,10,26,25
3,13,26,10
1,29,27,19
18,11,1,26
19,24,9,7
4,17,29,15
11,13,23,4
29,1,23,11
30,13,11,14
21,16,10,20
23,8,8,4
7,24,10,7
22,29,23,3
16,23,13,26
13,16,28,28
14,23,6,22
6,10,1,14
18,19,5,7
5,3,2,22
10,6,28,15
25,1,17,14
2,26,10,23
18,10,2,1
23,19,13,25
6,13,28,16
5,13,1,31
27,31,10,16
17,27,28,14
10,26,16,15
20,1,2,28
31,3,2,29
16,19,6,14
27,22,23,20
20,28,29,23
15,25,4,21
1,13,24,14
11,10,11,11
19,22,2,30
23,16,19,26
26,31,26,20
4,22,1,5
5,30,12,28
20,7,8,8
23,6,1,16
31,24,26,22
13,31,25,14
2,7,10,17
1,20,2,19
1,2,7,2
26,28,20,31
16,28,4,5
1,4,20,10
19,15,4,19
15,5,12,29
23,17,2,21
16,4,4,13
27,20,11,22
11,25,13,1
22,10,22,6
22,12,28,13
28,20,21,17
3,31,27,23
5,21,2,17
5,26,9,26
19,10,17,22
14,29,5,25
31,23,7,25
28,1,15,8
4,14,10,25
23,2,13,11
20,20,19,17
7,14,16,10
30,22,5,28
15,7,9,28
16,16,31,25
13,22,4,26
16,25,13,29
6,7,27,1
13,9,9,10
1,27,6,8
31,7,31,14
8,19,14,17
30,14,17,19
8,11,7,3
14,24,17,8
29,30,11,28
14,16,21,28
4,25,20,5
14,8,17,7
16,21,7,10
22,25,28,31
19,29,7,28
1,15,15,16
22,11,10,5
8,29,9,1
31,2,28,2
21,31,11,4
14,5,7,31
9,31,17,23
8,5,3,11
28,23,18,2
8,23,31,26
16,8,17,25
25,17,1,11
31,13,9,4
26,19,14,25
15,17,5,16
1,23,1,24
10,29,22,5
17,5,22,17
31,4,8,3
17,4,6,11
24,1,22,30
25,19,28,5
26,13,23,23
14,10,10,8
31,10,29,10
15,2,23,25
28,25,11,26
24,28,18,7
9,19,5,4
18,14,11,2
17,26,16,11
10,28,25,13
10,22,29,16
16,30,10,10
8,1,1,21
26,27,17,2
19,20,16,13
18,31,24,29
31,27,23,28
20,24,10,2
17,16,6,16
29,14,17,20
2,23,28,26
11,19,12,13
7,26,15,26
13,30,26,7
2,4,16,5
16,22,14,21
14,11,23,22
14,30,9,14
7,11,8,24
17,13,14,26
2,20,2,27
6,23,18,5
16,26,20,8
16,27,17,30
13,19,14,19
19,1,5,20
19,4,7,7
10,14,13,13
25,28,14,28
16,29,9,20
1,17,26,12
23,14,24,20
14,14,29,8
12,1,11,5
29,22,25,4
17,1,29,13
17,17,21,2
25,8,20,18
18,20,3,10
22,8,5,1
4,23,17,28
22,2,3,8
4,30,10,31
14,2,22,19
4,7,20,22
25,20,9,17
31,31,12,10
12,5,26,4
26,15,7,16
12,14,27,7
14,31,14,4
29,25,13,10
1,7,1,30
11,31,16,14
3,19,28,22
29,29,4,16
7,19,21,8
2,8,12,11
30,23,11,15
9,23,4,20
7,20,11,8
12,4,20,23
17,29,25,10
22,21,17,15
22,28,23,24
7,8,2,3
21,25,25,25
22,24,7,13
11,7,13,2
14,13,2,11
25,31,28,7
26,6,8,25
11,6,13,21
4,4,25,9
25,23,4,3
12,26,23,7
22,16,29,3
18,4,5,14
19,14,15,1
7,23,18,13
25,2,30,2
29,11,2,25
20,2,31,11
9,16,16,17
31,22,26,26
31,8,7,17
4,11,26,14
25,6,20,13
25,12,27,2
14,9,29,28
2,10,11,16
5,11,22,13
16,2,3,20
13,24,26,8
5,29,10,19
31,12,9,29
28,3,31,1
1,6,2,16
22,4,1,8
15,4,13,23
4,18,13,18
9,25,17,11
29,19,20,4
26,1,29,4
10,18,23,21
18,25,20,19
26,16,3,4
31,6,7,4
23,29,18,26
10,1,1,28
12,2,9,2
24,19,11,29
30,25,14,1
29,2,4,31
25,16,6,17
19,8,2,12
26,29,10,15
28,29,31,29
25,26,8,7
10,13,20,25
20,17,28,4
31,28,25,29
20,16,21,29
13,4,29,31
5,10,28,8
22,23,23,31
20,14,27,26
5,17,29,5
13,28,30,26
25,27,5,18
8,10,24,13
30,11,14,18
28,11,19,9
19,19,2,6
1,22,30,1
24,17,28,30
8,14,22,22
19,28,9,13
14,7,11,17
2,2,31,21
31,30,13,8
26,5,1,10
8,13,13,20
22,1,26,17
23,13,25,15
7,5,5,2
8,22,8,31
4,8,18,8
19,2,11,23
4,28,29,26
13,17,26,9
2,13,31,17
8,26,8,17
4,29,1,19
20,11,19,31
9,8,20,9
14,20,23,5
21,26,22,3
29,17,3,14
19,13,29,18
25,7,23,26
7,1,2,15
20,29,23,30
17,10,25,22
18,1,15,31
1,12,23,10
9,11,2,14
8,16,25,5
3,7,5,23
4,2,23,12
30,31,24,2
22,26,24,16
27,8,5,22
16,20,11,30
7,22,9,22
13,5,31,5
12,25,31,19
28,17,20,15
13,7,11,1
22,31,1,3
16,31,10,30
31,18,23,1
19,5,5,8
4,27,29,7
19,7,19,16
8,28,5,5
1,1,9,5
21,7,26,11
2,24,16,7
22,7,4,1
20,26,3,5
27,25,25,11
10,11,4,10
16,1,26,23
5,19,7,29
19,25,2,5
11,20,19,23
8,20,13,14
17,31,31,20
31,16,28,18
11,18,26,2
2,31,30,10
22,20,5,27
