start_y,start_x,goal_y,goal_x
14,8,14,14
20,28,5,30
14,17,9,0
11,27,5,24
13,22,11,22
30,0,16,23
15,20,31,15
10,10,30,24
17,30,1,1
23,4,27,31
4,23,4,30
26,14,27,22
17,1,13,20
10,31,2,21
19,20,15,1
26,5,11,15
12,9,11,7
20,3,23,11
18,7,2,5
23,27,14,27
6,23,3,3
15,21,4,12
5,20,0,21
15,11,25,17
23,5,13,6
10,21,21,5
0,6,25,0
22,29,10,7
16,4,23,30
31,4,8,29
9,15,15,27
5,22,9,7
31,30,15,24
20,4,21,31
29,12,7,6
9,16,20,0
14,26,2,0
27,24,10,5
4,17,5,13
16,30,26,4
22,25,12,16
1,15,27,29
4,10,27,8
31,7,7,29
21,3,26,3
17,5,8,10
15,13,29,0
13,31,20,12
11,2,10,30
11,20,26,30
8,23,15,22
30,21,24,31
6,9,5,15
21,10,3,11
8,0,17,19
21,17,21,16
28,19,1,14
27,7,23,1
22,31,3,12
29,10,18,2
26,15,20,25
18,18,24,22
7,26,12,8
14,16,29,2
19,16,3,1
23,3,28,18
7,28,1,11
24,1,11,17
30,12,1,9
25,27,21,28
6,4,8,28
16,17,3,24
30,15,8,8
29,15,31,21
19,11,19,2
12,7,25,21
4,18,9,28
5,2,3,13
21,22,11,18
3,25,4,25
6,21,7,0
28,30,14,22
25,24,18,1
0,3,31,12
18,28,31,13
12,27,21,27
15,2,19,31
12,6,30,1
2,25,7,27
5,21,25,13
30,20,25,8
8,16,10,14
11,10,3,7
12,5,15,18
31,19,17,20
19,8,12,26
16,11,1,0
10,27,8,6
20,30,31,11
23,19,14,12
16,6,18,22
9,12,27,16
27,1,28,11
4,11,28,7
0,9,13,11
14,11,9,13
26,6,24,18
25,26,28,20
17,10,20,6
23,7,4,31
28,22,9,26
17,11,3,17
30,2,14,29
16,24,27,11
13,3,8,30
10,28,1,24
5,17,30,9
31,10,5,6
13,5,16,29
20,21,12,2
20,10,12,1
2,15,10,4
8,31,29,19
4,6,12,14
1,6,19,24
13,27,28,14
28,28,20,29
22,28,24,29
29,25,11,12
5,23,7,12
25,2,19,17
19,10,31,0
21,9,5,31
28,6,4,20
6,27,2,14
16,15,4,3
11,25,22,12
0,16,0,2
27,17,28,13
22,15,18,4
19,7,7,14
5,18,5,8
