start_y,start_x,goal_y,goal_x
1,6,24,11
14,3,31,3
21,27,14,1
15,19,24,12
5,6,29,24
14,21,28,5
14,13,27,0
24,22,12,28
11,12,14,20
14,23,12,8
9,24,22,17
16,14,25,21
20,23,10,16
25,14,22,2
28,14,11,26
17,27,2,15
0,27,7,14
30,23,7,9
14,9,8,4
17,25,23,15
24,1,26,28
14,19,2,5
15,26,17,11
9,22,16,6
21,25,8,28
3,22,20,28
19,4,6,24
20,14,17,6
28,15,2,2
9,7,16,10
16,18,17,1
21,23,14,11
26,18,17,13
24,6,29,6
21,15,11,24
4,30,13,29
29,19,6,15
6,27,4,6
20,19,10,24
15,25,2,19
10,3,16,16
24,21,19,19
8,13,8,10
24,0,4,10
7,15,20,8
5,28,8,20
5,9,13,20
12,5,5,2
16,12,9,19
13,25,19,20
25,2,1,23
12,9,20,30
24,28,0,14
5,4,15,2
1,16,10,27
23,30,13,1
8,2,10,1
8,16,3,2
4,0,9,25
23,25,8,21
30,19,22,22
11,22,31,31
13,9,30,26
22,8,25,15
24,27,15,3
6,31,21,8
6,23,3,29
0,2,19,27
8,6,19,12
16,11,18,8
2,26,13,10
14,28,18,28
13,5,10,23
15,1,23,22
25,23,1,24
15,8,25,29
17,31,3,8
17,17,29,11
29,9,20,29
20,6,7,8
29,2,7,16
30,6,26,1
11,8,8,18
12,6,0,9
2,14,23,4
25,3,7,5
15,30,17,21
18,20,0,19
27,19,17,28
14,30,16,23
3,27,28,8
30,3,11,14
16,31,31,8
11,17,30,30
10,30,1,18
20,7,15,20
4,2,28,7
25,5,8,29
4,19,14,24
21,2,18,27
21,9,28,0
21,29,4,31
29,4,26,3
15,13,31,9
0,26,10,4
21,5,28,11
10,22,11,25
9,20,6,28
30,7,5,18
3,16,23,11
16,2,18,0
13,6,8,23
13,13,14,6
2,13,28,30
14,16,4,17
23,8,23,10
2,31,2,1
0,12,5,22
29,14,12,25
5,31,4,5
14,0,23,13
16,28,5,5
28,16,30,0
29,5,5,24
3,9,24,5
10,11,7,27
14,27,26,9
31,27,23,31
21,14,5,26
22,3,26,20
13,26,16,9
20,1,7,11
20,2,7,17
5,15,7,4
4,3,4,12
18,15,12,16
7,13,26,6
29,22,6,11
22,15,9,26
20,25,6,0
11,3,15,22
24,9,18,12
17,26,19,25
19,16,22,4
10,8,24,25
2,0,19,23
17,10,30,15
18,5,2,20
11,7,12,17
25,28,25,13
26,27,21,13
29,23,28,22
5,10,19,15
12,1,6,25
7,19,13,8
2,25,1,21
5,25,17,14
19,8,31,13
12,24,1,9
25,6,15,14
29,8,19,3
26,0,4,4
23,3,6,3
31,24,12,7
18,2,2,28
27,22,31,16
8,9,22,6
23,12,9,1
28,19,5,19
25,9,18,26
23,27,3,21
11,1,7,7
12,19,26,17
28,13,3,17
6,14,18,10
21,3,1,22
3,3,21,31
5,8,19,5
14,14,15,10
2,29,4,8
16,13,2,3
3,24,0,15
5,30,3,19
25,22,2,11
30,12,31,14
7,2,8,30
31,21,7,18
14,12,11,19
31,23,28,17
17,5,0,24
21,19,24,7
16,21,31,4
15,18,26,11
25,7,12,21
15,0,17,12
28,10,20,10
0,8,3,6
9,15,29,26
29,12,1,3
2,21,27,11
25,18,20,12
9,28,9,4
20,31,27,7
25,11,8,8
18,29,11,2
16,29,14,18
6,29,23,5
29,15,9,18
8,24,22,29
1,25,4,16
7,0,20,3
21,18,17,19
4,24,25,24
9,29,10,28
8,19,30,25
30,24,24,14
23,26,31,30
4,26,15,7
28,12,25,10
24,19,19,26
26,2,16,15
16,22,22,14
26,31,22,12
26,25,16,20
9,2,4,23
20,27,5,13
10,9,23,6
1,8,12,26
14,17,22,25
27,8,4,20
20,5,19,21
12,4,18,9
28,27,1,5
17,22,5,16
26,29,19,11
29,10,26,16
21,4,11,18
31,22,16,30
13,24,30,20
25,26,12,31
30,31,27,27
7,29,0,3
20,0,0,25
13,27,2,8
25,31,26,22
5,1,2,7
27,15,27,17
27,24,10,2
30,14,10,7
4,25,13,22
27,29,1,28
5,23,14,15
1,12,12,13
6,10,30,9
4,15,11,11
9,11,30,2
10,15,21,30
2,30,3,13
3,4,4,13
15,9,11,21
20,21,14,29
17,18,18,4
16,26,16,5
30,8,23,23
11,0,29,13
25,19,15,6
7,31,29,31
29,30,8,1
3,23,16,7
15,11,5,20
28,28,26,5
25,8,3,31
28,6,18,18
12,3,16,0
27,28,12,23
10,10,24,3
28,23,10,20
26,14,5,21
26,15,7,12
16,3,12,0
14,31,5,0
27,3,17,16
15,27,1,2
21,12,0,7
22,24,21,10
28,26,4,11
19,13,13,21
22,1,6,26
27,1,16,17
12,14,1,29
9,10,19,30
13,4,31,11
19,0,27,14
19,24,14,25
4,27,11,27
29,27,8,11
9,3,28,20
6,4,13,11
0,6,15,23
22,16,0,17
1,0,2,17
27,2,3,12
16,1,0,5
29,29,25,0
6,7,29,1
7,25,13,3
31,12,13,30
27,25,17,3
14,26,26,4
19,31,19,17
20,22,28,1
7,6,17,2
18,7,31,20
3,15,22,28
6,12,21,20
19,14,11,31
12,18,17,30
2,18,30,27
1,1,18,22
0,4,31,19
9,9,17,8
2,24,4,29
31,1,13,2
25,4,30,1
9,0,8,5
28,3,0,0
2,6,2,23
29,0,9,8
8,25,7,20
18,25,6,22
11,10,23,1
21,11,21,17
8,0,17,7
23,9,23,7
31,7,24,29
0,21,11,13
9,27,30,10
5,12,31,0
23,18,25,12
24,13,19,2
29,16,27,26
22,27,20,18
9,23,16,24
22,26,17,23
11,29,10,25
25,27,11,4
0,11,4,21
3,26,14,8
15,21,18,24
24,24,9,13
14,22,27,12
1,14,8,3
22,30,11,9
6,20,19,7
18,1,20,4
22,0,0,16
18,14,6,2
8,22,6,21
3,11,13,28
3,25,28,18
13,0,9,14
1,11,3,5
29,25,21,22
26,30,16,27
11,15,29,21
4,18,11,23
27,18,13,31
10,31,13,16
13,7,28,29
0,23,3,1
10,21,8,14
22,13,21,28
4,7,24,10
24,18,12,27
21,6,27,16
30,21,10,13
1,10,24,31
0,22,25,30
30,4,12,29
31,10,23,28
24,15,22,9
27,31,6,18
21,16,6,17
23,19,28,4
13,18,22,31
11,16,7,10
24,20,3,7
19,10,16,4
10,5,11,6
12,15,31,15
27,20,18,16
0,20,6,9
25,17,11,20
20,9,7,24
27,13,5,17
1,15,20,20
20,24,17,20
9,31,7,28
6,13,7,26
14,7,27,10
24,30,1,27
26,26,3,18
8,31,12,2
24,26,5,11
9,16,3,10
15,24,9,12
8,7,0,13
1,19,18,6
10,14,3,0
