start_y,start_x,goal_y,goal_x
0,17,31,21
29,10,7,13
29,11,0,9
1,3,8,13
6,8,29,5
17,1,2,19
22,5,3,22
23,25,21,9
9,10,11,23
26,9,24,25
14,4,13,0
18,23,25,14
15,11,2,9
5,12,27,28
15,14,21,7
3,19,8,30
15,31,15,30
6,5,1,11
7,23,2,16
25,6,7,15
27,3,3,25
10,10,13,22
23,15,14,1
4,10,10,9
18,29,22,15
13,21,13,15
6,18,31,8
2,11,27,18
31,5,9,22
15,9,23,27
15,29,25,10
11,3,31,14
18,15,3,11
6,26,14,15
22,25,14,21
30,17,22,1
26,17,31,11
1,15,22,2
21,21,0,26
27,7,11,13
10,23,30,11
11,18,17,25
25,3,5,26
19,23,6,11
22,20,3,13
21,3,9,13
10,11,4,26
16,14,17,22
10,31,3,2
17,2,19,19
31,19,22,26
27,13,15,22
31,31,6,13
9,19,3,21
30,15,13,26
8,9,9,18
11,16,9,7
26,7,28,31
7,29,26,19
3,28,15,27
2,13,29,18
19,15,17,5
31,7,7,7
9,30,27,26
4,5,30,24
29,13,11,25
21,30,21,19
18,3,8,1
31,12,6,22
14,26,29,25
18,11,22,23
30,14,31,18
10,26,18,1
3,26,31,29
30,13,23,26
29,3,21,18
15,17,18,31
17,23,30,1
3,27,9,14
1,10,27,15
19,25,17,10
29,21,26,21
1,22,18,30
1,25,18,17
13,19,9,15
2,14,26,1
25,17,0,23
29,19,9,2
31,22,15,1
27,11,23,1
16,9,6,15
1,21,11,2
9,1,1,30
25,25,2,23
14,5,9,3
17,14,18,13
14,29,14,13
22,13,13,23
23,13,22,29
22,30,16,27
14,3,13,3
29,29,10,3
20,13,17,31
23,29,31,30
22,12,31,28
11,21,4,19
5,11,2,22
9,27,2,15
19,3,27,10
23,5,21,26
11,14,10,29
7,9,22,19
16,31,1,9
9,12,1,26
15,25,27,20
14,31,28,18
9,26,21,1
26,6,18,5
1,29,10,15
6,2,27,16
2,29,5,14
1,5,19,14
22,3,10,1
26,27,7,18
29,27,14,9
5,5,9,21
3,1,2,31
6,23,23,2
1,14,15,3
3,4,15,23
26,11,7,11
29,9,5,29
13,6,28,6
1,19,14,19
1,27,12,14
30,29,25,13
6,19,30,31
5,9,16,22
22,11,5,0
31,6,30,5
27,1,6,29
19,11,1,6
19,2,19,29
13,2,7,14
6,16,16,5
14,17,21,15
16,2,1,17
22,31,23,7
20,31,21,25
17,24,5,19
29,17,25,0
0,15,25,27
18,28,14,18
5,15,9,23
2,1,9,9
5,30,17,17
7,31,31,13
18,18,26,3
11,9,4,22
18,22,2,5
10,21,5,3
13,25,23,8
23,19,0,3
6,4,1,1
10,22,30,10
21,10,5,18
11,30,11,22
7,27,11,17
13,11,5,31
21,5,15,5
18,8,14,23
29,14,23,18
21,22,11,10
22,18,15,19
6,7,17,11
1,13,17,27
19,30,26,30
20,26,11,29
26,5,0,6
30,7,11,4
31,1,12,23
6,1,7,25
30,18,13,18
14,30,2,25
23,21,13,17
17,13,22,22
31,10,11,11
15,15,7,21
5,17,3,30
25,30,5,25
11,6,11,5
26,29,27,23
3,9,19,22
15,6,27,22
14,14,10,18
5,1,10,27
23,11,7,5
10,30,25,19
26,31,2,30
19,5,13,9
11,15,3,3
3,23,20,1
19,1,14,27
15,2,27,25
24,31,2,18
25,26,31,25
20,11,30,2
17,7,19,13
15,13,7,1
13,1,5,6
23,31,17,19
30,9,29,26
16,18,27,21
1,18,11,7
29,0,17,18
13,31,6,27
7,17,6,17
24,18,11,27
14,22,21,6
14,25,3,15
18,21,30,6
8,21,17,26
2,10,18,26
19,18,11,19
25,11,7,3
5,10,27,2
17,29,2,17
29,7,31,15
25,9,23,6
11,31,30,22
26,25,12,3
31,9,26,26
21,29,6,6
15,7,8,18
27,6,13,29
29,22,23,3
2,7,1,2
13,14,19,7
23,30,27,9
23,23,17,9
3,6,26,13
26,10,31,17
25,1,15,26
10,19,19,21
21,13,24,9
5,27,22,9
10,17,12,5
18,7,5,22
27,5,27,24
17,3,30,27
21,17,2,3
14,11,5,21
17,15,7,10
18,12,29,31
29,2,25,18
21,31,30,26
18,6,5,7
5,23,20,17
30,21,29,1
10,6,18,16
6,3,1,31
13,27,25,2
18,19,31,16
6,21,26,2
22,16,17,21
1,23,26,15
18,14,11,26
17,0,17,6
3,17,27,27
13,5,23,9
6,31,15,24
18,25,30,25
5,13,19,26
0,29,25,5
19,6,18,27
31,2,11,24
3,31,29,30
3,5,13,30
21,14,23,28
9,20,31,27
10,7,2,21
25,8,26,14
22,14,25,23
10,13,18,2
10,5,28,2
30,4,19,17
9,31,21,11
26,18,6,25
28,10,14,8
9,0,27,4
15,18,18,10
28,23,12,27
14,10,7,19
2,27,3,29
23,24,7,2
5,2,23,14
1,7,10,28
10,14,28,14
23,22,27,31
25,22,3,7
22,21,27,14
2,2,3,10
9,29,18,9
23,17,27,12
13,10,23,10
7,6,19,31
14,2,26,23
22,7,4,30
7,22,8,6
15,10,19,10
3,14,30,19
27,17,29,15
1,24,21,2
7,30,21,27
12,11,24,3
31,23,25,7
2,20,22,27
15,21,27,30
30,23,10,2
7,26,2,26
6,10,30,3
31,26,22,10
21,23,17,30
14,6,9,11
2,6,29,6
30,30,19,9
6,30,9,6
20,21,25,21
20,7,11,1
31,20,26,22
14,7,25,31
22,6,31,3
6,9,25,15
3,18,9,17
21,0,9,5
9,25,27,29
3,0,10,25
19,27,6,14
13,13,22,17
13,7,29,23
25,29,27,19
