start_x,start_y,goal_x,goal_y
11,19,25,22
16,10,4,29
23,26,13,23
22,29,5,5
10,2,31,12
9,17,28,17
16,2,8,14
11,29,18,19
20,14,6,22
5,18,30,2
13,21,17,30
5,23,11,20
3,7,12,10
31,31,5,13
1,26,21,25
9,2,5,14
23,1,25,9
26,7,17,2
2,17,5,4
4,25,1,2
23,23,2,31
25,20,20,2
8,26,29,5
10,28,22,26
4,28,23,2
15,16,18,2
25,31,3,19
17,14,19,9
28,4,11,17
2,25,17,10
2,1,14,7
4,3,21,2
23,22,29,13
17,17,9,22
4,19,23,11
20,20,23,16
9,10,31,17
19,7,25,17
14,5,31,1
6,14,19,19
12,29,1,28
22,5,1,17
23,7,27,25
27,7,7,11
16,23,4,7
9,19,30,26
7,14,4,1
25,13,17,20
25,6,14,23
8,13,3,8
26,15,24,16
26,25,8,25
10,5,21,26
11,8,18,1
5,30,22,2
25,19,10,31
1,21,26,6
27,20,8,2
9,25,5,19
28,2,7,7
17,8,26,5
25,12,8,29
1,16,11,15
31,13,1,13
13,1,16,20
23,30,1,19
8,28,16,8
16,19,22,3
2,8,7,26
6,13,13,20
1,3,7,29
26,28,15,4
28,23,10,22
29,10,17,15
10,26,24,17
28,18,13,22
27,1,3,5
22,21,22,10
22,20,15,25
16,28,31,2
25,5,26,19
28,3,19,26
20,19,5,7
12,1,2,21
4,30,12,28
25,8,10,18
9,26,1,31
9,1,1,20
6,16,14,19
16,26,9,28
24,13,28,19
20,25,3,31
9,7,26,4
13,30,24,14
4,10,2,28
26,2,29,14
13,25,11,10
10,16,24,1
31,8,15,8
28,13,22,11
21,29,9,5
25,1,4,27
16,31,25,29
17,22,25,27
25,7,19,17
25,25,2,26
31,18,8,24
1,10,9,14
17,28,22,6
2,6,31,14
20,31,31,24
14,18,10,6
2,23,16,27
8,7,4,16
13,14,13,11
19,25,10,19
11,14,19,18
23,14,2,2
4,22,24,19
21,7,14,17
18,14,29,1
28,16,8,20
1,11,26,31
13,2,20,13
19,11,10,7
13,4,17,31
14,20,5,17
3,11,31,25
16,13,18,25
12,13,23,10
20,29,18,10
18,20,7,1
14,1,10,13
25,15,8,8
22,24,25,10
16,30,21,8
1,7,15,7
30,25,13,18
29,16,23,28
19,24,14,10
31,10,29,11
4,11,5,21
5,8,7,24
21,17,19,28
1,4,29,25
16,21,29,3
5,26,25,4
22,22,27,23
11,22,11,26
11,11,11,6
18,7,13,10
7,28,4,23
28,29,31,29
12,2,11,7
1,8,28,15
26,13,28,26
11,28,23,19
5,2,29,4
16,17,29,17
17,4,13,17
4,31,22,23
5,22,16,11
1,25,21,1
6,11,5,20
18,13,17,25
13,31,31,21
14,4,31,3
29,28,31,26
10,29,20,5
19,20,19,23
15,26,1,29
30,13,22,17
7,19,26,26
29,8,16,1
23,29,10,17
30,23,8,19
19,15,5,3
13,13,19,31
28,20,29,23
8,17,15,5
2,15,22,1
16,4,26,16
20,28,6,7
1,5,2,3
19,10,4,8
19,2,11,16
11,18,1,22
22,28,1,15
8,11,29,19
12,26,7,20
21,31,31,7
4,26,5,1
9,16,12,11
26,10,4,5
16,5,14,31
30,22,23,20
20,24,31,19
26,9,16,14
4,13,4,14
29,2,7,4
26,8,22,30
2,29,20,23
28,1,18,11
31,11,2,27
26,12,12,14
11,25,28,22
8,4,30,14
31,30,2,10
1,27,22,31
31,4,19,22
14,2,2,16
29,18,7,2
31,28,22,14
2,22,8,3
22,13,23,17
14,14,23,24
29,29,1,24
20,17,10,25
2,4,7,17
29,22,28,7
28,10,6,17
26,17,7,16
10,23,17,19
7,23,11,1
30,31,19,8
4,17,31,5
1,12,26,27
23,3,23,21
10,4,14,8
27,22,2,5
16,15,13,26
24,28,7,10
7,8,28,14
15,17,22,12
5,28,22,7
25,2,13,28
20,8,20,11
17,5,20,16
17,26,17,29
29,26,28,5
4,2,14,28
24,29,6,23
2,19,6,10
17,7,11,5
13,5,30,10
13,16,20,15
14,9,9,20
8,31,5,27
31,16,20,4
10,1,14,24
16,29,10,10
31,23,26,22
4,20,19,16
9,31,16,7
20,10,18,26
2,24,27,26
20,26,13,7
19,13,27,31
24,20,1,6
21,16,28,31
11,4,1,23
2,11,2,13
3,4,26,14
8,22,9,29
14,11,13,24
29,20,13,9
30,1,31,20
7,3,10,20
17,27,17,11
12,5,5,16
14,25,14,30
10,8,12,25
3,20,23,25
10,11,2,7
3,10,23,13
25,14,10,14
20,18,25,28
3,14,7,13
30,11,26,1
11,2,27,2
12,4,5,29
2,12,2,30
18,5,15,31
2,14,10,15
9,11,26,29
17,21,27,8
8,1,19,1
7,22,1,14
18,4,27,19
4,18,17,13
25,11,13,19
17,1,23,5
7,25,28,25
14,26,5,10
11,30,14,29
28,11,29,15
31,22,26,11
29,30,4,4
7,31,5,11
20,1,15,1
7,5,9,13
23,12,14,22
17,16,23,4
25,26,22,8
11,31,5,31
18,8,19,14
13,29,1,30
11,23,26,23
2,20,31,27
16,25,28,8
14,13,26,20
15,2,10,30
22,4,24,2
20,9,14,21
17,23,23,8
11,13,8,10
18,31,8,5
19,5,25,16
28,28,21,28
4,21,9,8
16,16,9,4
22,19,3,13
31,6,22,16
8,16,20,22
29,7,19,4
25,23,6,8
23,6,20,7
14,16,29,31
23,31,5,25
8,23,22,25
16,22,13,8
19,29,28,30
9,23,1,1
