start_x,start_y,goal_x,goal_y
22,7,3,25
6,1,6,17
10,15,1,25
22,22,9,21
6,19,26,9
2,6,20,11
10,5,23,3
23,27,25,13
12,11,18,31
23,28,16,27
18,26,29,21
1,27,17,31
11,1,1,23
6,27,11,31
8,6,26,1
15,24,26,19
10,23,27,30
6,16,2,7
19,25,2,10
23,23,2,25
6,21,26,17
27,2,20,17
23,11,21,30
11,30,17,22
6,26,31,7
22,31,0,26
31,25,17,30
29,23,18,29
1,26,25,29
5,29,13,6
11,18,31,8
19,15,5,14
25,21,9,25
15,23,15,10
16,5,22,20
22,10,20,31
14,23,31,13
14,1,18,2
17,10,23,17
25,5,15,27
1,10,5,7
2,22,3,5
27,23,7,6
22,30,10,19
23,2,10,30
31,3,29,6
31,23,20,13
19,6,27,7
13,15,31,6
30,24,1,7
26,6,26,5
6,2,18,9
19,9,11,17
0,6,30,30
2,16,14,22
19,26,31,2
10,3,18,19
9,31,25,25
27,17,14,19
3,19,27,20
15,19,30,31
31,1,14,2
11,19,10,7
5,2,31,26
1,6,15,17
1,1,30,29
29,26,2,5
17,19,11,7
23,9,29,2
17,17,9,29
30,6,27,24
2,26,10,25
1,29,5,1
5,18,6,4
21,11,14,5
21,3,29,1
15,18,2,3
30,15,7,5
28,31,18,18
6,18,17,0
13,27,25,30
5,27,7,9
17,5,30,17
31,31,10,17
1,18,6,5
5,31,15,26
30,23,21,26
26,29,15,1
25,31,20,7
26,11,20,21
15,11,3,4
8,21,11,23
13,18,18,17
11,4,30,25
25,26,26,21
23,13,19,31
2,31,26,14
15,2,14,11
30,5,1,11
7,22,22,9
17,18,19,14
9,11,16,31
10,9,1,3
1,17,3,2
15,7,30,2
19,18,15,25
17,27,11,6
25,11,1,15
7,26,9,2
7,14,29,9
11,24,13,2
23,29,5,0
29,15,15,6
22,25,3,27
22,6,2,27
15,21,10,11
28,6,1,19
25,27,18,13
9,15,3,31
27,3,18,27
21,23,6,14
8,30,22,19
9,27,19,23
21,6,28,23
30,1,7,29
27,22,11,25
7,1,6,29
23,26,31,16
19,5,14,8
22,5,16,2
23,31,18,5
5,9,29,10
26,25,18,6
7,18,10,1
1,24,18,8
7,15,4,26
24,25,30,3
11,13,2,29
13,23,29,22
31,11,2,19
13,25,31,20
27,11,4,19
21,17,30,22
26,2,13,29
6,30,22,11
31,17,1,21
22,15,11,2
18,1,25,15
19,19,27,6
20,26,27,19
18,15,22,1
13,14,7,25
22,29,0,23
18,12,29,5
28,14,7,27
14,13,31,5
17,21,28,2
3,13,27,9
9,3,25,17
23,24,29,29
25,9,25,0
31,21,15,9
6,3,25,22
30,4,26,26
3,0,18,25
13,13,10,21
11,5,3,6
22,17,3,9
14,30,17,2
18,28,10,18
25,18,25,8
5,21,14,6
29,19,21,29
23,14,3,23
27,16,22,2
27,1,14,27
17,6,3,26
8,1,5,12
18,14,19,13
19,17,4,22
23,5,13,0
23,6,30,13
23,22,26,3
23,8,12,5
23,15,10,14
13,10,6,9
5,30,18,30
27,21,1,31
9,10,9,6
26,15,6,10
31,10,24,31
27,29,30,21
6,15,29,3
25,1,26,27
3,7,18,23
7,10,16,18
19,29,6,31
1,2,29,14
10,31,25,2
21,7,0,3
29,0,10,10
22,12,12,3
6,25,29,30
3,15,16,14
7,13,10,26
14,9,24,18
19,2,0,9
22,3,9,13
15,29,2,14
17,23,6,7
3,28,9,23
9,17,8,18
29,11,2,9
27,26,2,11
0,29,7,30
11,21,11,9
21,31,14,7
10,13,27,14
25,23,15,31
9,1,27,4
14,29,23,21
2,21,23,25
22,18,21,22
21,9,2,1
30,10,13,26
11,26,27,13
10,6,31,14
15,3,27,31
17,26,26,22
25,6,29,27
3,30,13,9
23,1,18,11
19,22,5,26
5,17,17,7
6,23,18,3
4,10,18,10
16,22,9,5
26,7,1,22
17,24,10,29
2,20,15,15
5,19,23,18
25,19,15,22
18,22,24,9
22,13,21,10
13,5,25,14
21,19,8,13
26,31,27,15
31,18,15,5
10,2,30,7
23,10,17,29
2,17,5,23
19,11,31,28
31,19,12,23
22,21,6,8
29,13,31,29
18,7,28,10
17,1,31,30
14,21,6,11
3,22,5,13
3,17,27,25
7,17,13,7
19,10,25,3
2,23,11,10
15,14,9,7
13,17,25,7
3,18,7,21
11,11,19,7
9,12,21,0
7,2,27,10
16,9,14,25
2,18,2,30
8,9,9,0
21,5,26,23
14,18,27,27
30,9,30,18
31,9,10,27
19,27,26,13
13,22,3,11
26,18,31,22
1,5,3,29
14,17,18,21
5,22,11,14
23,30,4,5
27,28,29,17
23,7,11,15
9,20,3,1
27,12,7,7
5,6,7,19
11,29,6,6
7,11,9,19
9,14,5,5
5,10,19,1
29,7,22,16
7,31,14,26
21,2,6,13
14,3,21,25
30,14,22,27
17,13,14,31
14,14,10,22
0,15,15,30
18,16,31,27
26,10,1,13
3,3,14,4
15,13,21,14
30,27,27,18
19,30,5,3
22,23,30,11
12,27,31,15
25,10,23,19
2,13,10,28
9,9,9,30
6,22,19,3
29,18,11,16
13,30,17,15
13,21,11,3
21,13,3,21
17,11,14,15
21,27,26,30
31,12,21,21
17,14,21,1
21,18,11,22
5,11,3,10
24,3,7,3
22,14,2,2
20,1,14,10
3,14,1,9
28,18,13,1
2,15,9,22
12,14,13,19
13,11,17,3
1,30,17,9
9,26,7,23
30,19,30,26
9,18,5,25
22,26,27,5
4,30,29,31
13,3,17,25
21,15,0,17
29,25,1,14
13,31,5,15
11,27,19,21
