start_y,start_x,goal_y,goal_x
25,30,9,22
27,1,22,14
17,10,25,27
27,19,1,6
3,18,25,6
5,31,23,24
15,18,9,31
14,9,13,29
9,0,22,10
10,2,31,15
18,10,20,31
14,25,29,1
9,15,2,26
11,27,23,30
17,17,8,9
6,30,23,21
6,9,15,26
29,6,30,1
16,14,21,5
17,18,26,25
10,9,29,7
5,0,26,31
10,14,9,1
29,19,22,31
1,19,10,25
19,9,9,26
29,14,18,17
11,26,13,26
10,15,10,19
27,2,19,29
14,7,6,26
23,22,5,11
31,30,25,1
7,31,17,9
7,21,23,28
3,26,22,3
7,22,13,21
9,7,25,2
5,22,5,12
31,31,11,3
5,29,7,15
21,11,5,14
30,29,23,27
11,31,30,27
30,23,8,18
27,22,2,10
23,14,8,30
29,0,25,21
26,7,16,18
30,17,6,5
3,21,11,14
13,0,3,28
23,25,30,18
29,29,6,6
23,2,27,15
18,19,20,11
13,10,1,26
19,18,9,6
5,30,13,7
21,18,31,20
26,11,20,17
5,9,9,11
5,26,7,10
11,16,10,11
18,15,27,6
10,10,2,1
25,14,25,13
27,10,6,4
30,9,1,31
28,18,27,3
11,4,23,6
0,3,31,28
14,17,9,29
15,24,15,21
6,18,11,6
15,7,17,19
3,11,15,10
14,15,15,3
15,25,15,2
3,10,2,13
22,11,7,23
26,3,19,1
21,31,18,29
2,9,30,2
1,21,31,19
3,3,3,14
14,5,14,26
27,4,31,14
27,7,11,15
23,10,1,14
2,5,2,31
23,26,15,23
29,30,30,24
6,1,0,29
2,25,19,30
30,30,30,13
31,11,13,25
18,25,1,29
11,29,9,12
7,13,2,20
17,15,27,27
14,22,13,11
13,31,21,6
23,19,30,31
22,21,18,12
5,25,19,15
19,19,22,5
1,25,6,31
20,1,3,17
13,22,30,14
29,11,7,2
22,16,25,31
19,27,22,12
7,3,19,14
27,24,26,15
30,26,9,2
2,6,11,25
14,13,10,6
2,29,12,11
18,11,31,9
21,10,9,13
19,11,18,1
25,7,23,23
14,14,7,11
16,31,17,27
29,26,12,5
29,18,15,11
10,26,6,3
15,14,18,30
25,10,25,19
1,30,27,11
10,21,1,23
23,17,31,3
13,3,21,2
17,6,25,5
25,11,2,11
9,20,18,22
30,15,18,16
10,18,10,28
1,27,16,9
30,6,15,22
25,17,9,9
29,23,18,3
5,21,27,12
11,17,30,3
30,19,20,7
18,23,16,27
5,1,8,21
24,18,11,22
21,29,4,5
31,27,2,21
10,31,14,4
25,15,6,8
29,3,22,20
29,5,1,11
10,22,11,24
3,9,26,17
13,15,13,27
28,23,22,2
14,3,26,23
13,17,17,25
6,15,27,21
3,23,1,2
28,10,13,30
27,29,19,13
5,19,16,2
1,17,1,5
6,22,29,17
21,3,27,9
19,25,14,2
18,5,3,7
14,29,18,2
26,1,8,6
13,2,19,6
29,2,22,23
29,25,5,17
22,30,22,29
22,9,9,23
9,21,2,3
18,31,3,22
27,17,21,25
9,3,24,31
21,13,6,11
15,13,27,30
15,15,24,3
14,23,7,17
5,10,29,10
23,18,30,10
24,25,6,25
8,13,14,21
11,18,17,14
21,19,31,12
18,8,9,10
14,10,7,18
15,1,22,22
0,23,26,30
2,14,6,27
18,18,10,30
22,15,23,3
23,8,6,17
11,7,19,10
21,23,11,19
14,27,14,30
31,25,6,2
26,29,31,18
5,6,1,10
18,9,9,14
6,16,21,0
22,6,17,30
1,9,25,3
19,5,29,22
31,10,19,22
7,6,13,9
11,1,31,26
21,22,3,31
5,18,26,22
1,7,21,15
27,5,11,11
13,23,11,2
2,22,17,1
22,1,9,17
26,10,21,17
26,18,11,30
15,30,25,23
23,1,7,29
2,27,11,10
17,22,14,11
0,26,2,30
23,11,27,31
26,14,3,19
23,5,3,15
17,29,17,26
6,19,25,22
30,7,5,3
12,27,30,22
5,15,11,13
19,31,22,27
17,21,26,13
8,1,25,25
27,25,19,2
26,5,13,18
22,13,26,6
29,13,26,21
25,18,17,0
22,19,21,27
18,6,29,31
21,26,22,7
19,7,6,29
31,29,5,27
14,6,7,26
3,5,5,5
10,29,24,9
31,2,15,29
19,17,19,3
10,1,13,14
6,10,30,5
17,7,9,5
20,26,0,6
15,19,23,9
23,7,14,18
25,9,6,14
13,13,12,23
7,14,28,14
14,8,21,21
23,13,20,13
13,1,27,14
30,21,10,13
18,21,20,21
29,27,30,25
10,3,1,22
21,30,7,1
10,7,2,7
17,23,7,25
14,1,31,7
3,29,21,14
11,21,3,6
31,16,23,31
29,15,22,25
7,19,15,6
6,7,27,23
18,13,9,30
10,17,11,9
22,26,9,25
0,9,1,18
2,16,19,26
26,2,21,7
25,8,17,13
1,1,25,29
7,5,17,2
26,19,10,23
28,6,2,15
15,27,26,27
15,9,1,24
17,3,3,2
5,13,25,0
27,28,7,7
30,4,28,31
31,13,3,0
31,1,12,14
31,23,0,17
10,27,15,31
14,31,2,19
18,28,0,15
13,6,27,13
2,17,7,27
23,29,6,23
27,26,3,30
16,5,31,17
11,23,29,21
4,19,21,9
7,9,18,7
9,27,25,26
31,21,2,2
3,25,1,15
5,2,17,11
15,17,5,7
27,16,12,3
3,1,17,31
1,13,30,11
14,19,2,23
18,26,3,13
10,5,9,19
6,13,22,18
18,27,27,18
19,21,31,5
4,10,3,4
26,9,7,30
13,19,1,3
3,27,4,26
4,30,5,23
13,5,17,5
18,14,15,5
26,26,4,22
9,18,6,21
11,5,31,8
31,6,29,9
16,22,21,1
28,2,23,15
27,20,19,23
2,18,31,22
17,24,22,17
