start_y,start_x,goal_y,goal_x
4,7,18,28
4,27,16,18
29,14,10,28
13,2,7,17
20,27,21,25
27,13,31,4
20,5,14,18
4,12,31,8
7,2,17,18
2,8,16,11
6,23,17,14
26,0,21,9
5,26,17,12
16,31,13,27
0,3,9,0
9,24,1,23
19,4,28,14
12,7,25,8
13,22,15,24
29,12,2,26
16,10,13,13
6,9,27,8
20,18,28,1
29,11,31,13
7,25,27,24
10,24,3,4
4,29,14,11
3,10,0,22
8,4,27,31
5,6,6,10
2,29,29,0
8,0,21,27
29,19,3,5
21,30,15,1
27,26,26,3
21,10,30,25
17,7,23,1
10,9,26,18
11,31,16,12
25,21,8,31
28,20,14,14
3,0,2,25
17,28,26,4
14,16,0,7
12,13,30,14
7,31,19,13
31,7,30,4
3,22,22,9
8,5,21,23
8,19,10,1
23,3,22,8
23,23,13,29
16,14,5,9
9,10,22,15
7,11,25,23
1,14,26,11
1,1,31,20
17,26,0,27
5,8,17,22
29,21,0,17
17,1,21,4
28,5,3,25
15,19,9,8
23,31,13,5
18,15,19,11
1,6,4,2
12,19,18,26
29,9,1,21
2,1,9,31
25,19,1,8
28,28,21,22
25,28,22,0
10,22,31,21
30,21,10,31
25,2,20,3
2,21,27,20
6,7,12,15
27,29,21,12
7,7,31,11
5,13,8,18
2,13,18,1
8,10,0,4
17,2,31,12
20,30,28,12
20,20,8,30
11,25,7,20
11,12,17,21
9,27,0,23
6,15,27,17
25,11,18,7
20,19,30,19
26,27,27,19
16,26,21,20
18,2,18,20
19,12,25,6
25,31,3,29
27,15,30,1
18,24,17,23
22,4,2,20
21,6,8,24
24,1,10,25
17,25,16,23
10,7,19,27
4,15,23,28
2,19,8,6
25,4,22,30
4,31,21,5
1,16,7,26
14,19,5,12
8,25,12,0
10,13,25,13
11,16,15,11
21,14,9,4
23,15,11,11
13,6,21,13
5,5,7,18
27,0,7,27
26,2,27,22
10,8,13,0
9,22,28,16
17,3,29,8
18,27,18,18
29,24,29,15
0,11,30,3
24,9,23,25
16,4,27,2
10,30,14,26
31,24,3,1
13,18,8,29
7,16,26,14
17,10,10,21
19,23,4,8
30,2,21,16
11,27,5,18
31,15,20,29
8,28,4,26
19,25,17,8
12,23,27,14
9,18,8,21
0,13,1,11
27,12,28,0
5,31,1,29
16,1,31,27
18,14,6,22
7,8,3,3
11,19,20,1
1,27,3,23
1,25,19,15
5,16,4,0
29,23,30,7
12,31,26,31
13,7,15,8
24,25,31,10
7,12,14,13
30,10,23,27
15,0,8,22
8,9,7,15
28,6,21,11
3,11,22,27
3,21,19,17
20,14,24,26
14,25,24,12
21,19,9,1
23,4,26,16
9,14,28,15
0,9,7,5
9,3,20,31
20,22,16,24
28,30,18,12
8,11,25,3
3,6,0,24
2,2,23,22
24,28,5,10
0,8,27,1
14,30,11,23
1,5,6,18
10,4,30,24
2,31,25,9
10,16,27,25
21,3,27,10
14,3,4,6
4,10,9,23
25,30,15,13
11,29,12,5
19,30,18,25
3,16,29,5
19,7,12,21
20,4,12,27
30,0,25,27
24,29,6,26
14,21,1,12
28,19,23,11
6,13,15,20
25,17,3,19
11,18,20,0
2,14,6,29
28,22,11,10
16,9,20,25
12,8,15,23
0,25,29,26
4,23,14,8
7,10,8,7
6,2,29,22
25,18,7,13
1,0,13,16
12,26,12,1
9,12,11,24
22,17,27,27
17,20,6,31
25,10,20,28
3,12,22,1
31,19,13,26
21,29,14,24
0,12,28,7
17,16,12,17
17,30,24,31
15,2,7,29
14,1,22,29
8,13,1,28
13,25,22,13
10,23,28,29
20,23,26,9
18,22,10,27
24,22,14,17
16,2,6,28
20,10,1,9
10,3,11,20
12,2,4,24
5,22,28,23
24,19,1,10
11,6,27,18
0,21,6,14
18,0,30,12
30,8,9,7
25,24,31,0
15,30,15,22
14,9,15,9
22,14,10,10
3,8,13,20
4,19,19,26
11,13,5,0
12,14,17,27
1,19,2,30
13,8,21,28
23,10,23,26
0,2,2,5
6,11,8,2
23,8,9,16
16,21,14,27
8,14,31,2
23,9,6,17
31,1,30,20
0,16,7,28
5,15,16,7
19,16,7,0
0,14,11,9
0,15,27,11
7,4,6,27
29,2,11,22
17,17,8,1
10,5,4,30
26,15,5,1
22,2,18,9
1,22,9,2
20,8,21,15
30,23,29,1
17,19,2,17
21,8,4,5
21,18,19,19
14,12,1,18
28,26,11,15
28,3,13,30
11,17,22,3
2,6,16,6
9,26,11,2
16,28,31,30
5,19,2,15
0,26,5,30
18,16,20,6
13,28,22,26
18,29,15,21
6,12,22,31
13,24,6,0
15,18,14,22
13,3,5,20
1,2,24,15
23,5,9,28
22,6,6,25
28,13,26,22
23,7,22,16
29,29,10,20
30,6,9,15
26,1,6,24
20,2,0,6
6,20,31,23
4,16,12,18
23,18,29,6
19,21,3,17
27,7,13,10
23,19,30,26
10,11,22,12
31,16,15,25
4,11,9,20
30,30,10,14
22,28,26,28
25,22,31,14
24,11,3,31
8,8,12,6
31,31,24,18
2,23,29,4
24,13,16,17
29,30,7,19
24,10,28,11
30,9,14,20
26,5,1,24
26,29,16,0
28,17,27,16
16,22,16,29
19,8,13,31
19,10,9,9
2,3,5,2
18,8,4,17
3,7,11,21
5,23,17,6
2,28,24,21
24,24,24,20
16,5,9,25
11,26,18,4
27,3,23,6
28,10,31,22
21,31,10,2
15,10,11,3
2,18,25,7
1,15,24,0
25,15,20,9
4,18,14,7
11,7,12,29
14,15,20,7
3,27,28,8
19,0,26,30
15,6,14,23
0,5,4,25
24,7,7,6
19,3,9,11
16,27,3,13
19,31,30,15
15,27,5,4
25,14,1,3
2,24,6,4
11,8,11,14
3,26,13,21
28,4,23,12
26,6,26,17
15,7,11,0
8,23,30,27
7,14,25,29
12,3,5,25
7,9,24,27
17,5,12,28
23,13,11,4
12,9,17,13
2,7,20,21
4,3,27,28
3,18,14,0
17,11,12,16
19,20,4,4
12,25,3,15
19,14,20,24
24,30,16,3
5,28,30,31
5,24,5,21
6,21,31,9
29,31,8,16
7,24,2,11
19,5,16,16
22,25,16,15
19,2,24,5
13,1,18,5
31,3,13,11
28,18,12,4
18,10,17,31
8,20,24,6
29,16,23,30
26,25,24,14
28,27,29,13
6,3,15,26
14,31,8,3
18,6,21,2
26,20,26,26
4,21,29,10
0,20,3,9
13,9,25,5
16,20,9,13
0,19,25,12
22,24,25,0
14,28,25,26
16,30,4,13
3,24,15,3
4,20,15,14
3,2,16,13
29,25,20,12
11,1,29,27
5,17,22,22
12,24,21,17
13,4,14,29
5,11,14,6
9,29,0,0
10,15,2,0
19,24,9,19
