start_x,start_y,goal_x,goal_y
2,6,1,29
15,23,22,30
19,3,19,29
24,9,30,30
23,25,13,31
25,26,27,9
30,21,18,29
15,5,6,25
29,23,31,2
16,18,14,1
19,11,29,27
30,25,25,10
21,0,29,1
29,31,5,3
6,31,14,10
26,21,5,22
22,13,28,23
21,25,31,8
30,29,9,10
17,3,7,18
24,3,28,31
19,25,15,1
18,14,5,7
7,15,18,7
21,31,9,14
26,22,4,10
31,6,17,25
25,14,25,18
27,30,20,1
20,31,11,2
14,23,10,23
18,17,10,21
10,22,1,26
3,19,3,5
17,26,11,26
15,17,22,26
14,25,9,12
7,19,5,26
18,23,29,30
0,23,21,13
28,6,17,2
14,9,20,17
10,15,19,30
6,13,27,23
23,31,2,15
11,10,2,31
26,17,19,19
22,23,29,19
22,12,18,21
23,29,21,21
6,6,27,29
6,2,9,18
31,18,15,6
23,17,3,0
10,14,17,11
3,6,18,27
27,5,11,13
26,31,26,10
2,22,23,24
11,14,21,3
27,22,21,30
5,13,26,7
25,5,1,30
6,30,14,22
31,1,22,18
18,28,19,26
22,17,25,7
27,3,19,5
21,26,23,18
29,14,18,6
10,9,25,9
22,7,7,31
2,9,21,22
10,11,11,1
23,13,18,26
30,10,11,9
31,9,31,30
1,10,31,29
2,10,9,6
8,18,14,3
31,27,21,15
7,5,6,5
7,22,3,14
28,14,26,3
9,29,30,5
18,3,28,18
23,1,19,22
25,23,31,21
15,2,10,6
23,3,3,18
1,17,30,2
6,16,15,14
26,9,12,14
25,11,11,29
29,25,27,14
9,31,13,0
14,14,4,30
13,11,24,25
18,22,14,13
19,1,31,26
10,28,29,3
14,18,1,9
15,18,20,26
1,1,29,5
11,4,31,28
17,27,1,23
27,1,14,27
27,17,13,1
16,2,5,27
11,22,25,0
25,8,15,10
22,15,5,23
2,1,4,5
1,13,31,12
1,15,20,11
17,31,3,27
17,7,18,8
30,31,7,2
17,21,10,26
27,10,11,15
11,18,15,21
2,11,29,21
27,20,17,18
7,27,10,27
23,2,27,27
13,30,23,22
7,13,29,6
0,9,3,10
29,29,9,15
14,2,17,29
30,18,6,1
3,9,1,22
3,22,14,11
5,14,1,24
25,6,11,5
29,15,17,9
14,8,28,10
9,22,5,6
13,13,18,10
1,7,3,2
30,3,0,29
10,10,25,17
18,12,11,7
6,26,7,6
1,18,22,29
18,19,9,17
23,14,11,27
7,29,10,30
12,5,0,17
31,15,10,25
19,9,5,18
5,15,30,19
22,5,9,21
6,14,26,27
15,26,17,14
17,10,14,29
30,15,18,5
27,13,25,15
12,11,18,2
9,11,13,10
26,6,2,5
14,17,13,26
30,23,17,6
21,10,11,30
0,26,21,6
1,11,30,17
5,30,15,7
21,14,13,7
5,0,18,30
27,28,17,22
10,7,19,13
18,15,30,26
26,11,17,5
21,5,29,9
21,11,14,21
22,16,31,31
26,5,3,28
2,16,8,6
31,25,13,2
8,30,27,24
31,5,5,9
11,24,23,5
5,29,15,25
14,4,3,13
10,2,23,9
25,29,8,21
29,0,18,25
3,30,26,2
19,15,29,11
1,27,25,19
1,31,2,27
11,6,11,17
22,14,18,18
31,11,2,21
27,11,18,11
2,29,28,2
3,7,11,21
9,25,3,23
12,27,1,3
2,2,2,20
8,1,25,13
2,3,1,2
23,15,15,3
14,15,26,1
25,2,9,23
9,7,19,6
31,13,29,2
27,15,21,17
27,21,31,23
6,4,6,23
22,20,14,5
22,9,24,31
27,26,21,7
30,11,10,31
22,3,31,3
30,27,29,26
22,1,10,17
9,3,6,9
11,19,6,8
20,21,30,14
15,9,16,5
14,6,31,19
1,5,6,11
19,17,30,9
6,7,14,31
5,10,9,1
25,27,13,19
5,17,22,21
7,21,10,18
27,19,17,17
21,18,9,27
26,23,16,31
26,19,3,3
17,15,9,2
15,29,3,29
20,13,21,9
4,19,15,13
9,0,9,19
17,13,6,27
16,9,18,13
7,26,7,10
25,22,4,26
17,0,22,31
22,2,25,21
10,29,13,25
7,30,2,17
12,23,19,21
14,26,26,13
2,14,5,12
23,6,10,19
13,9,31,10
30,22,23,11
23,23,25,25
2,23,7,11
22,27,9,13
8,13,25,30
14,30,5,19
27,2,19,31
7,1,9,5
31,14,22,11
3,26,23,28
26,18,23,21
19,7,21,27
13,6,19,10
17,1,15,11
0,6,17,30
29,7,29,22
19,27,11,31
27,7,3,31
26,30,24,18
3,4,31,20
13,21,7,14
1,14,13,17
11,23,19,18
26,15,19,23
30,1,21,2
8,9,31,22
15,27,5,1
2,13,13,27
27,6,21,1
17,24,25,31
22,6,31,16
6,15,15,22
12,3,11,25
30,7,2,26
15,15,10,13
13,5,27,16
26,14,15,30
3,15,6,19
2,25,5,2
26,26,15,31
18,16,6,18
30,6,16,27
3,21,2,30
25,1,1,21
1,19,11,3
21,29,5,31
0,3,29,18
5,21,17,23
7,17,19,14
15,24,17,19
27,4,9,20
11,11,25,3
20,7,29,17
15,19,6,3
22,25,22,10
1,25,21,23
3,25,2,18
10,5,23,19
13,14,14,7
23,26,6,17
13,23,31,7
31,17,11,16
7,25,7,23
9,9,13,3
22,22,9,26
13,29,23,7
30,24,9,30
5,25,30,13
5,11,18,1
0,15,29,10
13,18,16,14
23,30,27,31
3,17,13,15
7,3,23,8
27,18,21,19
6,22,18,31
10,3,27,25
18,9,22,19
16,22,23,10
5,5,6,21
2,7,4,22
30,4,6,29
23,27,14,19
10,1,26,25
29,13,26,29
27,12,6,10
13,22,3,11
19,2,2,19
3,1,7,7
7,9,1,6
