start_x,start_y,goal_x,goal_y
12,13,25,13
6,17,1,16
11,30,25,26
1,2,1,4
12,10,21,26
20,11,29,16
18,8,1,28
18,10,19,22
25,7,12,29
5,23,22,12
11,7,2,17
14,31,14,17
17,23,20,5
3,5,6,11
15,1,26,31
29,22,20,15
28,25,19,16
28,13,22,13
21,8,28,11
25,8,2,31
13,30,7,7
9,20,9,19
28,18,1,30
31,31,29,25
16,15,29,5
28,22,22,11
2,16,18,19
2,15,25,29
9,2,21,28
1,1,1,15
10,5,5,20
6,14,26,5
16,23,28,4
27,8,7,5
4,1,31,16
21,17,1,10
19,15,20,25
25,11,17,15
17,1,10,4
13,5,14,2
31,29,27,23
5,14,25,16
14,11,19,28
31,4,21,7
23,4,16,20
31,12,6,22
30,13,1,24
24,19,9,13
22,21,5,22
27,7,18,2
26,17,2,27
29,31,17,8
28,15,14,14
30,14,16,13
16,22,30,26
30,23,28,23
28,20,9,10
28,17,2,11
17,31,24,29
8,31,10,25
17,16,20,31
7,29,17,17
29,13,6,23
22,24,8,16
7,4,26,22
5,10,29,11
4,10,22,7
22,5,4,30
20,18,7,3
11,29,9,28
9,29,4,18
20,28,10,23
2,14,9,7
24,17,4,8
19,14,13,19
22,14,14,7
22,20,14,30
4,14,1,26
22,26,3,8
1,25,12,11
13,16,2,13
16,1,29,8
8,17,7,14
2,21,27,20
26,29,11,11
14,24,14,4
29,20,23,8
9,16,2,1
11,10,25,20
26,15,9,1
26,13,2,2
30,25,28,26
6,16,13,18
14,22,17,26
5,8,11,18
14,28,31,1
11,20,31,20
11,15,28,28
23,30,21,25
1,12,29,29
5,26,14,19
30,1,14,23
4,21,25,6
25,31,13,20
4,23,16,11
17,10,17,27
2,7,19,31
8,1,16,10
11,16,4,26
11,19,16,28
17,25,1,6
7,24,29,26
5,2,5,11
26,8,22,8
23,3,30,10
12,14,8,13
10,30,4,20
5,5,10,20
3,13,25,5
28,5,5,29
23,17,23,14
7,8,2,29
14,25,12,28
14,13,10,22
31,26,12,2
30,31,26,25
10,14,12,1
12,4,8,8
4,7,15,5
31,21,31,23
17,2,23,28
19,8,10,19
25,15,28,8
23,31,2,20
8,5,1,7
11,2,27,26
29,28,26,9
13,29,26,1
31,25,6,13
13,8,26,20
17,30,29,19
7,22,19,26
17,5,7,25
7,10,25,1
11,23,29,30
1,11,11,22
19,18,4,2
20,1,22,29
23,26,22,17
22,22,17,22
26,4,14,1
26,28,16,19
31,2,19,13
20,4,31,11
1,29,7,31
1,13,23,5
13,21,26,23
16,21,28,10
4,11,25,17
2,3,14,21
2,25,20,2
5,16,29,1
14,26,13,17
23,16,29,14
11,8,29,18
13,7,16,7
22,25,27,22
23,10,11,28
30,22,12,26
13,10,19,9
16,17,11,14
21,31,11,26
18,20,14,16
4,28,17,11
8,19,5,17
5,4,11,4
5,25,2,19
27,1,20,24
4,29,29,10
16,27,20,26
4,31,9,23
7,19,7,13
2,26,20,8
1,17,1,22
9,25,15,16
31,18,14,9
13,13,23,22
31,8,8,4
27,25,15,2
10,7,9,31
15,26,16,29
18,5,24,2
23,7,17,28
1,19,25,9
13,24,25,19
20,29,24,20
8,14,10,8
23,25,2,12
10,6,26,2
9,17,23,12
2,30,28,2
20,22,18,14
3,10,7,28
17,19,18,13
2,28,9,4
8,7,3,20
25,12,11,1
26,11,15,8
4,17,19,29
8,29,19,20
8,26,16,4
23,2,5,7
1,8,14,5
30,2,8,25
26,6,23,1
26,19,26,7
31,28,17,21
15,25,3,14
10,10,5,27
10,1,19,11
17,20,8,22
26,26,18,4
16,2,28,3
13,4,4,13
16,14,16,8
24,1,25,14
26,14,31,7
27,2,25,28
13,1,10,26
18,1,25,10
29,17,13,9
10,31,15,17
10,11,1,31
8,10,2,23
17,4,22,2
23,19,3,4
9,5,11,25
16,16,20,19
2,5,22,30
14,10,5,18
7,26,5,19
11,31,28,31
4,19,1,14
23,13,8,20
8,11,22,31
20,23,23,21
13,22,19,4
10,28,13,14
7,1,29,15
22,19,9,26
20,20,31,6
28,16,8,28
23,29,6,10
5,13,1,23
23,24,25,2
15,31,29,3
26,12,2,4
19,7,2,24
20,10,2,22
5,1,31,14
14,8,1,3
3,19,30,11
28,29,5,30
24,13,7,2
2,10,17,13
5,21,4,4
28,1,5,28
28,30,19,25
31,5,7,23
25,22,1,27
4,22,28,19
16,5,19,5
4,5,7,16
10,15,31,19
13,23,6,8
17,29,13,11
14,20,19,1
1,20,1,5
2,6,7,11
20,9,24,28
31,30,10,2
22,3,13,25
29,23,22,28
9,22,21,16
24,14,31,27
31,22,9,14
3,7,31,10
21,2,25,23
8,3,23,6
20,7,15,7
4,3,26,10
10,17,13,28
17,7,16,30
3,11,10,18
24,16,19,19
8,23,8,2
13,31,18,11
19,17,20,17
20,13,10,29
9,11,21,1
29,4,6,7
31,13,11,17
27,19,25,4
22,23,1,21
22,10,4,16
29,7,22,1
19,2,20,14
16,25,18,31
26,27,4,25
19,24,31,3
7,17,10,13
13,2,29,2
28,14,19,10
2,8,28,7
16,26,21,29
17,14,3,31
10,16,7,20
19,23,25,27
25,25,12,5
14,29,4,27
23,11,13,26
11,5,5,31
22,16,12,25
22,6,14,18
23,23,18,25
31,24,5,3
22,4,11,6
9,8,18,26
16,31,26,16
27,31,11,13
20,16,31,17
8,24,23,20
15,4,18,7
