start_x,start_y,goal_x,goal_y
8,25,26,26
14,31,6,17
13,24,23,8
16,30,3,7
13,14,28,11
17,10,22,17
13,11,3,11
19,14,22,25
26,13,17,26
30,25,30,11
2,12,29,5
5,18,8,4
15,26,15,8
8,23,6,14
31,22,25,8
14,21,16,2
20,17,24,1
25,23,13,17
22,10,8,1
20,22,14,11
28,14,9,29
17,28,10,10
26,31,27,20
8,5,11,2
3,14,15,5
18,10,1,10
18,8,13,18
17,25,24,19
21,26,22,8
26,25,1,19
13,7,7,17
11,28,9,31
20,8,4,21
23,16,16,15
30,22,5,30
7,13,1,20
9,25,29,2
22,13,29,23
22,26,11,6
31,23,9,19
22,24,24,13
6,22,20,1
29,15,12,1
23,1,31,14
14,5,29,25
8,28,1,25
9,8,10,18
30,23,1,3
30,13,1,8
4,29,31,26
4,22,18,4
20,15,21,28
22,21,19,31
23,11,23,5
10,4,28,17
26,15,22,7
2,5,22,20
11,26,11,25
13,8,9,11
4,31,14,30
31,30,22,28
28,25,31,4
5,19,13,23
14,22,28,10
28,18,13,20
10,13,10,16
22,14,25,13
9,4,10,5
10,30,9,7
14,28,14,14
27,1,16,25
8,7,16,4
2,31,14,20
23,19,19,8
26,20,21,17
25,15,5,8
30,14,12,28
27,8,12,5
16,22,9,23
17,14,17,23
24,16,13,1
10,6,10,7
16,13,31,28
2,20,15,17
31,7,2,25
5,17,4,7
29,14,2,13
19,10,26,23
17,4,5,26
4,30,1,12
2,7,1,13
7,14,29,31
25,14,22,19
25,11,23,24
14,7,29,8
29,22,29,7
8,20,20,25
25,16,28,30
16,1,28,20
27,22,23,22
4,13,30,26
27,25,9,20
23,14,17,30
4,26,23,12
3,19,16,7
22,4,23,23
31,16,8,8
20,26,18,14
8,17,8,26
25,1,25,20
22,22,5,29
19,1,31,25
28,15,19,16
18,7,19,24
4,17,6,8
15,31,7,3
11,15,26,12
2,17,7,11
20,4,18,2
4,27,1,23
17,13,6,10
13,16,15,2
1,16,17,29
1,6,14,24
5,22,16,11
10,25,23,2
19,4,23,26
28,5,10,23
4,18,25,19
11,30,19,17
5,28,4,19
19,23,27,23
26,2,20,18
11,29,23,3
7,25,16,5
7,24,18,13
28,16,26,29
1,21,31,2
29,20,14,2
13,19,26,7
7,4,25,12
1,2,16,27
14,4,22,30
13,13,7,29
23,4,8,10
7,2,4,1
19,26,14,19
14,23,29,4
11,4,6,11
23,30,4,10
11,7,7,5
17,15,2,24
31,12,10,28
25,9,14,9
21,7,14,13
8,16,13,30
24,14,21,8
19,11,7,28
30,2,2,6
10,20,3,13
31,13,5,7
29,29,17,7
31,10,12,25
6,7,17,16
12,29,20,2
18,25,31,3
10,1,31,17
20,16,19,7
10,11,14,25
31,24,26,22
23,29,13,31
24,20,11,23
11,31,31,6
20,23,26,6
17,2,10,29
9,5,29,28
13,4,23,25
26,9,2,3
28,7,17,11
14,8,14,26
10,22,1,17
20,31,16,26
7,7,21,2
1,1,31,1
27,2,10,17
9,16,24,29
25,26,23,20
20,19,10,15
26,11,17,31
20,29,22,1
16,31,13,29
29,11,2,8
4,20,30,1
25,5,19,18
20,11,4,5
16,16,21,31
18,31,26,5
19,5,10,26
11,22,5,4
20,9,1,26
31,31,10,8
7,20,16,17
16,28,1,11
27,19,1,24
17,17,3,4
5,11,8,3
22,6,8,24
11,5,11,1
12,2,28,13
1,5,6,23
1,7,23,6
8,11,11,13
17,20,5,14
28,4,5,2
27,31,5,1
15,25,23,7
12,13,11,17
24,28,13,10
28,29,31,19
5,23,28,26
29,30,14,29
5,31,27,7
10,2,29,17
9,26,4,28
4,23,9,17
13,2,8,31
7,23,11,8
2,22,31,18
31,21,22,29
21,25,26,8
13,25,23,13
20,20,28,8
1,30,2,27
17,1,18,26
7,22,2,1
2,2,17,27
5,20,2,4
12,10,10,31
5,10,16,14
16,23,22,11
4,4,19,28
20,5,1,31
19,20,23,10
6,13,2,28
26,19,14,1
26,17,17,22
29,10,25,29
25,6,19,29
1,29,11,10
17,8,25,7
4,2,26,10
25,31,29,26
30,31,18,11
1,4,25,22
23,28,2,23
28,19,7,16
8,19,7,1
17,5,9,1
24,17,16,19
11,16,9,10
5,25,17,21
9,14,11,20
19,13,25,27
5,21,2,15
19,2,8,2
19,19,2,16
14,17,12,14
8,14,2,21
26,16,1,28
9,13,23,31
14,16,18,20
11,18,3,10
17,19,2,30
29,1,28,22
15,4,16,20
22,16,9,22
26,27,13,28
21,1,13,22
16,8,22,31
12,11,28,2
4,14,20,24
31,27,22,12
1,14,1,27
22,23,15,16
9,28,28,1
1,15,19,25
11,19,25,25
5,3,25,4
20,14,31,11
19,15,26,1
2,26,7,31
9,2,20,28
7,26,8,13
21,16,11,14
24,2,4,3
29,3,5,13
25,10,7,10
13,26,28,28
26,4,2,14
29,18,8,29
31,29,15,7
16,29,25,28
20,10,28,3
20,7,12,4
4,25,28,31
1,22,22,5
25,17,14,18
31,5,29,13
10,19,4,16
3,31,16,21
3,8,3,5
23,17,29,19
31,8,16,10
4,8,2,19
13,5,2,11
27,26,19,22
13,21,5,16
19,9,18,1
23,21,31,20
7,19,22,3
28,23,25,2
18,5,20,13
8,22,6,16
22,2,5,5
10,14,2,29
2,10,15,1
7,8,11,11
29,16,26,14
30,10,3,20
21,29,4,11
18,19,5,27
14,10,12,26
13,9,26,28
