start_x,start_y,goal_x,goal_y
2,19,14,31
7,30,4,19
27,26,24,18
7,19,17,0
6,8,9,30
14,19,0,6
31,13,22,12
28,2,10,28
26,21,2,9
7,23,2,5
30,5,6,19
23,24,25,14
15,24,25,25
1,31,22,1
10,14,7,13
21,21,3,17
13,6,27,20
24,31,15,5
19,25,23,23
9,0,29,10
20,11,13,3
3,30,11,14
10,5,31,29
14,21,0,29
31,12,23,13
22,5,31,26
3,18,16,2
3,19,22,3
20,1,21,27
11,3,13,27
19,10,16,31
27,15,11,15
22,20,18,1
25,5,10,17
19,18,25,0
15,9,6,10
18,11,3,0
11,22,22,30
3,28,9,11
29,27,25,27
8,1,26,31
3,29,12,3
7,18,19,11
21,29,23,19
12,27,10,22
30,13,0,15
27,9,13,30
6,21,22,25
15,1,27,7
31,28,1,26
25,30,25,29
17,10,29,6
13,14,23,22
31,23,15,17
0,3,30,24
25,13,2,11
21,22,21,5
17,15,25,21
14,27,2,3
23,10,19,19
6,18,13,5
15,31,26,2
5,23,2,17
27,29,1,6
27,31,9,7
3,21,25,2
17,5,19,31
7,17,5,11
22,16,11,1
9,20,4,5
13,7,14,10
26,26,14,22
3,31,27,1
31,22,13,29
31,7,14,25
16,22,21,1
22,9,30,4
9,22,17,27
19,1,13,13
7,7,6,26
28,6,28,10
17,25,3,11
4,22,1,2
7,25,31,15
25,19,27,4
25,26,5,30
21,19,13,22
26,9,1,17
10,11,7,3
21,0,5,17
9,5,2,29
18,18,18,3
18,16,25,11
15,6,30,17
9,21,27,30
8,6,10,6
18,26,5,9
11,11,26,19
23,26,19,7
31,1,5,1
10,21,21,2
1,9,21,9
2,15,29,21
14,14,6,16
18,27,11,24
19,22,15,7
6,9,31,21
25,7,28,14
1,21,19,27
18,8,22,29
25,8,26,25
7,14,19,3
15,22,17,26
27,14,9,15
9,23,31,8
9,26,1,3
3,15,26,1
13,23,14,23
1,30,31,20
5,19,30,22
25,18,18,9
6,5,3,26
2,13,2,2
25,15,22,13
30,18,11,18
27,21,9,18
29,22,23,11
22,26,7,11
14,15,4,26
6,29,29,1
10,18,19,21
13,0,2,14
18,15,20,17
0,23,30,27
1,15,10,2
29,25,22,23
2,25,31,11
12,5,10,26
21,15,14,17
3,2,21,11
1,25,21,7
19,23,3,9
17,29,27,27
17,31,1,10
27,16,5,31
9,14,6,6
22,7,31,17
30,14,14,9
13,26,9,9
28,18,19,30
26,23,30,6
22,11,21,26
17,23,2,18
5,27,15,21
14,18,12,14
27,12,13,11
15,2,30,9
1,23,5,5
7,26,30,3
30,25,25,9
20,21,29,14
10,31,22,21
3,4,26,7
8,9,9,13
1,27,9,10
11,29,30,23
26,11,3,14
23,30,26,27
3,7,19,14
6,31,25,10
5,0,22,31
19,29,24,3
29,15,23,27
2,30,9,19
5,10,6,11
18,30,25,6
3,3,21,14
5,14,27,24
18,17,13,31
23,25,2,7
21,13,17,6
3,27,23,3
6,14,18,12
27,2,6,30
4,10,14,3
26,6,23,28
16,14,23,21
17,9,17,2
19,17,3,5
6,27,2,6
3,10,2,21
5,21,14,6
15,26,29,11
30,19,26,29
0,26,30,2
22,17,14,1
8,21,18,29
12,11,19,15
23,9,1,13
10,30,7,21
22,18,15,14
22,15,1,24
3,23,11,6
31,16,21,17
5,18,1,29
19,9,7,29
1,7,7,10
29,7,31,27
29,19,22,22
1,18,8,13
5,25,6,23
15,3,8,30
15,29,17,11
21,6,14,2
27,25,16,18
3,13,5,13
23,8,11,9
26,10,30,11
1,1,27,13
26,5,15,30
10,1,29,31
21,10,29,26
17,30,1,14
11,31,23,1
11,17,2,22
24,25,27,6
3,22,23,5
18,10,29,13
18,14,30,1
23,15,28,23
14,30,26,22
13,15,5,12
10,10,29,18
23,6,17,13
12,23,6,2
20,31,19,2
7,31,10,23
13,1,21,25
29,9,17,18
11,23,27,22
19,13,9,25
7,5,22,10
6,25,25,17
17,7,18,21
29,30,28,31
25,31,15,18
7,9,5,2
1,22,11,13
30,29,11,2
9,1,7,27
27,11,2,31
5,29,5,26
27,23,6,3
14,4,23,14
30,15,14,5
21,23,25,22
22,19,18,22
11,27,29,5
14,11,7,6
27,10,2,26
26,30,9,12
27,3,6,15
20,7,15,10
10,29,18,7
31,2,10,19
23,7,17,21
18,31,29,17
13,17,1,19
11,21,18,2
31,9,15,23
6,17,30,30
23,18,27,19
18,5,30,10
31,30,19,5
5,7,26,18
6,7,21,3
13,19,29,3
16,27,10,7
2,27,17,17
15,13,17,14
20,13,26,3
1,5,25,1
31,3,18,13
5,3,13,25
26,13,26,17
11,19,15,15
0,17,19,6
29,23,10,13
11,26,2,20
15,11,31,14
25,23,9,6
9,17,5,22
1,11,26,14
3,25,25,3
29,29,31,19
13,10,17,22
7,2,7,22
22,2,10,3
5,6,9,27
9,3,8,18
15,19,11,10
3,1,31,31
19,26,17,3
11,4,11,16
10,15,22,14
18,6,9,29
2,23,6,22
6,13,10,27
14,7,11,30
31,10,10,25
18,23,6,1
0,9,9,2
30,26,13,9
14,29,17,1
9,31,27,28
26,15,3,6
5,15,30,31
16,5,2,1
11,5,22,6
15,25,13,21
17,19,31,18
15,27,29,0
18,19,31,5
14,26,2,10
31,6,6,4
7,15,21,30
22,27,23,31
20,26,11,25
18,28,21,18
24,9,27,18
23,17,14,8
2,16,7,1
27,17,31,25
10,9,23,2
13,18,16,9
4,30,21,31
23,29,14,13
11,7,17,24
18,25,30,21
13,2,30,7
27,5,29,2
