start_x,start_y,goal_x,goal_y
7,4,12,18
21,18,28,17
11,24,3,27
29,6,2,14
10,11,2,15
23,27,21,17
6,21,24,7
25,15,26,27
29,5,7,5
26,9,18,28
17,18,9,14
10,5,10,27
31,21,13,25
8,4,8,28
7,15,31,1
15,20,21,2
3,29,8,14
18,5,21,6
9,22,25,26
29,26,19,31
8,11,9,24
31,20,3,25
24,6,22,0
7,17,6,3
14,30,29,10
6,31,20,1
18,16,31,12
22,16,30,3
13,30,18,27
18,0,29,31
27,7,13,6
30,30,26,26
2,19,19,25
22,2,17,10
29,27,20,31
5,25,29,21
26,3,28,29
11,22,7,16
14,23,20,29
25,29,10,9
10,28,6,26
3,11,0,23
20,25,18,9
7,20,25,8
16,30,1,2
31,22,24,20
7,8,31,23
5,11,3,22
30,1,3,1
6,28,17,31
17,26,18,14
30,21,7,11
10,10,13,18
14,12,26,2
1,11,16,15
16,28,28,1
23,18,30,7
25,28,25,27
30,2,25,21
18,26,28,13
27,24,2,31
16,13,10,25
30,25,4,30
24,1,19,12
17,6,9,18
14,16,24,25
29,1,13,3
1,0,2,20
28,7,20,9
21,15,18,12
0,13,10,30
21,22,0,25
30,4,0,0
14,13,18,18
10,31,31,24
20,28,25,3
22,27,31,31
12,26,16,29
22,4,30,19
27,2,12,24
11,25,13,13
30,31,9,16
24,30,6,20
24,18,22,8
19,2,0,8
20,6,13,4
24,12,5,28
14,31,17,16
27,27,12,21
24,13,9,20
2,18,21,25
1,19,25,4
3,31,2,30
12,9,16,3
22,31,16,20
12,15,8,30
4,23,16,9
26,29,9,7
31,7,29,12
13,29,21,8
31,30,2,26
27,31,2,2
8,10,24,29
31,3,29,19
4,10,11,3
0,21,17,30
26,16,17,8
15,0,28,11
5,21,3,18
2,5,3,6
2,25,0,15
7,29,8,8
1,8,6,27
22,1,13,9
24,28,4,15
1,12,30,27
1,18,29,2
18,10,12,19
25,22,18,6
2,24,18,7
12,29,27,20
14,28,6,18
19,23,26,28
16,24,5,9
12,6,15,9
9,31,27,3
0,6,16,17
11,19,19,20
20,23,10,23
5,5,28,26
16,5,27,29
21,3,9,12
15,21,6,11
4,12,6,4
5,16,24,31
15,14,28,14
20,8,2,23
16,0,27,16
15,13,15,30
25,11,7,26
5,13,25,10
29,4,5,8
9,19,8,29
21,20,24,0
7,13,16,10
3,9,17,7
29,29,11,4
15,8,4,13
17,14,18,24
7,6,10,8
23,7,15,11
21,31,0,26
29,0,1,6
11,20,23,19
12,0,4,5
15,6,28,20
0,19,14,15
21,29,27,1
8,23,4,21
29,13,6,14
9,10,14,8
5,17,28,6
20,21,3,10
20,3,16,2
23,25,12,2
2,29,0,5
15,26,25,6
9,29,0,3
31,16,26,20
11,14,8,6
13,27,17,23
26,22,22,6
29,23,8,2
14,27,16,21
17,2,10,14
6,25,21,10
11,1,8,20
1,1,27,18
11,21,12,23
1,22,0,20
20,14,5,30
27,12,27,10
26,15,26,11
6,7,1,24
25,19,14,0
15,18,17,27
23,15,30,8
23,6,25,17
28,19,1,27
19,21,30,10
31,14,12,27
11,2,9,2
4,29,2,11
3,3,19,27
25,24,28,0
18,25,21,14
5,23,11,10
20,2,28,12
10,22,11,6
6,23,25,23
1,15,14,9
11,27,24,9
24,26,0,24
8,0,29,11
26,4,2,0
8,13,20,27
25,7,17,5
4,26,14,29
18,2,4,7
27,0,5,15
23,28,23,5
30,20,23,31
7,18,7,25
21,9,27,14
12,31,23,9
11,8,13,5
0,12,5,19
29,24,28,18
26,0,5,22
31,2,11,18
13,2,15,23
19,15,30,24
21,5,31,27
17,20,31,0
8,5,18,1
24,22,17,28
5,26,0,16
22,22,30,15
21,27,17,13
19,5,0,14
6,0,8,1
8,16,6,24
14,22,2,7
13,28,5,1
15,22,2,21
12,17,10,2
18,22,6,10
30,0,2,13
28,5,28,27
16,7,20,10
11,16,7,10
12,8,27,11
26,18,23,12
27,25,7,7
21,16,13,8
17,1,23,10
14,3,28,3
29,16,31,19
3,26,8,25
22,30,11,23
27,22,30,12
30,23,13,1
12,28,0,9
11,17,16,12
14,24,23,13
6,9,15,1
3,0,16,23
7,0,9,11
18,29,9,9
4,18,10,15
12,16,19,8
19,4,18,20
12,13,4,11
8,19,11,31
7,28,31,10
13,31,2,3
3,8,10,1
23,23,13,16
22,24,4,8
2,8,20,7
10,3,22,25
8,3,12,3
29,15,5,31
10,16,25,30
9,15,6,15
29,25,29,14
7,24,15,24
10,13,4,6
3,16,23,1
26,25,5,2
1,10,28,4
19,3,15,2
25,13,4,0
9,23,13,10
27,13,14,20
23,22,21,30
25,5,21,23
1,14,19,19
10,24,14,11
1,21,2,1
24,3,8,31
16,11,11,7
31,11,28,22
4,16,11,13
16,26,15,7
4,3,17,3
20,22,0,7
9,4,27,15
19,26,30,26
3,13,1,29
16,22,19,16
16,14,17,11
15,25,28,10
4,2,8,22
20,18,28,23
12,14,16,6
21,11,5,0
26,31,26,14
13,11,31,15
22,28,4,27
9,27,30,9
29,30,14,7
22,3,24,10
22,26,31,13
20,4,3,21
3,23,17,25
27,19,18,15
20,19,20,12
3,19,9,8
25,31,11,15
16,31,21,4
1,3,14,14
19,24,6,12
0,4,28,16
19,30,3,5
15,3,11,26
11,0,17,17
18,4,12,25
8,18,19,17
0,2,22,29
16,18,7,14
6,17,20,30
10,7,4,4
24,15,1,28
4,20,7,2
30,14,13,24
27,8,23,4
24,14,12,7
9,3,3,17
10,4,23,11
9,0,8,21
3,24,18,8
29,22,17,22
21,28,25,2
9,25,20,24
6,2,5,10
23,3,30,6
1,25,17,12
21,19,0,11
23,30,4,19
9,26,14,6
1,5,14,18
20,20,10,20
9,13,25,14
2,17,16,1
17,21,3,7
15,10,3,12
19,14,31,8
5,4,0,22
14,21,7,19
1,9,0,27
5,6,31,4
28,28,22,15
23,26,16,4
11,12,3,2
7,31,5,24
19,0,5,18
24,11,0,17
24,21,3,15
14,1,15,19
11,9,24,5
28,15,6,13
27,28,19,7
14,26,9,1
4,31,13,26
21,13,3,4
9,28,23,8
13,0,6,29
22,9,27,17
12,4,6,22
4,17,25,9
7,27,22,13
19,11,25,0
20,0,25,18
1,23,26,6
27,26,10,21
24,24,12,1
7,9,1,16
5,12,11,11
22,14,26,30
31,9,17,19
21,12,2,6
16,27,19,13
22,12,20,5
4,24,8,7
26,17,13,21
