start_x,start_y,goal_x,goal_y
2,21,15,30
27,18,26,15
26,6,5,19
6,28,30,15
28,30,18,15
11,8,10,23
26,0,6,3
1,8,20,19
20,20,17,19
14,11,4,23
24,6,4,8
8,3,0,0
13,27,11,17
19,7,21,14
30,12,25,11
22,31,14,24
27,1,9,12
12,29,0,25
27,8,4,6
25,9,31,2
14,21,10,28
15,6,7,15
14,1,22,8
15,9,20,18
5,24,17,22
5,0,28,23
22,9,10,13
25,7,15,19
29,30,8,10
9,2,24,19
16,12,23,11
15,0,27,29
29,11,19,13
23,3,29,25
18,29,10,15
26,11,10,14
28,20,14,7
7,8,31,21
19,10,10,11
26,5,24,24
11,29,0,22
1,22,28,4
30,14,30,1
10,2,18,5
11,9,17,11
27,14,27,16
22,30,16,13
15,13,30,6
11,0,9,13
23,6,8,19
7,6,20,28
22,28,16,28
26,9,3,6
5,10,13,2
29,8,17,31
19,16,11,4
25,0,12,17
5,6,6,22
0,26,21,27
6,23,30,3
3,31,14,29
9,27,27,24
25,19,28,18
13,4,21,31
22,0,31,14
9,14,11,16
0,4,31,7
5,28,2,13
29,16,14,20
2,23,16,1
27,26,3,3
26,26,6,20
12,3,31,23
31,0,15,21
18,7,15,24
0,7,11,22
23,15,15,14
31,22,24,7
7,10,13,18
8,7,5,20
11,14,6,14
21,4,12,8
6,24,22,22
23,13,30,4
31,10,26,29
19,25,30,24
23,12,0,15
9,11,22,24
30,10,26,20
27,20,8,5
12,14,14,12
8,28,5,2
20,24,21,9
3,21,9,1
24,15,25,13
12,5,6,0
16,26,20,27
24,28,5,31
17,28,27,15
7,9,0,19
10,1,1,19
5,8,26,30
13,24,8,14
11,1,18,26
10,27,16,31
25,29,11,23
29,26,23,1
7,19,4,20
26,18,27,0
22,14,11,27
15,2,28,11
15,18,12,24
27,22,17,25
16,9,26,31
23,22,21,29
2,29,6,27
12,18,31,12
6,7,25,4
31,13,24,31
11,6,5,1
29,29,21,3
11,31,29,1
12,13,28,26
17,1,29,9
29,12,9,15
5,22,17,3
2,17,17,20
16,21,3,8
17,21,22,16
9,18,12,7
14,26,10,30
9,7,0,5
4,27,14,19
6,26,12,15
25,8,24,9
18,14,14,18
30,21,14,13
11,3,26,2
7,25,1,2
0,13,17,14
23,26,6,13
16,6,9,9
21,15,3,23
6,4,22,13
16,24,17,5
2,20,22,29
16,22,28,17
9,0,26,14
3,25,23,10
17,12,7,12
20,12,4,18
22,15,5,4
30,7,22,17
6,18,8,18
