start_x,start_y,goal_x,goal_y
27,6,22,2
23,2,30,1
5,5,7,31
29,1,1,13
21,19,6,13
31,18,23,26
27,15,6,4
22,18,19,9
11,3,0,26
15,14,2,31
10,2,13,7
13,19,20,17
4,19,3,23
27,22,31,10
6,5,14,25
14,13,31,17
17,22,25,14
10,29,3,2
14,10,22,23
23,31,1,31
14,1,17,9
6,1,14,5
14,6,2,18
21,13,15,6
16,9,5,1
1,2,28,31
29,11,24,3
20,31,17,6
7,1,19,13
19,6,19,30
15,9,14,30
14,29,5,0
25,2,23,29
22,7,17,2
16,18,14,11
1,10,29,18
25,18,27,30
7,15,21,25
23,21,31,5
30,5,26,22
2,13,30,9
29,22,31,2
9,18,30,30
30,10,10,19
16,2,2,1
10,21,15,13
16,22,19,14
15,18,30,2
20,21,19,27
9,11,17,10
17,11,9,6
3,21,22,14
7,11,15,27
22,13,28,6
31,16,22,6
7,2,29,13
19,17,23,14
25,5,15,5
6,26,3,13
12,27,31,14
13,0,29,0
8,9,10,1
9,29,11,14
16,5,26,30
13,14,19,25
10,27,23,22
25,22,27,10
26,2,30,25
26,19,2,29
10,25,31,3
3,15,21,5
27,20,22,16
2,14,29,25
14,26,9,1
29,14,30,19
27,18,21,29
9,15,19,26
23,9,5,27
2,10,23,27
11,18,1,24
14,23,6,25
2,22,11,19
18,28,26,7
26,13,19,23
24,9,28,23
17,29,30,13
3,6,1,11
26,21,29,30
21,10,27,9
30,26,9,17
18,26,31,27
10,31,2,25
30,24,7,21
26,10,22,15
21,21,27,31
12,11,11,23
7,13,6,23
12,14,23,13
24,18,2,17
25,15,26,9
5,23,7,22
28,14,7,7
21,2,13,17
8,21,11,22
14,22,30,14
17,1,23,30
11,29,25,0
3,27,3,31
12,3,26,1
18,21,3,29
3,10,12,23
13,2,21,26
31,9,11,7
29,19,11,24
11,4,2,3
17,3,10,14
30,31,10,11
13,26,14,4
18,19,6,17
19,2,5,26
14,14,19,22
9,12,19,19
21,18,1,25
11,13,7,29
26,26,27,28
17,25,26,31
5,19,31,31
15,30,0,6
26,11,11,2
16,31,1,18
5,2,3,28
20,1,7,3
30,27,1,21
13,31,30,15
2,9,25,9
3,5,26,29
2,26,18,3
10,17,18,5
25,10,3,25
31,26,26,23
15,26,13,29
6,16,18,22
3,19,8,30
28,18,0,9
27,19,2,23
25,30,17,31
10,26,26,27
9,25,25,3
29,7,31,23
6,2,7,30
13,22,7,9
9,0,10,22
13,11,18,7
26,6,30,11
15,21,18,9
29,15,31,12
27,26,22,21
9,26,23,23
3,30,27,11
7,27,13,3
1,17,22,3
29,21,15,2
1,5,3,14
5,25,14,27
22,11,31,29
19,7,6,9
18,8,29,3
17,27,21,3
15,17,9,9
29,26,19,1
11,15,27,17
19,21,2,7
25,1,10,18
21,9,17,15
17,5,26,18
1,15,9,19
7,26,14,15
21,7,9,31
5,31,5,11
17,7,26,15
1,29,13,15
12,5,28,2
5,17,14,8
10,5,31,7
18,6,6,29
23,6,13,10
17,17,0,3
11,16,15,11
17,14,11,30
9,13,6,3
6,11,24,31
10,9,1,9
3,0,31,11
0,17,31,30
3,18,13,1
15,15,3,11
15,22,23,24
13,5,17,13
2,16,1,26
1,1,30,22
18,17,23,15
6,8,6,10
17,18,3,22
17,21,18,13
17,19,15,3
22,10,6,30
31,8,15,1
7,10,7,17
14,19,23,10
6,22,9,10
27,21,31,28
29,2,23,5
10,6,4,26
13,23,29,9
2,20,18,1
18,18,4,30
3,7,22,30
29,23,19,11
2,30,27,23
8,1,6,21
5,10,14,31
11,25,25,11
18,12,27,27
1,3,22,20
8,18,1,14
29,31,10,10
7,19,1,22
5,13,5,21
16,27,15,23
8,13,7,5
5,22,18,15
28,10,31,19
1,19,0,15
21,27,27,16
18,10,14,18
6,6,14,2
9,14,1,7
20,11,21,0
25,13,25,6
18,2,31,21
23,8,21,6
9,27,4,10
9,22,16,14
17,26,9,23
9,20,11,5
27,14,22,1
7,23,10,28
3,9,14,21
10,13,30,17
11,27,2,5
21,23,3,1
25,31,11,6
13,13,5,6
31,22,22,22
18,25,6,7
18,31,21,22
30,18,18,29
2,11,22,9
25,23,31,1
29,17,20,13
30,6,2,15
6,27,11,1
29,29,6,14
27,1,23,1
21,31,22,27
14,9,15,29
27,2,8,6
11,26,31,20
19,18,17,30
2,6,9,5
30,4,30,23
11,31,13,21
5,15,10,7
1,6,6,15
13,30,23,28
1,23,11,10
2,19,15,25
27,4,9,7
30,29,9,2
23,19,21,1
26,5,27,29
11,21,24,25
10,15,19,31
21,17,31,13
22,26,22,31
23,7,11,11
14,3,30,21
27,3,27,25
31,6,6,19
13,18,10,3
7,6,25,8
9,3,2,21
22,29,27,13
7,18,19,3
15,31,29,10
18,16,0,23
25,21,2,2
5,3,26,25
21,30,17,24
26,17,27,7
22,5,3,17
19,15,10,23
7,25,10,30
4,5,25,17
20,26,17,23
18,23,15,24
25,27,3,26
18,27,3,4
13,9,15,10
22,17,19,10
13,25,19,5
6,18,5,12
21,14,5,9
29,27,15,19
27,5,23,25
26,14,30,7
22,12,30,3
23,18,5,7
4,22,25,19
23,3,5,29
26,3,25,25
1,27,22,19
9,30,18,11
11,9,3,3
13,27,29,5
27,24,22,25
0,29,14,17
29,6,18,14
23,17,27,12
23,11,21,15
31,15,17,0
13,6,5,14
5,30,31,25
20,7,14,7
2,27,5,18
7,14,6,31
18,30,19,29
25,26,1,30
15,7,11,17
25,29,25,7
21,11,9,21
