start_x,start_y,goal_x,goal_y
4,16,3,13
2,20,13,16
14,5,31,17
9,10,28,22
31,16,12,1
16,8,13,24
31,30,22,29
13,22,11,19
13,1,22,10
24,28,13,7
24,16,4,8
19,24,14,30
29,18,3,7
23,17,29,20
2,8,1,3
26,20,21,17
28,14,2,13
2,11,9,26
23,21,31,20
12,14,7,11
7,22,2,1
20,9,9,11
5,20,2,4
8,16,13,30
4,14,17,28
4,1,20,28
11,28,25,12
21,25,23,13
16,26,3,4
12,29,21,2
25,31,29,26
31,12,10,28
30,23,4,2
11,15,23,10
12,2,10,8
11,20,8,7
18,2,1,13
20,25,31,8
18,19,16,29
7,20,15,17
2,6,10,31
8,22,5,16
17,19,18,26
8,19,25,19
20,1,19,13
5,22,18,10
20,7,16,28
8,2,8,3
6,10,1,8
14,17,18,20
29,17,23,24
18,11,22,17
14,18,11,14
24,17,16,19
10,30,11,22
31,31,8,4
16,7,29,8
18,8,23,11
9,5,8,1
5,28,16,10
8,24,12,13
22,4,23,23
19,19,9,14
4,26,22,7
10,14,16,13
20,23,27,7
22,21,19,31
13,10,26,14
2,7,4,31
10,19,5,7
20,13,14,20
25,4,4,29
20,26,25,1
6,13,15,26
1,30,11,23
14,14,29,2
19,16,4,19
17,1,3,5
10,25,23,2
19,8,29,13
20,2,19,14
7,19,22,3
31,7,30,2
27,31,2,2
16,30,17,2
10,20,14,1
25,26,23,20
22,14,29,23
9,1,28,5
31,22,29,14
25,5,19,18
15,8,29,3
4,5,29,15
10,6,12,10
19,26,11,10
30,31,14,10
19,4,13,5
24,20,10,23
30,10,3,20
23,1,31,14
5,8,2,19
16,5,23,26
22,26,7,2
26,10,16,1
29,10,26,8
25,10,4,28
22,22,19,22
26,25,1,19
14,31,5,17
5,10,16,15
8,26,8,13
21,8,7,5
2,24,26,26
5,25,25,8
16,27,31,11
29,19,8,8
5,23,28,26
2,27,26,7
8,20,10,5
1,15,1,20
2,29,17,8
31,13,11,8
10,4,6,7
11,13,10,17
3,19,18,7
16,22,22,19
14,25,8,10
22,2,5,3
27,2,11,26
13,8,26,28
28,7,19,11
31,21,23,30
31,29,17,7
26,4,5,18
31,24,26,22
20,31,9,25
22,8,4,21
30,1,7,24
28,4,5,13
2,16,4,17
19,17,25,17
24,29,27,1
16,11,17,21
17,16,29,5
11,18,9,20
16,2,25,28
5,29,26,6
1,11,20,11
11,6,20,4
11,11,14,24
19,5,31,25
28,19,9,7
7,13,19,15
15,7,6,17
17,17,31,28
17,25,25,27
5,21,7,14
20,19,10,15
20,15,2,12
28,25,4,10
22,11,24,2
25,6,28,15
1,24,9,8
8,23,6,14
29,11,18,1
22,24,25,13
11,31,6,16
24,13,23,7
13,13,25,14
17,11,2,10
27,25,2,14
14,28,10,16
26,13,17,30
11,4,29,25
11,17,19,28
5,11,10,7
14,8,25,20
5,19,14,26
24,14,18,14
1,22,24,1
8,14,2,21
10,18,25,25
28,1,1,12
13,14,28,11
11,5,28,16
30,13,19,1
30,14,12,28
26,31,11,30
1,5,10,29
19,9,26,23
9,19,5,30
20,20,28,8
2,5,2,31
25,9,5,2
7,17,31,5
18,5,22,20
7,29,16,17
9,29,20,24
26,15,15,25
29,22,29,7
27,8,8,5
20,29,7,10
7,7,15,1
21,28,7,25
15,2,23,28
12,25,23,14
13,4,1,2
4,30,16,14
4,22,15,5
1,7,1,28
14,9,1,27
9,2,26,12
26,1,11,16
7,28,31,4
4,25,25,16
13,9,2,3
28,29,31,19
18,31,26,5
3,14,12,4
4,23,9,16
2,15,29,31
8,17,7,26
7,3,13,2
28,18,16,21
20,8,13,19
17,10,29,1
7,31,17,31
8,29,14,19
26,19,3,8
1,25,29,4
11,1,23,25
9,4,29,28
2,25,20,16
15,31,11,7
27,22,23,22
26,27,13,28
1,21,31,2
20,14,23,29
6,22,21,1
10,13,14,13
5,5,27,26
4,20,6,11
3,31,19,10
25,11,22,13
5,27,23,8
1,4,25,22
20,22,31,26
21,29,22,1
31,6,17,5
22,12,9,31
25,23,13,18
16,4,10,26
7,23,7,4
9,13,5,26
2,22,31,18
20,10,20,18
26,9,27,20
29,16,3,11
20,17,28,31
10,1,7,16
8,11,5,1
15,16,28,20
30,22,19,23
7,1,6,8
14,23,28,10
23,31,13,31
14,2,16,25
19,25,14,21
21,16,2,17
22,23,14,16
14,22,1,6
1,1,31,1
22,16,9,22
25,15,26,16
30,25,30,11
12,11,9,17
20,5,13,23
31,10,11,25
27,19,28,3
17,13,14,11
1,14,13,25
15,4,17,27
28,23,14,7
4,7,19,29
16,31,13,29
22,31,13,21
18,25,13,26
26,17,9,23
2,28,26,2
29,30,14,29
22,28,31,3
8,28,28,30
10,11,1,17
16,23,26,29
17,26,22,25
31,27,23,12
17,23,17,22
11,2,1,10
4,27,25,29
17,15,26,11
25,2,5,4
2,23,17,14
2,26,1,26
1,31,4,11
1,29,23,6
19,20,8,31
23,4,10,10
5,31,27,23
14,4,28,17
12,26,28,28
18,13,24,19
10,22,4,3
31,23,4,18
12,5,16,20
23,16,2,30
1,16,22,30
23,19,21,7
19,2,23,5
13,20,25,7
4,13,30,26
9,28,10,2
11,29,23,3
13,17,17,4
17,29,8,25
18,4,6,23
22,5,1,23
29,29,19,7
3,10,28,13
28,2,4,4
7,8,21,26
13,11,16,16
17,20,5,14
21,31,22,6
