start_x,start_y,goal_x,goal_y
29,8,13,18
9,28,0,9
21,3,19,27
4,27,14,0
13,11,24,5
23,5,13,2
14,31,6,17
14,17,12,26
27,14,0,14
6,21,18,8
3,8,0,22
19,30,18,6
27,7,20,2
10,23,21,17
10,9,3,12
22,13,5,23
9,24,4,8
25,12,28,6
2,0,3,10
29,1,5,22
19,14,14,14
24,6,10,7
23,31,22,26
29,30,15,10
22,4,23,6
21,28,4,16
2,14,3,11
10,15,21,16
9,25,25,22
31,30,17,30
6,10,19,21
26,31,8,20
17,2,13,29
13,20,6,29
8,28,19,19
25,3,29,15
2,23,12,1
29,9,31,21
22,3,14,11
10,27,10,20
5,31,26,5
17,13,8,14
23,1,23,25
3,13,2,20
12,2,30,8
14,6,26,17
15,26,17,12
12,21,27,0
0,11,12,5
4,4,31,3
0,26,31,4
0,24,28,7
16,13,17,6
13,26,5,1
11,23,3,15
8,30,16,21
28,29,20,25
13,16,3,24
2,29,28,14
7,29,18,4
31,31,4,15
2,6,26,18
16,7,28,17
26,28,26,25
2,8,19,17
22,1,24,26
26,30,16,18
25,13,11,1
4,18,4,20
19,31,14,7
10,2,16,1
1,9,20,7
20,27,20,8
8,3,27,11
27,25,6,27
11,29,19,5
5,5,26,6
4,31,10,28
13,3,2,18
14,9,29,21
18,29,18,28
9,26,1,3
20,5,2,5
9,15,0,0
15,8,18,18
3,4,30,7
15,14,5,11
11,11,12,25
12,29,0,2
22,31,24,7
22,22,16,9
26,14,30,15
28,30,25,24
18,2,25,15
20,12,14,26
6,0,24,11
28,10,16,15
0,13,20,9
27,16,10,30
14,12,19,16
13,30,19,23
4,0,3,31
29,26,31,19
6,15,16,5
18,7,19,7
28,8,20,1
5,26,14,15
29,11,30,3
16,2,22,29
16,16,16,6
26,0,9,18
1,6,24,9
23,19,5,28
26,29,1,23
28,3,27,22
29,16,6,3
12,14,18,20
30,24,30,21
21,29,17,8
16,27,21,30
10,22,4,10
6,7,4,23
8,13,21,11
9,31,13,9
6,12,31,24
23,22,25,29
22,24,24,29
26,22,0,15
17,16,26,26
9,16,14,30
27,3,16,23
20,22,23,15
15,19,5,16
25,19,2,21
31,15,26,27
11,31,15,1
20,3,9,22
3,18,20,0
10,21,13,21
21,12,3,1
1,14,10,24
27,2,9,2
8,7,25,8
30,20,12,3
24,24,3,27
20,31,25,11
5,13,0,21
18,26,5,19
8,18,28,15
16,26,6,20
9,4,12,27
12,9,10,10
7,9,28,23
22,15,23,11
22,17,13,28
21,2,4,19
0,3,7,4
16,10,29,10
8,29,2,26
8,16,13,31
30,9,3,17
18,14,29,22
12,31,10,3
23,8,28,4
7,7,29,25
8,25,4,5
25,2,16,0
1,8,24,31
9,1,13,0
6,4,17,28
17,21,2,11
20,29,24,27
18,9,1,16
13,25,0,20
5,21,25,27
3,29,6,26
0,16,10,1
10,8,11,17
6,25,11,4
5,2,0,12
5,20,30,6
4,25,11,21
4,24,27,18
13,8,13,13
19,12,11,14
17,5,8,8
11,10,16,28
9,19,22,8
21,18,24,19
26,11,2,1
6,31,6,14
19,11,12,7
1,24,2,28
7,16,27,1
26,9,15,25
19,8,29,5
28,20,2,15
1,19,23,13
31,13,22,14
0,7,3,3
16,20,4,17
29,13,26,2
7,31,10,11
6,13,9,23
30,12,15,0
20,20,20,23
1,10,3,26
31,7,29,24
12,13,1,11
14,19,1,15
8,19,14,18
10,31,17,7
14,25,11,18
4,29,24,0
31,12,1,18
31,8,23,28
16,31,30,26
24,3,4,11
16,11,5,0
9,12,25,9
4,12,15,24
22,25,6,23
14,1,28,22
17,10,12,0
15,7,22,9
7,5,11,8
19,10,5,6
0,5,5,15
23,23,28,0
22,16,24,10
9,27,3,6
24,22,28,26
29,27,9,9
31,22,23,7
15,23,9,3
17,26,7,28
21,25,5,10
21,27,28,19
11,13,0,25
8,11,22,27
12,19,0,19
19,0,11,0
9,7,18,10
30,1,8,23
16,22,21,15
22,28,2,30
19,3,18,1
26,16,24,25
3,22,11,2
7,17,25,0
2,25,20,18
10,14,17,17
15,18,29,23
7,27,5,12
16,30,4,3
27,15,25,26
25,6,30,4
5,25,22,12
11,9,3,5
3,21,25,17
14,23,22,2
15,11,31,9
21,8,18,25
3,23,7,19
16,3,3,2
1,22,5,8
25,5,15,13
31,14,24,30
21,22,11,22
4,30,25,23
16,4,2,3
19,26,12,16
7,11,27,20
10,5,13,1
24,14,11,16
27,31,1,2
28,5,9,8
19,25,28,18
3,0,12,23
8,5,16,17
13,10,27,29
10,25,0,8
17,23,4,21
10,13,22,30
31,20,30,27
29,0,9,13
