start_x,start_y,goal_x,goal_y
6,7,1,23
23,11,3,24
15,1,2,0
29,15,14,24
5,19,0,26
15,20,15,19
10,9,22,9
12,7,10,25
26,6,9,24
1,12,17,1
17,22,5,12
4,16,19,11
22,1,4,18
0,8,23,12
6,28,30,23
25,12,18,26
13,1,10,2
3,13,17,8
6,12,17,6
21,8,5,31
0,14,24,20
8,31,16,14
20,9,25,10
9,10,2,31
22,16,7,7
20,2,19,27
19,16,0,5
13,5,9,13
19,0,19,30
25,28,1,29
31,0,25,27
1,10,12,5
9,23,3,15
16,5,8,14
24,3,29,16
7,26,31,10
18,4,14,17
11,26,6,31
31,16,8,25
26,5,7,18
22,24,5,2
0,24,22,28
23,22,13,28
31,23,27,1
8,9,17,30
27,17,17,19
7,14,28,17
9,26,11,22
17,2,8,8
23,6,29,5
25,11,8,3
18,16,4,10
2,21,6,20
29,6,15,18
20,27,26,20
7,10,17,16
23,27,13,16
12,31,16,1
4,5,28,16
7,15,18,6
3,10,26,1
5,13,29,25
9,25,20,23
14,27,28,27
4,8,9,27
3,11,22,12
21,31,21,30
13,2,24,10
12,14,27,7
22,27,14,1
17,7,20,3
2,11,7,13
13,7,20,0
27,10,2,1
20,28,6,24
15,9,27,29
14,18,11,17
7,19,23,9
28,20,26,27
2,8,29,24
27,28,8,28
19,7,25,18
6,3,12,18
8,0,31,11
24,19,16,20
27,20,1,15
3,27,28,23
10,8,19,25
27,16,23,8
17,27,10,10
13,4,4,7
9,14,11,4
8,1,14,26
5,20,30,31
7,9,22,22
28,12,26,16
6,15,14,22
23,3,9,18
31,21,21,29
25,4,28,8
4,0,6,22
8,22,18,25
22,0,29,12
12,4,21,13
4,29,30,9
5,10,5,0
4,6,1,9
17,5,12,15
28,10,11,6
19,3,1,25
12,19,28,26
4,24,7,17
20,22,28,19
30,25,16,7
25,23,22,2
30,8,5,21
20,29,14,30
2,13,5,23
16,28,6,23
15,10,27,11
19,12,4,30
19,14,29,27
7,16,1,3
10,14,6,13
25,6,12,0
1,19,18,0
23,13,2,19
3,0,3,7
15,13,2,24
27,13,5,16
17,13,26,31
10,24,5,17
4,11,26,30
7,25,31,14
2,6,2,20
3,6,31,7
10,21,18,20
30,0,19,20
21,18,24,25
4,13,22,8
16,31,5,4
24,1,4,17
25,21,11,31
29,22,25,13
29,13,18,7
12,16,19,24
1,5,31,24
25,15,10,23
10,16,1,22
3,29,20,18
14,28,24,31
24,7,25,3
6,10,13,27
28,28,5,30
24,6,21,22
8,24,2,5
4,31,22,17
5,25,19,4
5,1,0,6
1,0,30,27
18,9,7,2
9,12,13,6
30,4,11,12
8,7,22,29
19,13,8,6
0,11,24,9
15,0,24,5
23,4,28,29
12,24,0,3
18,2,13,3
8,30,21,27
11,16,30,1
6,9,22,4
15,25,0,25
16,12,25,8
8,21,15,3
9,20,20,10
28,5,6,2
9,19,4,19
30,14,23,7
27,14,24,18
16,6,4,12
14,19,13,13
17,21,20,30
4,25,11,8
25,2,28,6
14,3,24,0
11,2,31,12
15,14,20,12
28,15,21,17
26,11,27,31
3,18,31,2
20,4,26,26
12,3,14,14
9,29,3,16
25,5,17,31
10,5,4,15
10,3,10,30
15,6,7,20
27,26,11,29
0,19,23,23
9,11,19,19
20,6,28,14
15,7,0,7
2,17,16,22
16,2,20,19
27,24,24,24
10,7,11,15
5,28,26,17
21,2,21,5
9,3,5,18
30,24,3,12
8,4,1,8
30,20,11,9
20,14,14,7
13,26,18,18
21,19,18,10
9,2,21,6
13,8,7,29
11,24,9,28
9,16,18,15
29,11,22,6
19,2,16,3
15,23,25,30
29,31,9,1
2,30,14,11
6,11,18,14
26,29,7,12
30,26,12,27
31,20,16,15
25,24,23,31
16,26,22,3
8,29,11,23
13,0,6,18
23,25,19,26
26,2,27,22
31,13,12,21
19,17,11,19
20,25,24,26
2,26,8,11
1,1,21,11
25,26,13,20
19,8,16,29
8,19,4,4
26,18,26,4
30,10,14,29
8,10,14,31
28,0,11,18
24,22,13,31
9,4,9,9
11,20,21,4
18,28,22,25
18,24,29,4
10,31,2,7
11,11,16,27
15,8,6,29
28,11,7,8
13,11,31,19
10,20,12,1
29,10,4,26
11,7,23,18
18,27,25,0
24,11,13,9
16,24,12,13
10,27,20,31
29,2,20,24
23,10,3,19
25,19,11,14
16,17,3,1
2,28,1,2
5,6,1,16
28,22,13,29
7,6,24,27
21,9,20,8
20,21,26,14
21,15,12,28
14,6,2,3
29,0,18,22
12,6,1,28
17,23,16,10
31,3,16,21
12,26,0,20
29,9,14,12
13,21,8,20
4,21,28,13
2,18,30,2
30,30,16,4
12,8,0,17
2,14,5,9
31,15,26,22
0,21,31,30
19,5,20,7
22,26,27,18
25,29,1,6
13,24,27,27
30,3,11,21
31,4,21,12
13,10,15,21
7,27,29,26
26,15,1,27
22,31,21,10
12,9,31,8
31,31,17,26
10,1,10,28
25,17,26,3
5,11,14,20
18,1,6,21
16,13,8,18
0,12,18,5
19,31,4,27
12,2,11,13
26,25,27,8
29,29,3,8
24,30,24,13
24,14,4,2
30,15,20,1
14,8,16,0
9,0,27,25
5,24,0,9
30,6,4,3
12,29,31,9
18,12,28,18
4,23,26,28
10,11,23,15
6,0,3,2
27,15,22,15
