start_y,start_x,goal_y,goal_x
13,10,11,13
7,17,26,17
1,1,11,29
11,6,1,31
3,31,13,24
5,31,20,15
7,23,11,28
22,3,3,20
26,28,30,10
4,16,13,28
26,27,17,28
31,17,7,10
11,26,11,22
31,12,19,10
13,11,9,11
16,22,16,4
21,25,17,16
30,31,17,30
8,24,16,8
20,14,31,25
12,26,17,25
22,11,31,18
17,31,28,23
31,22,11,1
8,25,13,4
1,19,23,5
29,11,18,1
29,10,16,21
30,1,19,9
26,4,23,24
18,13,19,5
11,31,14,14
20,31,14,30
28,1,25,17
9,5,26,5
15,1,28,29
23,25,25,31
13,25,13,26
20,16,2,31
16,25,13,20
28,15,17,19
19,1,20,11
1,14,21,31
31,30,19,14
6,11,4,7
18,5,13,31
24,17,7,31
2,3,1,21
17,22,22,5
5,30,10,30
20,25,11,15
7,28,31,10
4,26,10,6
7,19,7,24
2,11,7,5
13,5,16,7
16,31,12,28
15,26,11,25
12,5,18,25
20,9,22,13
16,20,17,1
9,26,27,31
17,14,10,4
20,19,27,1
24,2,24,13
31,21,17,17
10,31,10,26
7,11,5,26
17,20,2,28
17,26,25,2
21,29,4,25
21,8,5,18
23,17,4,19
10,23,16,2
14,29,28,3
26,26,10,20
31,5,2,27
16,10,1,29
25,4,21,16
19,11,22,12
2,13,16,5
11,2,8,19
2,16,4,18
11,14,23,19
22,8,23,12
21,7,18,26
10,5,28,28
19,8,29,19
19,4,16,14
9,8,10,25
5,5,14,24
9,28,5,27
4,13,23,26
21,2,22,4
17,4,20,5
23,16,1,16
25,8,8,14
10,16,28,16
20,8,5,3
30,13,2,26
2,5,27,2
17,23,28,5
9,2,13,30
18,4,5,10
25,23,8,5
14,22,11,23
4,1,8,8
25,28,29,7
5,2,4,17
7,14,19,26
2,6,22,14
6,8,25,15
14,16,28,4
20,7,2,24
2,20,26,14
31,14,3,19
27,8,4,27
6,14,28,13
14,18,29,18
6,17,20,4
6,23,29,4
10,28,30,25
30,11,25,19
20,2,9,29
22,30,20,20
5,13,20,18
25,6,19,24
15,7,31,28
13,17,17,11
26,15,8,4
20,28,2,22
5,7,20,26
3,5,2,19
18,8,14,23
19,20,29,13
24,29,14,4
3,10,8,28
4,3,25,5
13,23,22,17
17,10,28,18
14,21,16,16
3,7,13,14
26,7,2,4
2,10,9,17
23,1,2,7
14,8,17,7
15,25,2,1
2,23,25,12
28,31,23,4
26,22,26,11
8,31,1,24
8,16,11,11
11,30,23,30
28,2,16,17
26,31,1,15
5,25,10,18
29,15,5,23
2,8,7,8
11,16,13,29
28,26,14,20
17,27,28,14
6,13,16,19
5,4,12,2
25,26,15,31
5,29,10,13
5,17,7,3
16,15,23,14
13,7,6,22
2,21,28,30
22,23,21,17
29,23,10,17
9,7,31,29
3,14,23,23
10,10,6,10
8,10,2,2
5,1,19,7
12,1,29,8
2,12,26,2
28,22,24,14
14,25,16,1
12,13,17,29
23,7,4,29
27,20,23,22
22,2,29,31
9,20,19,23
22,29,7,26
1,22,23,28
1,8,10,11
10,22,4,4
13,2,8,20
14,28,30,14
4,22,31,11
27,25,31,6
5,14,26,8
9,14,7,20
25,9,8,2
22,24,12,4
23,11,9,10
27,7,5,28
26,20,1,30
18,11,21,28
14,5,15,5
19,16,1,3
7,29,2,29
17,5,21,1
1,12,1,5
9,25,19,29
28,11,7,25
19,18,24,16
14,13,19,17
12,10,31,16
25,20,31,13
22,6,29,28
14,2,23,6
26,29,13,22
25,25,1,13
18,2,16,28
19,2,20,24
4,20,1,25
26,1,20,1
5,11,10,8
1,20,24,20
14,9,10,29
2,17,28,25
23,21,22,19
15,17,8,23
8,26,13,1
25,10,29,17
31,19,18,19
13,18,29,29
25,13,14,17
3,8,8,1
14,10,31,8
26,13,7,2
31,26,16,11
13,8,17,2
31,3,13,13
28,7,25,1
9,22,31,20
18,20,10,14
3,11,31,2
4,10,14,11
29,25,4,2
28,17,23,2
23,29,29,14
24,28,27,23
9,1,5,16
28,10,26,12
31,7,1,26
8,13,29,16
4,30,3,4
23,3,31,27
28,20,19,31
8,7,23,20
29,3,13,19
15,16,4,8
16,30,13,16
27,26,16,23
7,22,10,1
1,17,4,21
19,19,9,13
22,25,31,4
2,30,16,27
29,1,1,10
30,26,11,18
15,2,12,11
19,28,5,22
25,16,18,31
9,23,8,22
26,10,6,7
25,7,17,8
22,16,20,29
26,9,20,10
31,31,22,1
22,20,14,31
14,26,9,19
1,27,3,13
25,27,26,23
18,7,4,11
30,2,10,15
14,7,19,15
2,15,28,8
26,19,11,4
2,14,12,14
4,31,5,20
19,13,11,19
4,23,28,19
13,21,16,13
19,25,22,10
20,23,25,14
14,19,8,3
23,10,22,31
14,1,9,4
1,23,1,28
20,17,30,23
11,7,13,9
29,22,24,19
18,14,20,13
7,13,8,17
20,22,15,8
4,5,16,26
11,17,4,28
25,11,2,25
31,24,17,13
5,21,1,6
25,29,29,20
19,22,1,11
5,19,22,26
11,5,21,26
17,21,10,19
11,10,8,29
4,14,26,16
16,29,26,25
5,8,31,1
30,22,23,13
17,15,27,22
7,4,29,2
22,7,23,8
22,28,7,1
22,21,7,7
1,2,1,4
9,16,18,10
26,6,11,8
9,31,23,31
29,5,7,16
10,7,29,30
10,2,11,20
15,4,27,19
8,11,12,25
6,16,29,26
12,29,31,23
22,22,24,1
25,22,1,7
