start_y,start_x,goal_y,goal_x
5,16,31,24
21,29,24,22
27,1,28,23
20,14,16,28
29,25,7,18
25,8,5,8
23,30,12,28
20,23,25,28
15,9,17,11
11,7,0,3
12,18,28,14
30,30,17,20
22,22,31,23
3,27,24,0
27,26,7,25
0,9,29,4
6,14,18,8
24,20,28,17
6,15,3,24
17,19,11,21
18,7,8,28
4,15,7,10
9,10,19,10
0,27,26,6
27,27,25,19
31,27,31,4
13,0,19,23
13,20,14,25
21,20,23,22
3,18,23,9
26,28,23,15
16,13,25,2
4,27,8,23
8,11,30,15
31,1,13,9
31,22,0,23
15,13,19,11
7,26,14,24
25,24,13,26
8,21,28,27
21,3,6,2
10,30,12,26
0,7,23,23
30,12,3,22
28,4,16,26
25,4,17,26
18,24,28,7
26,22,10,25
23,7,30,2
24,30,16,11
24,27,13,4
1,8,11,14
28,0,25,13
20,2,21,25
16,14,27,17
2,1,20,21
5,25,31,7
25,5,17,30
26,25,27,10
0,8,21,28
11,19,1,18
13,25,25,9
17,23,22,12
17,21,14,9
31,19,20,5
2,2,11,26
6,4,23,8
5,24,29,10
8,30,14,28
4,0,20,25
24,19,14,30
2,15,23,28
17,2,3,2
1,19,8,14
16,23,24,15
20,10,30,8
12,15,14,7
31,9,27,22
3,11,4,19
12,31,27,3
15,3,2,13
3,13,19,17
11,2,14,12
18,0,17,31
14,27,25,0
5,22,22,24
13,24,29,16
7,7,10,22
15,24,17,6
21,13,23,31
2,30,2,20
19,24,29,11
27,20,2,3
7,13,16,17
29,21,24,6
6,21,1,22
7,20,27,25
10,20,5,31
1,28,14,17
7,19,2,21
31,8,11,31
25,30,8,5
31,30,26,27
8,1,9,28
22,17,20,8
10,31,4,4
20,7,11,22
16,0,4,26
20,19,29,31
18,27,31,12
1,6,2,24
4,30,28,16
17,10,3,21
17,16,30,6
11,27,26,4
3,3,18,12
5,17,9,4
22,6,0,0
23,27,3,7
29,26,12,4
11,6,8,6
17,12,11,17
13,28,5,6
29,19,17,3
22,15,31,3
14,13,7,24
15,0,29,0
12,13,9,2
28,18,3,17
25,15,27,8
16,29,11,20
21,10,8,22
12,27,11,8
28,29,24,11
5,4,1,15
24,21,0,12
24,13,24,5
26,16,4,29
5,9,7,5
29,8,3,0
0,26,31,10
14,1,12,1
27,24,27,15
15,30,12,21
25,3,23,19
15,10,6,20
0,16,19,0
28,8,6,10
8,24,20,20
27,18,15,1
4,5,16,3
0,25,12,14
30,25,21,9
10,9,16,30
23,13,16,15
0,2,16,22
19,21,6,23
17,7,16,4
8,0,1,14
3,4,2,6
29,2,18,2
27,11,27,19
19,15,26,11
4,21,17,25
26,31,0,21
16,9,9,15
24,29,15,26
23,18,31,15
26,30,7,16
31,20,25,27
29,15,10,1
7,27,14,21
25,22,30,19
14,11,21,12
14,6,6,3
11,15,15,11
30,0,12,8
7,14,10,8
21,5,16,21
11,11,9,3
22,25,7,28
22,13,9,0
12,29,14,18
7,31,6,25
9,26,17,18
8,8,1,16
10,11,12,7
20,29,26,18
6,11,21,8
22,2,6,28
22,31,14,23
28,1,12,6
3,25,20,31
22,26,23,1
31,11,9,9
14,15,6,29
8,20,23,6
30,7,3,23
14,29,6,26
2,19,23,10
15,22,26,1
29,24,19,3
28,15,21,14
8,2,21,6
19,26,3,16
19,13,10,15
25,6,28,19
21,19,11,9
19,14,5,1
18,26,30,14
4,7,31,13
