start_y,start_x,goal_y,goal_x
5,18,8,5
15,17,17,8
16,15,2,6
10,13,14,13
11,26,11,25
11,6,17,15
29,29,19,7
17,1,17,23
16,31,13,30
25,16,16,27
18,2,2,19
31,24,31,20
28,29,31,18
19,9,27,22
1,2,27,26
14,2,28,3
16,25,2,24
18,5,26,16
3,7,14,24
19,19,25,12
1,1,29,4
19,25,12,11
20,9,11,11
26,29,19,18
5,22,17,11
10,5,28,15
13,14,30,26
25,27,21,2
28,22,14,7
26,5,13,29
5,28,25,2
11,28,6,8
16,10,14,11
10,1,10,2
4,22,7,8
22,22,5,26
11,10,31,21
8,20,20,26
19,13,5,11
15,2,17,20
22,12,17,30
27,23,23,22
10,11,5,13
28,16,23,24
15,7,10,18
11,30,14,18
4,8,3,5
23,10,5,7
2,30,22,25
18,13,29,3
28,18,29,22
1,31,29,14
7,5,8,7
8,2,8,8
19,2,23,26
29,15,4,11
20,14,30,10
7,19,2,2
7,2,7,11
15,4,19,28
28,20,2,29
19,11,1,10
6,17,25,4
1,30,25,5
2,15,29,31
12,2,7,16
19,23,30,14
20,8,13,18
13,11,14,25
1,27,22,14
16,28,14,20
4,7,17,28
27,25,11,7
16,11,3,10
22,16,9,22
16,23,2,3
12,26,26,6
21,25,22,13
31,8,20,2
22,10,26,15
14,8,23,17
7,20,15,26
9,26,4,25
4,23,9,16
16,14,25,23
4,28,1,12
20,19,16,26
23,11,26,13
5,4,13,5
26,17,1,25
7,13,20,15
22,7,11,16
19,20,16,29
19,15,14,19
24,16,21,17
7,22,5,2
26,26,7,3
10,8,21,26
30,22,25,7
8,17,8,26
26,19,26,28
9,11,2,4
29,2,1,29
5,23,28,8
20,16,19,29
31,31,11,1
31,4,17,17
26,12,14,5
4,13,29,25
21,29,27,1
26,23,13,17
4,17,10,6
22,24,23,14
7,24,17,13
31,17,17,7
1,3,20,4
25,17,5,14
9,8,17,2
7,23,11,2
22,5,8,24
4,10,24,29
22,8,4,21
9,4,16,2
20,25,31,27
17,14,7,10
8,14,2,21
31,19,25,9
31,13,2,14
1,8,22,29
17,25,24,19
5,30,26,7
25,20,2,16
16,8,14,26
15,31,12,4
30,23,5,27
19,16,23,8
31,29,9,5
8,4,8,1
11,8,26,11
26,10,25,29
11,29,17,19
19,5,19,14
12,29,24,2
2,12,29,5
23,12,17,26
13,1,2,10
28,10,7,31
1,21,6,11
18,11,1,7
19,8,24,28
22,21,10,29
28,13,31,1
1,15,1,20
6,13,16,17
7,4,29,28
5,20,22,2
31,22,11,20
19,22,14,10
29,16,17,31
2,20,2,28
13,19,25,6
5,19,13,23
1,23,20,5
17,21,11,18
22,30,20,22
5,31,8,28
19,17,8,29
2,7,6,23
20,11,22,17
7,7,20,13
10,25,24,1
13,7,12,25
14,14,30,1
28,4,11,13
13,4,5,3
13,9,20,18
8,19,14,4
4,30,26,2
24,20,2,23
2,8,22,20
10,14,18,14
7,25,16,1
1,22,22,4
9,31,29,18
13,28,23,3
25,8,31,5
14,22,30,25
4,26,31,26
23,13,26,1
22,31,25,13
9,2,11,4
31,23,22,11
22,26,9,1
17,29,11,22
11,17,22,28
8,25,27,8
13,13,24,13
26,25,9,19
4,5,18,25
6,7,23,29
5,17,18,1
25,19,10,15
19,26,1,11
28,25,18,10
3,19,18,7
16,7,31,11
7,1,25,11
31,30,28,14
7,28,9,23
28,23,29,26
19,31,1,24
11,5,29,17
14,31,28,17
4,2,31,3
23,28,23,2
4,4,18,26
26,14,10,31
26,8,11,23
8,10,3,8
21,16,11,14
4,14,19,24
7,17,31,7
14,1,4,1
6,16,4,16
20,10,2,26
15,16,23,6
13,8,3,4
28,7,5,10
27,31,4,3
2,31,14,9
20,17,28,31
26,20,5,8
3,14,15,1
15,25,16,21
11,15,16,22
17,16,25,10
5,21,7,14
2,5,31,14
20,28,2,13
25,1,1,5
9,28,12,10
1,14,13,25
2,27,28,28
31,10,29,10
17,4,1,13
25,25,20,23
14,16,18,31
5,5,31,25
5,25,4,19
21,31,13,20
30,11,1,26
23,19,21,7
26,27,14,29
9,25,10,10
18,20,28,26
26,9,14,30
1,17,10,17
10,22,12,13
13,2,23,25
20,24,16,13
14,23,9,10
10,30,28,30
21,28,19,10
9,7,31,16
29,1,9,17
5,1,13,22
28,2,24,14
29,30,13,31
8,23,6,14
10,28,4,29
22,1,26,22
18,8,29,19
29,23,23,1
25,31,31,12
20,7,3,31
28,19,31,6
16,5,1,6
10,4,29,8
14,28,17,22
14,21,18,4
15,8,30,2
27,2,25,28
30,31,28,1
26,31,16,19
21,8,8,3
21,1,23,5
25,14,22,6
2,1,23,23
16,20,12,1
4,20,8,11
20,29,9,29
11,31,22,19
27,7,23,20
8,22,11,19
9,14,10,20
1,4,29,13
5,29,18,19
2,22,31,28
2,11,17,10
4,27,25,26
29,20,23,4
30,13,23,31
1,16,4,31
8,16,20,20
23,30,15,5
13,10,25,15
17,27,13,26
28,11,17,5
12,14,31,2
28,5,10,23
16,30,16,4
13,24,23,7
26,4,1,19
9,20,3,13
22,23,1,28
7,29,16,16
6,22,22,3
19,4,27,20
23,21,25,22
13,16,20,1
29,7,27,19
20,31,10,7
12,28,10,16
7,26,8,13
24,17,10,19
29,11,3,20
3,11,2,25
19,1,10,26
6,10,12,5
13,21,5,16
9,13,8,31
14,17,2,17
4,18,23,16
