start_y,start_x,goal_y,goal_x
14,24,2,24
6,2,22,9
3,27,21,14
16,23,14,15
31,21,18,24
15,7,11,13
30,6,31,23
8,5,6,3
14,0,5,28
15,11,21,11
14,25,26,0
31,22,24,5
11,22,31,15
7,27,16,2
23,15,4,10
20,28,2,21
14,18,19,12
30,0,2,5
10,24,14,30
26,5,14,19
30,19,21,13
11,16,0,25
20,19,1,3
21,28,28,15
20,9,7,29
18,14,10,8
4,6,31,30
16,27,2,18
14,9,11,11
3,0,30,23
15,9,23,18
24,27,30,31
5,17,26,3
11,20,27,27
20,7,7,5
17,11,3,4
6,20,28,28
28,23,23,6
30,10,0,4
27,1,27,29
5,5,2,13
19,14,16,7
18,0,16,13
3,19,26,27
10,11,26,20
20,10,13,21
14,29,8,28
16,30,29,5
13,2,6,28
8,22,9,0
23,25,20,31
20,0,13,11
16,10,17,23
0,14,7,19
8,24,2,23
0,6,0,12
20,1,6,15
0,11,24,10
1,24,8,20
13,28,9,27
1,1,0,22
14,1,29,29
14,21,26,14
28,29,18,18
3,29,25,6
5,21,26,26
8,14,11,18
13,10,29,6
22,0,9,9
19,25,19,10
21,23,25,3
15,19,1,16
12,24,12,5
9,4,1,15
26,1,4,7
30,1,7,8
24,12,9,26
5,2,11,6
11,17,9,24
3,21,13,7
19,17,2,15
25,18,0,26
25,29,26,4
19,0,31,14
23,13,9,1
31,2,27,11
11,26,31,16
20,4,26,15
9,16,3,5
20,22,29,12
7,26,29,8
4,0,3,12
17,1,18,27
6,18,25,21
9,10,25,15
4,19,15,8
28,11,1,8
2,20,24,11
11,23,22,25
3,3,7,12
30,8,27,31
7,13,22,31
29,21,12,26
7,2,6,22
3,23,27,17
9,3,19,26
18,25,25,31
15,20,13,8
1,6,28,26
31,3,3,22
27,12,13,1
6,21,1,28
16,16,4,4
6,13,9,19
4,13,1,23
10,30,25,8
14,13,22,8
3,8,11,19
7,14,14,22
27,20,28,1
13,6,16,4
8,31,24,19
0,15,6,7
7,16,3,25
3,16,2,7
10,15,30,12
19,2,31,11
6,23,10,9
16,15,8,16
20,12,12,4
21,25,22,3
16,28,0,0
2,11,10,31
31,1,0,19
6,25,17,18
3,10,24,29
15,0,5,25
21,27,27,14
13,20,15,14
7,28,15,21
25,4,12,8
20,20,13,29
6,12,11,4
20,8,29,15
3,26,0,7
14,12,31,9
8,29,6,29
29,13,23,10
21,30,2,14
9,29,2,28
18,12,14,28
4,17,0,8
12,13,15,18
16,5,26,18
8,21,18,16
28,27,1,22
29,10,5,1
30,14,26,2
8,9,5,24
21,8,17,22
25,28,11,21
28,3,31,24
7,9,18,2
18,10,1,5
4,30,24,22
19,16,9,18
1,18,27,15
29,26,16,17
25,17,22,12
11,9,12,0
16,6,27,19
22,15,6,17
15,13,0,3
13,22,25,22
8,0,29,9
27,18,29,23
15,27,31,31
20,6,12,21
19,30,2,3
2,0,18,5
21,15,6,24
23,30,19,31
27,0,6,10
0,24,17,5
5,15,16,21
23,1,8,4
3,9,23,23
17,14,0,21
3,2,12,25
20,3,2,2
13,13,19,8
20,24,21,6
0,9,18,15
18,26,9,23
31,7,23,5
31,8,13,3
7,15,14,17
14,31,14,26
29,27,30,26
17,12,8,30
26,25,4,15
15,30,26,22
21,12,12,28
4,3,13,24
3,31,5,11
28,12,13,0
26,17,25,9
25,27,25,30
30,30,20,29
11,15,3,7
3,1,17,7
30,15,1,21
12,23,30,4
22,14,7,0
23,9,16,24
16,9,4,26
12,15,24,14
24,15,10,3
19,3,15,22
9,22,12,2
25,19,0,27
28,10,29,16
28,16,16,11
12,3,8,7
19,13,17,2
4,24,3,6
24,30,5,31
11,2,25,0
6,9,7,20
23,26,12,1
5,8,24,26
28,14,18,9
30,27,12,31
12,6,9,25
26,9,26,29
21,4,7,18
2,1,11,27
28,19,29,19
7,25,2,25
26,11,30,24
23,28,0,20
4,25,28,20
28,5,13,30
7,7,27,10
9,13,6,31
24,21,25,10
5,18,22,16
9,20,13,4
9,14,24,3
15,26,30,7
17,26,21,31
17,19,12,7
14,8,10,28
3,11,14,27
5,19,26,6
2,29,19,7
23,22,10,5
24,1,13,5
1,12,15,24
30,2,8,11
8,10,5,20
13,26,27,8
19,11,21,18
22,27,11,31
22,13,10,27
26,31,19,5
15,10,22,24
27,7,15,1
6,26,17,20
1,10,17,21
6,0,31,0
8,1,29,22
23,27,16,29
24,28,26,28
9,7,11,10
25,12,11,7
4,20,31,12
30,20,14,14
0,2,28,30
12,14,18,6
24,24,30,25
12,17,16,14
11,14,8,13
31,10,11,3
26,30,25,5
2,6,4,16
27,22,2,17
22,17,13,31
6,14,29,24
15,25,13,25
27,13,27,26
10,20,28,0
0,13,20,27
3,17,7,24
8,8,23,31
1,27,20,2
24,7,5,6
19,24,21,9
24,6,7,31
27,25,10,7
11,25,2,8
10,13,25,13
12,9,29,2
17,28,19,27
23,11,8,2
15,3,11,0
23,4,31,20
29,31,16,22
2,26,15,6
17,6,10,21
8,23,24,13
15,2,10,4
7,6,17,17
16,3,14,11
12,19,31,13
22,22,19,20
10,10,20,5
18,22,9,31
5,10,5,23
31,19,17,3
23,19,14,3
8,18,25,11
11,29,5,30
25,14,20,14
17,25,21,10
4,18,9,11
4,27,3,13
19,15,21,2
19,4,21,19
13,18,29,14
11,8,29,25
5,12,2,30
4,21,13,27
2,31,14,7
23,8,18,28
6,11,4,31
16,20,27,16
9,12,7,4
18,4,25,26
7,10,14,20
30,21,21,20
2,19,31,27
3,24,12,27
1,19,10,25
17,31,24,9
1,9,14,23
19,21,4,5
5,13,22,6
1,25,24,18
24,31,26,16
27,3,20,23
11,1,10,16
22,28,23,7
1,14,25,23
8,6,9,15
15,23,13,9
19,19,18,20
16,1,28,17
28,7,5,22
23,3,29,1
18,7,11,12
5,4,10,2
0,5,20,30
4,12,14,16
18,1,28,6
9,28,20,25
10,14,22,26
25,7,19,23
0,23,28,8
27,24,24,25
29,11,4,23
16,18,21,17
3,18,21,3
23,12,17,30
12,16,16,26
22,2,7,11
7,17,25,24
28,4,6,27
11,24,21,29
17,10,1,0
1,2,18,8
12,29,5,9
16,31,17,27
3,15,1,11
24,0,17,8
8,19,22,1
0,17,20,21
17,13,10,23
29,30,28,13
10,1,4,11
18,29,21,22
6,4,17,16
9,2,9,8
20,18,31,4
27,28,28,18
5,16,4,29
25,2,28,22
21,5,21,16
22,30,30,9
16,0,14,6
13,16,10,22
5,26,5,0
4,8,1,29
27,2,0,16
16,12,12,18
22,4,29,0
22,29,8,3
4,2,30,3
8,25,29,4
