start_y,start_x,goal_y,goal_x
15,30,24,31
12,5,31,24
31,23,15,1
30,2,0,17
22,31,5,22
7,5,17,3
13,9,1,10
28,6,12,4
27,20,12,15
25,31,16,24
17,27,17,2
15,27,16,27
26,26,11,29
22,12,21,22
25,27,22,27
3,12,24,11
13,26,24,5
29,13,3,29
29,25,31,4
31,2,5,12
14,6,11,2
16,0,9,31
1,5,11,10
3,10,12,8
1,8,3,15
19,26,3,1
16,9,0,3
19,21,0,21
10,20,7,12
14,17,4,0
28,5,21,10
24,22,28,27
31,16,6,25
16,15,20,25
11,23,2,13
19,3,2,28
30,24,6,13
11,25,17,13
25,2,17,12
10,30,28,16
18,26,12,19
0,16,6,2
16,16,21,16
12,3,14,0
24,14,27,26
29,22,31,15
23,30,7,10
20,10,26,9
8,5,17,11
25,18,12,29
18,28,11,20
16,13,16,21
11,17,19,10
18,2,19,24
2,6,21,3
30,14,23,27
14,3,6,12
24,6,13,8
5,4,24,24
6,23,2,19
5,11,12,21
16,3,22,2
23,12,11,8
18,4,18,16
3,6,26,31
31,30,7,14
23,22,24,13
0,4,22,16
29,30,14,21
4,30,3,7
16,23,11,13
31,21,4,13
20,31,18,10
20,7,16,22
24,18,16,14
26,22,19,20
6,29,8,8
11,16,6,18
28,29,1,15
31,20,18,18
13,1,15,23
13,7,22,30
3,31,7,7
10,27,14,1
8,2,20,6
16,28,10,24
13,10,16,6
27,19,0,22
31,8,18,15
18,29,27,15
9,18,21,31
8,21,25,14
5,16,30,6
26,27,14,30
26,17,25,24
8,25,16,29
12,9,13,22
1,18,5,24
27,13,18,14
27,27,12,2
1,6,26,4
7,9,27,28
19,23,21,30
31,0,13,24
30,27,14,23
19,16,17,22
2,29,16,17
0,19,7,25
18,12,21,25
4,20,25,8
19,7,28,30
6,24,10,22
4,16,3,3
23,13,13,6
20,9,18,25
15,6,21,29
8,31,0,0
6,17,0,11
10,8,3,23
22,4,17,8
24,27,9,28
11,22,23,23
23,19,5,21
1,24,8,4
0,8,28,14
9,4,16,1
13,25,2,2
5,31,5,10
4,8,29,2
27,12,26,1
0,15,19,13
29,9,10,16
5,9,14,29
21,15,18,6
21,20,0,6
19,30,14,22
30,7,16,5
2,31,27,31
7,28,5,19
13,18,14,31
16,4,10,7
14,14,22,3
31,7,5,1
8,0,0,14
18,27,19,14
30,9,21,23
4,10,13,2
17,31,15,14
26,28,4,27
17,25,17,23
7,24,5,0
27,8,3,4
12,26,31,9
15,25,7,29
14,24,14,15
10,23,27,1
28,22,23,9
12,18,24,15
26,20,2,25
18,7,0,24
31,1,14,27
28,17,13,28
13,30,28,28
28,0,8,20
22,22,24,0
22,24,22,13
7,26,6,15
11,11,12,16
22,25,5,8
15,11,7,16
18,1,7,18
30,8,2,23
6,14,14,11
10,21,20,0
23,11,4,29
6,31,5,2
17,26,3,24
9,19,9,3
2,26,14,20
28,13,4,23
23,15,12,14
29,19,24,12
24,1,25,3
24,21,11,21
13,16,15,2
27,18,3,2
10,2,0,7
1,0,3,16
21,17,9,0
4,2,6,4
2,15,30,20
30,15,25,12
25,17,15,19
27,25,0,27
27,24,2,14
15,0,13,0
25,7,17,14
7,0,9,12
11,31,31,10
25,9,4,5
6,7,22,29
10,11,29,14
19,31,3,21
31,31,20,21
1,2,23,7
25,6,22,15
28,3,25,19
4,15,9,24
18,9,5,28
1,14,20,14
24,7,4,18
0,2,23,18
20,28,1,23
2,18,1,22
30,10,0,13
29,23,8,3
23,5,13,11
26,30,20,19
11,19,12,27
27,3,21,9
10,13,27,29
14,16,9,25
28,12,6,3
5,20,9,23
2,30,23,4
7,17,19,12
29,16,8,28
25,30,29,12
10,5,2,17
15,22,15,8
9,29,29,15
27,17,12,7
0,25,19,27
6,20,7,27
29,1,20,23
29,4,12,23
21,5,25,11
8,14,23,26
20,29,11,6
3,11,2,11
14,8,24,3
13,3,8,6
3,5,8,22
29,29,16,20
24,25,3,18
30,25,18,24
4,3,29,8
31,11,13,4
17,18,19,15
23,3,8,16
20,24,17,10
24,20,15,3
12,28,29,31
21,18,10,10
10,4,8,30
20,8,28,1
26,14,17,16
8,11,10,15
11,24,23,28
25,5,22,6
18,20,13,21
18,5,30,23
3,8,17,6
8,19,7,6
19,19,19,2
14,28,20,30
13,20,23,6
23,1,11,14
17,19,22,1
16,11,9,27
23,10,20,27
22,0,21,13
22,9,11,7
21,28,30,19
28,10,6,27
16,18,2,1
29,21,13,5
24,26,14,12
22,8,10,25
26,2,3,19
2,21,29,6
25,28,4,19
27,2,12,24
7,13,19,25
20,2,17,17
24,10,1,27
12,17,10,14
12,6,20,4
5,25,11,15
21,6,15,9
4,17,1,29
26,6,28,26
21,4,4,31
16,26,28,8
17,28,16,30
4,6,10,28
7,31,6,10
9,11,14,19
4,25,30,4
29,26,13,29
5,13,20,3
25,10,29,11
30,1,20,12
25,15,25,4
29,27,3,26
25,13,25,22
10,9,9,9
7,8,3,22
5,30,3,0
19,4,20,5
5,5,24,9
23,31,1,12
17,1,21,11
9,8,11,0
9,10,11,26
9,7,3,9
7,11,26,25
28,7,14,18
13,31,27,7
25,21,19,17
15,24,25,26
16,7,15,21
15,7,1,28
1,19,14,26
8,7,15,18
5,15,2,3
30,3,26,18
9,20,28,4
1,3,21,27
27,0,8,9
24,29,12,1
18,22,1,11
15,20,21,12
13,13,1,21
25,0,3,27
28,19,0,9
12,31,28,20
24,30,8,18
18,0,24,19
26,0,6,26
18,8,11,12
6,28,26,3
11,18,14,9
9,1,12,25
21,19,10,1
16,10,11,27
9,16,12,0
31,27,27,11
0,23,4,26
15,26,4,4
28,18,15,13
20,20,28,11
9,26,11,9
9,13,29,5
16,31,31,22
27,22,17,20
0,12,4,12
6,21,27,10
26,5,7,15
7,4,10,3
5,18,14,13
4,7,26,11
31,19,8,1
25,29,14,7
3,25,1,9
11,1,22,28
26,15,13,27
21,14,21,8
17,30,14,25
23,25,22,14
8,13,28,15
2,20,8,24
31,12,21,2
30,26,3,13
30,0,9,14
22,17,6,11
0,5,17,21
16,12,20,18
17,5,29,0
5,17,24,28
2,5,11,4
30,30,10,31
4,21,7,19
31,13,20,22
25,23,6,9
12,13,26,29
1,25,9,2
11,3,17,7
1,16,8,29
6,0,7,2
2,8,6,22
19,0,27,16
5,6,0,26
9,22,29,10
2,7,9,15
19,11,30,21
5,26,19,8
29,24,7,20
26,16,28,23
27,14,22,26
31,14,23,8
1,1,30,31
3,17,8,10
8,23,2,0
5,23,2,24
4,11,0,20
19,5,31,3
4,24,15,10
30,12,20,1
