start_x,start_y,goal_x,goal_y
2,5,29,5
30,2,15,16
10,31,17,15
16,20,15,26
7,4,2,12
1,1,21,26
25,19,1,17
21,16,23,5
9,13,27,19
28,26,28,17
29,2,23,6
10,20,22,2
26,27,26,28
25,14,25,20
17,5,11,1
11,6,26,25
24,28,13,17
3,7,10,29
13,28,22,17
19,20,31,7
22,12,29,28
1,10,12,11
7,25,20,29
18,7,5,29
10,26,13,13
17,10,23,17
6,17,20,31
28,22,10,1
28,28,21,8
2,26,2,10
16,16,10,2
31,20,7,13
12,26,2,21
13,2,28,16
22,22,16,23
13,26,30,11
2,8,1,15
1,28,15,4
23,28,2,1
16,29,15,8
1,14,17,8
10,22,2,30
17,29,1,27
15,2,6,14
16,10,4,17
23,20,23,16
3,5,12,25
18,2,3,10
20,4,26,6
5,5,24,29
29,3,7,2
29,4,15,17
30,22,28,2
26,8,10,14
28,14,8,24
2,6,1,22
5,20,1,23
17,28,1,6
7,8,16,5
14,11,22,24
27,25,29,14
5,7,26,17
5,22,14,14
19,25,15,1
23,11,29,1
5,4,17,2
7,24,9,29
26,31,9,19
13,5,16,7
8,2,31,4
16,31,1,16
8,31,23,14
23,31,27,2
25,28,22,31
1,2,1,4
22,20,3,11
22,13,8,1
11,8,8,22
24,19,25,4
2,3,11,31
5,21,25,7
21,7,10,17
31,3,29,23
14,30,9,26
20,11,12,14
31,31,31,6
20,7,8,28
19,29,22,25
11,7,26,16
9,25,20,13
5,1,19,7
4,26,20,10
22,8,31,16
14,18,11,23
29,25,28,4
5,26,23,1
28,3,21,1
17,16,10,16
4,23,9,23
12,28,25,25
11,18,11,17
25,2,11,14
20,5,18,25
2,14,28,10
8,19,7,16
28,25,2,13
20,16,8,26
31,18,10,7
18,14,28,5
14,29,25,12
26,20,18,11
7,11,26,5
14,9,19,23
6,23,31,13
17,23,28,15
10,28,8,4
8,14,30,10
2,20,14,13
5,30,19,10
2,11,23,13
9,5,31,14
18,19,11,11
28,30,29,16
8,10,30,31
7,3,13,11
18,13,4,22
9,17,13,18
14,22,22,14
30,13,31,19
21,2,13,31
26,4,22,4
17,21,22,29
11,13,17,11
5,11,20,1
27,7,13,25
4,13,19,15
14,8,19,2
16,30,13,29
31,26,25,10
31,10,9,2
15,25,16,26
4,31,14,26
26,13,13,30
10,11,12,5
4,8,14,5
6,13,10,25
25,8,8,29
9,16,5,13
22,30,19,28
25,26,30,23
11,16,23,23
18,8,27,26
6,22,1,3
9,10,27,1
26,19,9,31
20,18,13,19
4,30,12,2
29,8,25,27
26,14,27,23
14,20,19,19
18,31,31,29
5,28,18,4
4,21,19,31
29,29,20,25
2,24,14,25
9,8,13,16
25,6,7,23
24,2,4,7
29,15,2,29
8,20,16,28
26,29,28,1
5,8,12,1
2,31,8,3
16,2,31,17
20,8,5,3
16,21,1,24
22,11,1,5
27,20,1,19
2,25,28,18
14,17,27,31
2,16,2,4
29,7,2,2
26,2,29,31
21,29,13,20
26,22,23,10
29,10,20,15
19,4,1,8
17,4,29,30
1,11,26,12
31,30,4,27
26,1,18,10
23,19,11,19
5,27,4,16
10,5,4,25
23,7,16,11
25,16,27,22
3,20,23,24
28,23,4,20
30,14,29,20
14,7,26,23
24,13,23,26
16,1,5,16
14,23,14,4
31,12,17,14
4,11,19,13
7,19,14,16
5,17,24,17
13,24,25,1
13,22,1,7
16,4,17,22
31,23,31,1
29,26,13,4
16,14,10,13
26,11,6,8
5,23,19,18
23,21,7,14
17,19,7,5
16,22,11,29
18,1,3,13
16,19,4,10
2,28,11,15
13,1,19,9
29,17,28,31
4,19,7,31
6,11,20,28
23,29,26,26
19,22,17,25
31,22,4,4
22,6,1,12
13,9,22,16
11,5,1,31
14,31,29,18
1,20,7,28
8,13,30,1
21,28,19,24
22,26,18,5
23,8,12,13
28,7,11,4
9,20,23,22
10,30,19,26
1,13,28,8
18,20,8,16
5,2,14,24
11,20,4,2
4,18,20,20
4,29,20,22
11,25,28,19
24,14,3,4
19,14,3,31
17,13,5,19
2,19,19,16
2,27,7,1
31,11,17,26
13,8,17,7
6,16,8,5
12,4,31,28
7,10,24,16
22,3,9,14
15,5,10,19
27,8,11,2
10,4,14,10
19,8,7,17
17,1,12,10
21,25,7,20
20,9,2,22
24,1,23,4
28,13,31,25
5,10,20,17
5,18,10,8
5,31,11,10
23,12,25,17
25,15,1,21
8,7,13,21
25,31,3,19
4,14,25,22
13,23,14,19
4,3,13,10
10,10,5,14
20,24,25,11
29,11,28,29
23,2,5,25
25,23,3,14
31,8,11,26
26,7,2,7
1,26,25,5
16,27,31,5
4,28,26,15
19,11,16,17
9,28,17,17
13,7,11,22
1,30,1,25
14,2,16,25
22,7,31,27
9,4,17,30
6,10,13,14
23,3,14,28
9,22,30,26
31,2,29,19
20,26,25,9
14,21,15,31
20,14,20,19
10,23,7,7
20,2,31,24
8,23,8,25
8,17,16,13
1,29,16,15
22,23,2,15
31,21,17,27
19,17,19,1
17,20,29,13
15,7,26,9
4,1,8,8
30,25,16,8
25,13,25,29
23,25,21,31
7,22,10,15
22,28,29,22
20,23,9,7
21,17,6,7
2,17,12,29
19,5,22,1
22,10,22,19
24,20,22,5
28,20,3,8
2,23,9,11
28,11,11,28
14,1,11,30
17,31,10,18
8,11,10,6
22,21,9,1
4,5,23,30
7,29,18,26
7,26,26,10
