start_x,start_y,goal_x,goal_y
20,25,20,5
1,1,10,8
23,8,2,22
7,28,21,29
9,20,9,11
19,25,27,7
27,19,9,8
7,4,2,12
13,24,18,26
4,26,22,4
31,14,26,6
26,29,4,30
31,23,31,22
23,26,16,27
24,29,19,2
22,19,9,1
5,21,28,29
18,8,31,20
4,1,20,24
19,18,18,20
13,8,17,7
17,31,9,14
25,29,25,28
31,26,29,23
28,10,26,15
22,6,1,12
23,23,13,5
15,7,27,8
6,23,31,13
29,7,18,1
14,9,20,17
30,31,4,4
19,20,26,25
20,7,10,30
14,17,21,31
21,26,8,28
10,23,28,1
31,1,12,10
29,17,29,16
8,10,26,31
14,11,22,26
11,16,19,19
5,19,17,27
11,23,23,5
1,10,12,11
25,13,9,25
30,14,31,18
28,25,15,4
9,4,19,28
30,25,2,13
23,29,16,2
28,31,30,10
22,8,14,30
14,22,5,26
1,11,22,14
10,28,9,16
4,8,9,7
2,29,11,10
23,19,1,26
25,4,19,10
10,13,1,5
29,14,31,28
2,16,2,4
13,7,7,24
20,29,21,8
31,3,4,19
4,5,26,23
20,9,11,20
28,20,3,11
20,23,31,29
11,18,20,28
17,1,29,30
20,11,1,22
19,31,1,16
18,31,16,20
1,28,11,2
4,13,17,20
2,28,14,28
20,31,15,26
1,14,17,8
5,10,10,22
12,4,28,13
5,23,1,20
22,25,10,17
9,13,7,1
26,2,23,30
22,3,14,14
19,29,8,16
21,2,14,31
3,7,29,19
10,25,7,26
16,5,18,5
19,8,5,18
16,13,7,19
2,11,17,23
25,11,8,5
28,19,26,16
27,23,25,17
8,11,10,6
28,30,10,1
9,22,28,15
5,11,20,1
2,3,13,10
29,11,11,28
6,16,22,2
16,21,23,16
19,14,30,1
1,19,25,20
23,12,31,16
1,21,13,30
10,16,14,18
4,27,27,31
11,29,1,17
23,13,21,25
12,26,16,28
2,2,24,19
10,15,21,28
11,6,27,22
20,8,1,3
24,16,4,18
10,5,3,14
16,16,10,2
26,10,9,29
10,4,14,10
10,11,14,5
13,28,22,10
29,1,3,10
29,4,7,2
10,19,9,2
22,29,4,25
30,13,7,16
26,7,14,16
28,23,13,17
11,22,19,4
28,14,1,24
4,20,13,13
15,5,16,7
31,19,25,25
24,20,25,1
7,8,22,1
10,26,3,8
26,1,18,10
6,10,25,8
4,29,30,23
10,10,3,31
26,5,14,20
26,20,8,17
3,5,26,19
22,28,22,11
4,22,17,13
23,7,16,11
23,14,31,24
17,16,25,10
26,4,12,2
29,18,16,15
26,13,16,30
29,28,28,7
11,7,31,12
2,14,2,21
25,22,22,24
19,11,16,17
2,8,1,15
3,19,18,14
25,31,29,13
13,1,19,9
7,7,1,8
25,14,29,25
2,25,6,17
4,16,1,2
13,4,13,16
23,28,16,29
17,28,16,1
22,21,17,26
4,17,2,19
13,25,1,7
2,30,23,21
12,13,8,29
8,13,11,30
28,3,5,25
31,4,23,24
14,1,14,24
25,2,11,17
2,6,10,20
8,8,11,1
16,19,12,5
25,23,27,2
16,10,28,11
12,28,10,31
25,16,8,26
3,20,4,14
18,13,4,21
14,2,16,26
1,23,17,29
17,10,26,17
7,20,17,15
31,11,23,25
7,23,30,11
31,27,11,25
20,18,7,5
5,31,20,10
8,19,2,10
24,1,23,4
18,19,2,27
7,3,13,11
4,2,1,4
26,22,29,31
9,5,29,10
6,11,26,26
13,26,5,16
11,14,17,11
18,2,15,16
7,22,22,16
6,8,12,1
5,22,4,10
26,14,26,28
13,2,16,14
19,24,25,7
17,19,9,17
11,26,22,17
4,31,26,11
23,3,23,20
17,5,26,9
20,2,25,27
26,12,19,22
1,27,2,7
22,31,2,26
28,26,29,5
29,3,21,1
8,25,14,21
8,31,29,15
18,7,1,29
25,12,7,25
14,7,28,28
22,22,2,15
9,10,27,1
8,7,22,30
8,20,5,28
5,29,5,2
27,25,16,8
7,17,14,26
2,1,19,7
29,8,23,10
8,14,11,19
1,25,17,4
24,14,25,19
31,17,2,24
4,11,19,15
15,25,22,13
13,9,22,23
22,7,31,30
2,17,13,29
13,22,22,5
31,21,19,1
2,5,30,2
5,7,5,13
20,22,11,31
18,4,24,13
14,8,28,2
9,28,16,25
20,14,21,16
19,13,6,22
5,4,31,2
28,5,15,17
14,29,31,25
14,23,2,20
5,14,11,4
8,24,16,4
31,31,31,5
6,7,20,20
18,25,31,7
29,26,7,29
28,4,23,6
31,8,25,5
14,13,10,29
20,13,6,13
14,25,4,23
28,8,13,23
1,31,20,4
31,6,9,26
15,2,12,29
24,17,11,11
11,15,8,22
22,20,19,17
6,14,13,31
1,13,2,31
8,23,4,3
23,17,15,1
24,2,4,7
21,17,14,19
1,30,17,14
30,26,5,1
7,11,4,28
20,19,29,29
21,7,23,11
5,3,28,18
11,8,12,25
5,8,17,25
14,4,26,27
5,5,28,22
25,26,20,26
13,21,17,17
29,20,8,4
23,2,3,13
11,13,29,2
16,22,3,4
27,20,28,16
11,5,7,14
30,22,27,26
5,27,20,16
31,10,9,19
20,15,13,14
28,17,18,11
5,30,23,1
17,30,15,8
15,31,10,7
13,19,19,16
13,20,26,8
16,31,1,6
2,23,22,12
29,22,24,28
13,18,16,23
7,13,8,3
25,6,12,14
7,10,25,15
10,18,19,5
7,31,10,14
5,17,23,22
5,20,9,23
17,21,9,31
17,22,19,23
25,9,8,1
23,31,19,26
8,2,17,2
