start_x,start_y,goal_x,goal_y
7,16,13,24
14,23,16,15
5,22,27,25
14,26,10,16
30,10,20,17
23,20,8,17
8,2,26,13
11,20,22,17
10,1,19,28
15,17,5,21
9,25,29,18
7,17,30,13
1,14,28,11
21,16,29,15
16,11,15,4
29,17,1,13
5,5,1,26
18,19,13,26
5,30,7,2
25,25,28,7
13,9,1,31
8,23,28,3
30,1,6,22
23,1,25,4
14,21,10,8
31,19,18,11
24,2,25,28
16,25,1,4
10,7,31,21
22,19,26,27
5,23,10,15
10,2,8,20
19,1,26,5
11,17,26,16
11,4,7,1
3,14,31,22
14,22,29,3
10,30,8,10
28,8,6,23
23,14,10,5
21,17,9,28
20,16,2,26
11,15,15,5
25,7,9,19
2,20,22,8
31,4,21,2
20,2,9,14
20,10,17,5
13,22,20,7
9,17,7,3
25,16,4,10
20,22,24,28
4,19,17,27
27,23,28,14
3,20,13,4
15,2,23,6
12,10,7,20
23,30,15,16
11,11,5,18
29,8,31,25
7,28,22,13
17,25,25,5
26,2,29,11
23,26,25,8
16,26,16,21
2,30,25,2
19,11,31,29
29,16,13,7
19,29,10,25
5,4,11,2
28,13,26,29
4,31,16,2
23,2,30,11
15,7,18,31
4,16,23,19
31,13,22,12
16,20,1,1
1,24,1,25
9,2,13,16
1,15,26,11
9,31,28,10
1,12,5,10
16,19,10,6
11,23,6,8
15,1,23,10
1,28,4,2
31,18,9,10
3,5,27,20
7,10,8,11
23,12,19,18
27,2,20,25
3,19,13,1
12,11,14,8
17,31,29,1
20,14,7,25
29,31,19,19
25,27,25,23
22,29,9,13
29,14,10,31
14,18,13,8
17,26,18,26
10,18,8,1
5,31,9,16
2,22,17,30
24,14,13,19
4,7,1,17
18,4,12,2
8,28,12,1
26,10,4,4
4,20,8,19
4,28,18,20
8,29,10,10
26,31,16,8
5,17,19,4
25,9,20,28
1,19,2,31
28,5,1,27
22,16,3,10
31,16,16,5
23,31,12,5
31,5,17,10
8,5,10,17
23,25,5,11
10,19,19,8
10,13,13,17
18,13,4,22
4,17,3,31
29,22,17,17
8,4,14,14
7,19,11,22
13,10,10,29
15,25,24,1
20,8,25,17
17,8,18,5
23,7,7,14
13,20,23,8
19,24,27,26
19,13,14,16
18,10,14,24
22,31,13,13
15,8,4,25
3,11,21,28
18,2,4,18
4,21,27,8
2,25,1,30
5,7,20,26
22,25,2,6
13,5,27,7
31,3,3,4
25,26,8,13
1,16,14,30
7,23,21,7
23,4,17,2
31,10,16,7
21,31,2,29
28,19,14,9
16,4,11,26
28,30,1,11
31,6,3,8
2,4,31,27
25,10,23,3
14,7,29,2
11,29,1,2
14,4,5,27
29,25,23,16
9,11,11,8
30,23,7,29
19,7,20,24
25,13,11,6
20,15,14,20
23,13,6,13
25,19,2,10
27,22,23,23
22,14,8,14
31,20,22,3
16,27,7,31
16,30,8,26
25,29,7,26
24,29,12,13
8,3,8,24
7,13,2,27
28,28,19,20
31,12,4,30
31,17,13,23
17,15,16,28
24,19,12,25
16,16,2,12
31,28,22,28
22,2,14,25
10,11,21,25
3,13,17,14
29,23,18,1
12,26,4,23
6,7,22,22
19,16,9,20
28,20,10,23
25,15,17,22
25,22,25,1
5,2,11,19
5,3,4,5
19,2,4,27
11,13,20,29
4,26,14,29
30,26,28,2
31,11,1,21
26,19,1,6
6,16,19,9
1,29,8,22
23,21,26,26
29,7,18,8
13,30,19,26
20,23,25,20
12,4,19,22
31,24,16,10
6,14,23,17
21,26,5,19
23,24,20,19
6,17,29,28
4,1,30,31
21,8,21,1
5,29,22,7
14,13,14,17
7,5,2,13
28,22,24,17
2,28,1,23
18,7,13,18
22,11,2,24
29,26,27,1
1,7,19,14
28,25,23,11
6,11,2,7
14,10,19,31
8,7,20,13
10,28,25,14
2,21,16,14
15,31,5,26
2,17,10,26
22,6,22,5
1,3,5,13
9,5,29,30
25,12,29,29
11,28,19,15
13,25,29,13
16,13,5,16
1,22,16,1
11,30,29,20
14,1,20,1
21,29,17,16
31,31,13,28
11,1,26,8
9,22,16,23
16,29,17,4
7,11,19,25
19,5,2,19
1,10,11,25
29,5,24,13
26,1,11,7
25,31,19,23
23,28,29,19
14,5,10,4
10,14,5,8
20,11,13,31
25,6,26,17
31,26,4,29
26,28,13,14
31,14,30,2
20,4,23,5
17,7,14,2
8,8,9,23
23,29,12,29
14,28,26,25
2,15,17,20
24,20,2,3
28,4,31,30
28,31,27,19
2,2,2,16
16,22,22,1
20,20,17,19
6,10,20,9
28,15,22,20
2,23,7,24
29,4,25,11
22,4,11,14
28,23,5,20
2,1,15,26
17,11,7,8
20,18,9,7
22,26,17,1
17,28,11,31
22,23,18,14
26,22,5,28
9,8,30,14
26,23,7,7
22,10,26,4
11,10,19,10
26,12,4,3
17,29,12,28
1,5,28,1
28,29,20,5
2,5,23,22
31,7,13,21
22,21,30,22
19,17,20,31
26,14,14,31
5,1,4,8
22,24,7,4
8,16,26,6
10,22,31,8
8,25,28,17
12,14,13,11
26,15,31,1
31,2,17,21
7,22,9,1
14,19,24,16
28,26,26,9
26,20,17,13
4,13,3,7
9,29,22,30
13,2,16,31
26,7,8,31
10,20,4,11
28,16,2,11
9,4,13,29
4,14,18,25
30,25,27,31
9,26,14,11
28,18,11,5
29,10,31,23
5,25,11,18
1,20,16,17
5,14,17,23
2,8,1,8
2,14,11,16
