start_x,start_y,goal_x,goal_y
3,30,30,14
27,4,14,18
29,25,1,17
27,21,22,22
25,22,31,14
13,17,13,15
26,18,5,26
10,1,25,2
5,10,26,23
27,30,27,2
27,17,23,17
31,30,14,3
13,30,30,15
3,4,19,5
18,27,6,8
17,27,18,25
7,30,27,5
6,7,25,3
0,23,26,1
2,19,29,6
2,23,5,31
11,15,0,6
18,1,16,14
11,27,27,20
1,10,13,5
6,19,19,9
31,11,8,6
11,9,25,14
8,13,17,6
27,12,9,5
14,19,21,11
21,15,2,6
31,5,19,13
9,3,9,6
22,17,1,2
8,21,26,30
11,13,29,5
27,13,14,15
21,25,27,28
1,14,25,18
2,26,21,19
22,13,18,2
15,19,23,5
7,2,27,11
22,14,21,7
14,31,10,15
17,31,5,6
12,14,10,14
0,17,6,4
9,17,2,17
9,23,13,10
18,10,5,11
11,30,30,17
30,13,31,17
7,17,29,29
15,7,30,6
21,10,7,15
1,31,11,16
15,5,30,31
3,23,3,11
14,1,22,29
3,3,18,29
25,0,25,19
18,19,29,14
14,27,5,30
1,29,17,0
19,19,2,16
24,18,31,25
23,8,13,23
1,13,23,7
3,27,21,3
26,22,7,10
10,10,27,6
5,12,6,23
13,19,10,6
18,13,30,3
25,11,9,2
15,17,1,22
11,4,3,1
25,31,23,22
10,29,30,26
25,1,7,6
5,1,8,1
29,3,5,27
15,29,13,13
7,11,29,18
1,5,5,19
14,13,1,26
10,17,2,14
31,12,27,22
18,11,5,2
31,6,26,9
19,18,11,24
9,11,19,23
8,30,30,11
13,1,17,26
3,9,25,25
31,27,30,4
11,14,26,13
22,16,28,14
18,18,2,9
13,25,1,21
8,18,6,5
10,7,15,14
18,16,11,21
7,22,25,6
2,15,10,25
14,22,6,2
11,31,22,3
11,6,21,17
15,25,30,19
19,15,1,15
21,21,30,1
6,27,17,15
26,19,11,1
15,9,25,8
18,9,24,31
14,6,3,15
15,3,15,23
7,25,3,0
17,10,13,9
19,1,9,19
17,3,17,21
18,14,6,18
25,9,28,6
12,11,16,22
21,18,24,3
9,29,29,9
3,2,1,19
17,7,7,7
27,19,31,18
9,27,2,13
20,7,22,21
18,6,17,2
9,20,3,17
11,17,13,29
10,26,6,29
23,10,2,10
15,2,2,1
9,10,1,6
25,26,16,5
0,15,18,3
29,13,6,10
28,2,3,10
2,27,18,31
18,17,3,28
11,26,7,27
3,21,23,24
14,4,23,21
15,11,21,22
15,15,23,3
13,2,31,2
1,18,19,2
13,31,9,12
31,26,27,25
6,26,12,5
4,30,15,27
25,13,29,26
20,21,23,23
26,11,5,18
23,15,21,2
15,18,29,31
19,31,17,1
6,16,2,21
17,19,25,15
21,5,31,8
15,13,6,1
30,18,9,18
31,10,23,1
7,14,22,2
13,18,5,15
5,5,29,21
10,31,10,9
31,31,19,14
27,31,21,9
6,17,3,22
11,29,21,31
15,22,29,17
30,23,14,7
5,7,0,26
18,22,26,31
17,14,23,13
4,5,5,9
5,22,31,7
3,14,7,19
27,10,23,18
30,2,7,26
6,14,6,13
16,18,11,23
9,0,5,29
26,7,30,22
16,27,3,18
15,1,23,29
18,21,2,25
23,2,21,1
3,25,30,24
31,19,13,7
24,25,2,30
1,11,29,23
1,1,22,26
29,22,2,29
30,21,19,3
14,30,9,26
22,30,22,27
29,30,19,27
25,30,25,27
1,30,14,9
5,0,9,14
22,25,19,26
5,3,3,13
21,23,2,2
30,5,6,3
26,5,11,22
22,6,18,23
14,17,21,0
6,9,18,30
30,9,1,27
27,29,28,23
17,24,19,25
6,21,19,6
7,13,17,25
25,7,13,21
22,5,10,18
29,0,5,25
6,31,1,7
18,15,16,9
7,29,2,22
3,29,3,26
31,21,17,18
15,26,31,16
29,15,0,3
0,9,13,3
11,19,30,25
13,11,29,27
27,15,5,23
3,5,14,10
21,30,29,1
20,1,27,14
24,9,30,7
26,15,21,14
20,26,18,8
10,19,10,27
14,29,21,27
4,10,7,1
2,7,17,22
9,7,25,21
6,30,15,21
1,3,27,24
23,6,21,13
27,26,21,29
5,13,19,17
31,3,13,14
8,9,10,2
17,23,17,13
9,9,7,9
1,25,22,15
22,18,21,26
31,15,27,16
9,13,29,2
19,10,11,25
20,17,17,30
22,12,10,22
22,23,17,5
9,31,11,10
23,30,23,9
1,23,1,9
18,12,5,17
14,5,10,11
7,5,19,22
28,18,28,10
31,13,26,14
17,17,4,22
29,11,15,6
6,25,19,21
23,19,9,22
6,11,22,31
15,10,4,19
15,30,31,28
22,10,25,17
25,29,6,15
11,3,13,22
14,26,27,3
9,25,28,31
30,30,12,23
9,15,20,31
7,31,27,1
3,6,27,23
26,2,14,25
11,11,23,28
14,23,26,26
17,9,21,6
17,29,11,5
0,29,13,6
31,22,29,7
22,19,14,2
12,27,7,18
12,3,3,31
6,6,16,2
18,5,19,11
2,11,10,28
22,11,25,5
26,29,7,3
22,7,20,11
11,18,31,20
6,22,1,24
13,27,31,29
23,14,26,10
3,19,9,21
31,23,14,8
7,23,18,26
2,18,15,24
10,3,20,13
26,6,11,2
2,20,16,31
25,10,19,7
23,25,23,31
18,7,19,29
4,26,17,11
27,27,10,23
2,5,5,21
13,26,5,14
27,9,19,30
9,1,2,3
10,5,10,30
27,7,15,31
11,7,22,9
30,10,10,13
9,30,22,20
29,10,30,29
30,27,26,25
31,9,7,21
26,21,25,23
26,17,14,11
23,26,14,14
18,28,23,11
27,18,29,19
13,0,10,21
3,7,31,1
26,3,23,27
14,21,22,1
26,27,2,31
