start_y,start_x,goal_y,goal_x
16,18,31,29
26,3,17,23
29,6,30,18
10,5,3,21
29,3,25,2
23,26,21,18
27,11,15,2
25,31,22,27
11,9,9,5
25,26,14,18
6,10,5,14
11,18,5,21
16,14,11,30
6,16,18,10
31,14,23,21
3,26,3,29
22,17,3,19
18,1,31,9
0,17,31,31
29,25,30,26
23,7,10,11
10,9,13,30
21,10,27,23
22,23,10,27
27,26,2,25
5,30,11,27
14,1,16,9
2,5,15,25
21,21,2,19
21,29,22,14
13,0,19,29
5,22,3,31
18,3,29,17
14,31,30,15
20,11,21,19
1,9,27,25
7,21,1,5
30,23,12,14
5,2,13,1
23,23,11,4
26,11,7,14
7,26,6,13
23,3,10,19
11,6,18,31
22,30,24,25
10,25,29,31
29,0,15,5
27,14,23,1
22,19,14,9
31,2,17,17
22,5,7,30
23,31,29,1
17,7,25,14
2,13,21,26
7,11,2,14
26,9,3,0
22,11,18,5
6,1,13,7
12,23,31,26
9,9,20,31
2,22,10,21
31,10,30,22
11,3,1,18
31,22,26,14
23,10,10,3
15,27,10,6
5,5,16,27
14,10,19,5
25,22,1,21
30,2,20,13
17,24,1,24
1,2,7,5
22,9,28,14
22,25,18,12
30,4,7,3
11,15,25,27
1,11,2,23
30,17,16,22
6,21,23,17
19,6,26,2
8,18,13,10
31,25,1,1
31,12,2,21
28,2,5,26
13,31,9,14
13,15,31,30
22,15,30,30
5,13,6,9
28,31,30,25
10,13,14,8
15,23,9,23
7,9,19,10
25,19,19,31
22,16,14,7
30,29,5,3
17,25,29,21
27,16,15,11
0,29,17,3
7,2,3,30
2,17,25,23
11,2,13,9
14,3,20,21
6,2,10,18
6,7,31,11
25,8,17,18
29,14,7,22
2,2,9,1
2,11,0,3
8,13,1,22
26,30,23,15
18,28,1,10
14,25,30,24
15,9,13,19
1,27,19,22
6,30,14,23
15,15,3,27
21,2,30,5
14,13,6,17
27,27,21,7
3,1,17,0
27,30,7,19
6,22,11,19
9,2,9,22
30,21,9,7
19,25,21,13
9,15,27,20
6,11,21,11
5,31,11,16
21,0,20,1
2,6,13,25
26,31,6,3
23,5,27,21
22,31,9,19
24,3,4,30
25,17,18,17
30,3,9,10
15,13,3,14
3,7,23,14
8,21,10,14
29,30,9,29
11,24,1,14
22,7,18,9
11,26,17,2
23,6,27,28
2,1,12,27
23,24,2,29
30,1,17,6
27,4,29,7
15,26,18,14
6,23,10,28
13,29,2,27
1,19,25,9
2,31,27,3
18,2,13,6
19,14,29,2
18,25,27,5
18,15,0,15
14,14,6,26
9,11,8,9
27,9,15,21
2,3,4,5
26,26,18,19
13,18,21,31
3,9,23,27
14,11,15,3
26,17,19,15
24,31,3,22
21,6,10,22
21,5,7,31
31,23,7,25
31,18,1,25
22,26,29,22
18,26,17,21
0,9,23,13
15,24,23,25
30,14,21,1
18,13,9,21
13,17,19,30
29,5,19,23
1,17,6,31
22,10,1,26
11,22,14,17
13,11,22,2
5,18,10,30
22,29,17,11
29,10,17,5
27,31,11,7
27,7,1,15
9,30,3,17
14,6,5,7
8,30,13,21
18,18,31,8
3,13,23,11
1,29,19,3
31,16,14,29
27,10,23,22
22,1,20,26
25,6,21,3
26,18,4,26
3,10,25,15
13,23,6,25
7,1,30,19
24,18,11,13
6,14,14,4
5,27,9,0
21,30,19,2
2,30,11,5
10,23,10,7
23,2,22,6
2,7,6,15
14,5,31,27
7,13,4,10
11,10,18,16
19,27,8,1
10,1,7,29
19,26,18,21
26,10,3,3
13,14,27,22
18,23,22,3
25,21,16,2
21,17,31,21
9,27,31,1
0,23,19,1
15,18,21,23
25,18,30,11
17,1,25,13
3,4,13,3
22,18,1,30
29,27,6,27
5,12,2,9
17,9,13,2
10,26,29,18
5,0,1,31
7,17,5,9
11,23,19,21
25,1,17,31
27,6,15,30
22,22,15,1
31,7,11,14
9,25,7,7
21,9,31,5
5,11,2,18
26,21,3,25
26,15,26,22
18,30,4,19
29,9,27,15
26,25,26,23
4,22,25,25
27,19,26,6
7,6,11,25
17,14,23,8
13,13,3,15
30,13,5,17
14,2,1,7
27,29,3,6
15,19,15,10
1,3,28,23
19,13,13,27
10,29,27,18
30,7,27,2
18,6,21,22
26,29,18,29
13,26,6,6
29,13,11,31
20,17,2,16
21,14,18,7
30,9,17,10
3,23,19,19
27,12,26,7
18,27,23,28
15,7,5,15
28,18,31,3
5,25,0,6
15,29,5,23
1,6,21,25
27,24,7,10
27,1,31,19
5,6,10,10
22,13,11,11
31,28,18,11
25,0,14,19
1,23,5,10
27,13,26,27
20,7,5,29
22,20,28,10
5,19,9,18
11,21,12,11
29,15,16,5
29,19,17,22
22,12,17,29
30,10,29,29
18,22,3,28
19,17,19,9
15,14,2,10
29,23,25,10
6,29,6,5
19,7,17,15
14,30,14,15
17,26,24,9
26,19,19,18
9,3,25,30
31,13,25,3
6,4,17,19
19,11,2,20
13,5,30,27
25,5,23,19
9,20,11,17
15,17,9,13
11,1,9,31
29,11,23,29
11,29,2,26
7,18,7,23
31,6,29,26
3,18,23,18
1,13,25,29
30,31,15,6
31,20,2,15
23,30,3,2
26,13,31,15
18,8,10,17
6,18,26,1
7,15,5,1
6,8,9,12
17,30,14,27
16,31,14,21
22,21,17,27
21,15,3,5
27,17,13,22
9,6,26,5
0,26,12,5
21,27,31,17
10,2,25,11
8,6,9,26
25,7,10,31
17,13,12,3
6,19,9,17
15,22,14,22
23,9,15,31
7,27,10,15
14,26,3,11
28,6,30,6
