start_x,start_y,goal_x,goal_y
13,18,21,17
19,16,30,1
5,19,13,11
18,8,26,13
27,20,12,29
8,13,8,1
6,8,12,2
17,19,15,8
11,14,11,28
28,29,22,1
24,16,26,2
17,13,4,29
28,23,28,2
4,2,1,4
25,20,29,23
6,16,8,22
16,25,16,21
20,22,30,26
7,19,25,4
28,25,8,5
31,26,9,2
18,31,8,28
14,2,2,29
7,7,1,8
31,17,31,25
31,5,22,25
23,31,26,28
11,25,22,11
29,29,20,10
31,1,20,18
1,25,28,5
11,22,6,14
16,2,16,11
1,26,8,25
29,20,10,2
7,4,5,27
3,7,10,25
1,17,2,4
11,7,26,26
9,11,1,16
14,25,26,31
13,7,13,30
31,21,9,23
16,1,7,2
25,14,27,1
26,15,23,14
17,20,26,22
13,4,6,23
25,26,29,14
2,30,31,8
19,8,2,20
10,15,25,7
11,19,17,17
15,2,14,22
26,16,20,17
4,11,14,11
12,1,5,22
28,1,24,1
18,26,5,20
26,5,10,14
16,14,15,25
11,18,24,13
31,7,19,9
31,31,17,26
9,26,18,11
11,31,23,30
31,4,23,26
19,24,9,1
22,7,5,18
23,7,23,6
2,6,30,11
4,18,7,5
31,19,6,22
17,23,25,22
8,26,30,25
25,13,9,22
21,7,11,20
1,29,19,25
21,28,27,23
1,28,9,25
24,20,15,31
29,31,20,4
9,10,10,28
23,1,4,7
26,10,6,13
13,28,9,16
2,25,22,23
22,2,4,31
12,4,29,15
26,25,25,10
17,27,31,29
20,9,30,10
21,16,13,16
19,14,19,17
7,22,17,15
18,7,1,13
23,17,16,8
16,22,14,1
25,28,2,19
17,1,5,29
16,10,4,27
2,12,5,16
27,7,26,4
8,2,31,2
22,29,29,3
20,8,1,3
2,10,19,26
22,6,12,14
25,19,11,29
1,1,15,5
29,1,29,18
4,20,16,30
7,28,23,2
13,8,17,7
13,9,14,24
13,29,31,22
14,31,28,19
29,28,22,14
21,26,17,30
28,14,23,16
29,17,23,19
21,2,22,4
16,27,31,10
9,7,18,5
17,2,5,10
4,19,28,17
23,10,19,31
4,1,13,17
10,16,22,19
25,11,28,3
9,31,7,23
1,14,5,23
23,8,30,22
11,5,2,28
19,22,16,4
20,2,7,13
2,26,29,16
19,11,29,19
5,14,17,4
16,16,1,6
11,26,8,17
18,13,9,17
4,17,3,13
2,24,4,10
25,15,19,29
27,22,16,29
12,13,25,27
6,11,23,29
23,23,5,30
10,26,5,11
25,5,25,31
11,10,26,1
15,1,10,19
2,21,18,25
3,5,19,23
1,30,19,10
2,15,13,10
11,23,22,17
14,21,8,20
26,7,31,28
23,24,8,24
10,29,5,17
24,17,13,21
20,28,8,7
5,5,24,14
11,17,10,22
29,13,31,16
25,2,26,6
10,31,1,12
2,31,11,4
4,8,16,5
8,16,28,11
10,18,14,20
3,10,13,13
23,3,31,20
15,26,9,29
3,14,2,7
17,10,25,9
26,11,11,8
2,3,5,26
10,10,25,6
20,29,18,1
28,22,1,5
8,10,29,22
4,25,13,20
14,9,24,28
23,13,20,13
24,2,13,26
28,4,14,10
26,14,5,1
29,10,12,28
8,11,22,16
18,20,14,16
23,25,9,20
1,24,2,16
8,29,7,25
31,14,31,24
25,8,4,4
28,16,20,20
5,28,1,31
10,4,5,25
26,27,18,14
4,5,25,16
5,13,1,20
14,7,20,19
7,16,28,13
8,23,17,22
17,14,10,20
2,8,4,28
1,11,8,31
18,19,4,14
2,22,26,29
22,30,11,15
1,22,29,8
27,25,3,4
7,10,4,22
2,5,29,2
24,19,26,19
11,6,23,11
7,29,1,2
17,11,12,26
4,13,7,14
10,11,10,6
23,21,16,19
12,11,14,5
16,28,8,14
22,3,17,25
19,19,13,2
15,7,31,18
28,10,11,11
2,1,19,7
7,11,19,1
22,24,1,7
8,19,8,8
5,8,15,16
14,28,4,3
10,30,31,11
1,23,12,25
26,23,7,1
9,4,16,15
31,30,8,3
17,21,10,7
22,21,20,31
19,4,28,7
29,7,21,8
21,25,19,28
16,23,25,23
10,8,16,7
14,18,20,5
22,22,23,5
28,28,5,2
1,27,31,27
14,8,18,2
14,13,4,23
4,16,17,16
11,30,14,23
2,17,17,8
11,16,12,5
23,12,22,12
28,20,13,14
22,13,26,17
20,7,26,20
28,8,28,15
6,7,25,25
20,11,30,23
7,3,4,26
10,13,14,29
23,20,1,10
31,23,22,8
27,26,14,19
13,19,10,23
29,26,13,24
28,30,28,26
15,4,22,20
3,19,19,15
3,11,9,28
7,20,9,14
9,5,10,17
7,26,13,31
20,26,20,1
27,31,23,28
17,5,9,19
13,22,16,17
25,29,31,3
18,4,6,17
29,11,19,20
1,15,16,26
5,7,30,31
24,29,22,5
7,24,3,8
31,6,15,17
26,8,27,2
29,5,28,18
13,23,13,5
13,25,27,19
17,28,14,17
25,1,18,10
11,13,14,26
2,2,20,24
22,26,8,4
12,10,29,30
16,20,13,1
21,31,1,19
10,5,4,30
31,13,6,10
7,17,20,25
2,23,20,23
29,25,31,12
22,28,2,14
5,4,29,4
22,31,2,27
7,8,21,1
19,5,11,1
20,14,28,31
25,17,17,29
14,4,26,9
16,13,1,21
3,20,25,12
26,12,19,13
14,30,9,8
30,2,16,31
5,3,23,22
5,31,23,4
9,13,20,16
21,29,30,13
2,13,11,2
19,18,10,1
14,14,7,31
5,21,30,14
4,21,17,31
19,2,20,15
22,10,2,11
3,31,27,8
