start_y,start_x,goal_y,goal_x
7,12,22,24
7,4,22,9
3,31,1,10
28,7,0,21
28,1,8,6
9,2,16,31
10,21,28,12
4,13,25,14
0,11,0,17
0,9,18,6
0,26,0,6
7,0,17,25
26,28,4,27
17,20,17,26
5,0,7,25
22,16,8,20
12,19,30,4
26,2,18,14
5,13,27,27
9,7,16,16
19,31,11,22
27,18,17,28
13,16,17,2
21,31,10,30
29,26,24,10
19,24,5,30
22,30,21,17
4,24,20,30
9,3,6,14
20,20,17,18
1,1,28,23
31,21,2,23
7,16,22,2
21,15,27,31
20,12,27,17
14,30,16,13
11,11,24,31
4,6,14,1
8,4,20,6
27,24,2,29
26,26,26,6
25,2,26,9
3,6,14,17
0,4,12,23
27,22,14,3
28,10,26,25
6,22,18,15
6,0,15,6
16,22,7,11
26,18,14,13
19,20,29,15
26,1,7,9
26,11,18,9
12,29,3,5
31,31,13,29
24,3,14,11
31,12,29,22
14,28,5,4
7,24,1,22
0,25,5,24
24,24,11,29
23,19,30,12
30,25,21,30
25,7,27,12
5,2,28,15
2,7,2,15
10,23,10,31
25,28,1,8
5,16,29,25
2,25,9,26
16,20,13,20
19,2,30,8
1,27,28,29
17,22,23,8
23,23,14,31
22,12,18,8
13,7,23,4
29,8,8,16
29,1,3,12
16,26,3,21
21,3,0,0
1,16,20,31
23,3,2,21
13,3,6,11
23,25,24,6
22,14,4,29
9,8,7,17
20,29,27,25
14,29,5,19
17,16,10,5
2,6,29,27
9,11,6,31
29,0,30,26
24,26,9,23
19,17,21,13
8,3,18,26
0,13,22,22
12,6,12,17
21,29,14,14
10,7,7,2
16,23,9,22
11,3,27,1
21,18,30,23
14,15,7,10
28,18,1,19
6,28,16,17
0,3,31,19
18,22,20,23
4,10,6,12
10,13,19,10
26,14,31,9
3,27,28,19
10,4,29,19
8,7,14,24
2,30,23,26
29,30,12,7
7,14,8,29
29,24,28,11
15,23,17,21
8,19,23,6
6,3,17,13
29,31,8,8
23,5,4,5
25,15,3,11
10,24,12,9
2,5,24,11
24,28,24,13
5,25,17,10
16,10,21,19
0,15,20,0
16,2,18,1
8,18,5,17
24,29,4,25
28,14,6,2
26,29,12,15
1,6,28,16
7,6,15,25
10,11,10,28
13,10,27,15
26,4,9,19
12,5,20,1
18,0,7,20
25,17,23,31
7,31,13,26
19,13,10,25
12,24,28,22
11,25,30,7
11,24,0,2
25,24,31,8
19,19,16,9
8,0,10,16
3,17,24,30
20,24,29,2
26,3,3,24
4,8,13,31
2,13,20,2
2,0,6,29
2,24,11,8
19,14,1,18
24,1,21,22
15,30,14,22
12,18,19,5
3,26,13,13
31,16,6,15
17,3,9,1
2,31,19,25
8,14,16,12
15,2,15,13
14,23,17,30
0,5,28,17
13,11,6,24
8,24,25,9
23,22,25,31
7,19,9,9
1,12,26,31
13,18,16,3
4,3,3,22
31,14,28,5
15,24,8,28
10,15,22,29
9,4,11,19
25,18,21,9
3,16,15,14
12,13,18,18
16,7,29,21
2,20,18,12
10,10,20,5
20,10,21,8
18,24,31,10
27,8,16,0
27,10,7,18
9,15,15,21
25,27,18,5
27,29,18,7
11,13,17,23
28,13,1,21
7,7,20,9
10,20,24,14
2,14,9,27
5,5,30,20
17,17,3,23
24,15,20,14
25,3,14,9
23,13,12,2
3,8,13,9
