start_x,start_y,goal_x,goal_y
23,22,23,25
31,24,29,29
22,3,26,27
18,2,12,25
6,22,8,4
5,11,12,11
13,26,9,31
9,11,10,6
2,19,22,30
4,14,31,4
3,5,10,23
1,15,2,2
25,12,2,20
16,15,31,17
23,7,11,20
5,4,28,2
13,29,25,2
21,7,20,25
27,2,29,20
4,26,12,1
18,25,13,4
3,10,25,26
11,25,31,5
1,29,23,2
7,26,27,7
17,4,10,25
10,2,9,26
28,10,11,4
25,25,29,8
24,20,28,14
1,22,30,23
16,23,31,23
22,19,23,24
19,4,31,22
16,13,9,20
9,22,24,1
19,11,4,29
10,18,16,31
14,26,16,8
10,11,12,5
23,3,24,13
7,8,16,5
3,13,20,13
10,5,26,8
23,31,24,28
14,7,19,23
5,18,13,28
15,26,31,27
13,7,19,19
14,18,22,16
4,22,11,14
26,5,16,20
4,8,14,21
26,6,17,8
20,28,1,6
5,30,16,11
14,22,22,12
24,14,5,10
22,10,18,4
16,17,9,28
27,20,3,8
10,17,9,23
23,1,20,4
20,2,26,28
13,24,29,3
19,29,11,1
17,5,31,3
14,17,5,21
28,1,12,10
22,23,18,5
30,13,31,8
17,29,17,30
10,4,14,10
27,31,31,26
2,26,12,29
5,23,3,11
14,13,1,5
7,10,13,13
15,1,25,7
28,16,28,18
29,22,5,13
19,18,4,25
19,15,17,13
16,4,10,16
5,14,2,7
22,8,5,29
21,16,5,19
20,5,14,5
19,31,21,25
6,11,18,1
1,21,8,20
10,1,6,23
13,22,17,11
28,7,2,4
1,17,10,28
25,19,4,17
21,8,23,21
8,7,5,22
13,5,16,7
8,28,7,14
23,19,7,20
10,10,2,14
25,9,28,28
5,5,17,31
14,8,17,2
20,16,1,30
23,23,13,25
7,3,13,11
1,1,8,29
16,16,31,28
29,11,11,10
25,11,8,3
13,23,31,12
10,30,26,7
11,30,19,28
28,13,6,8
22,6,1,10
29,17,7,16
16,22,31,10
18,20,5,31
8,23,1,24
5,17,11,15
22,29,26,17
16,25,2,1
19,2,22,26
22,24,28,4
18,11,19,14
8,2,29,5
11,28,16,2
26,31,10,8
13,8,17,7
26,1,20,1
11,23,14,4
11,5,26,11
23,26,10,7
8,10,31,31
5,26,14,16
25,15,30,26
2,28,1,28
4,11,24,16
4,31,7,31
21,31,26,9
21,29,15,8
25,13,26,20
11,22,31,19
26,12,4,23
26,16,13,18
28,25,18,10
15,16,23,5
8,22,31,7
20,22,28,8
25,23,28,19
2,25,8,14
31,1,19,9
29,4,23,11
2,6,12,13
25,20,29,26
22,17,4,21
31,2,20,15
9,10,22,25
17,22,31,16
21,2,22,4
24,29,23,13
14,9,8,31
9,8,3,20
28,5,21,26
31,13,20,29
20,9,10,13
14,14,18,14
20,18,7,7
29,23,12,26
2,24,17,19
17,20,6,14
28,3,31,21
9,19,21,17
16,19,9,17
8,11,1,16
30,10,25,27
11,7,1,23
8,26,31,25
19,8,8,19
16,14,31,29
14,11,13,20
7,11,19,25
10,15,4,20
13,9,6,17
22,20,11,13
19,24,14,24
2,8,25,6
16,21,13,1
2,27,17,21
27,26,27,19
10,29,25,17
28,22,17,25
29,13,9,16
28,23,25,5
19,13,31,6
29,2,4,19
1,20,11,11
31,20,7,25
29,10,20,10
23,10,26,23
31,11,8,13
12,14,28,17
12,4,20,26
5,16,17,1
30,11,9,2
16,30,14,25
2,17,17,23
13,14,1,26
4,3,13,10
10,26,20,14
25,31,2,21
1,2,1,4
3,7,26,25
28,29,14,23
11,26,29,31
23,20,5,25
9,14,26,4
18,7,25,10
2,5,13,2
1,27,2,13
1,14,16,29
29,28,8,5
23,12,31,18
13,16,2,12
2,3,15,17
18,26,26,19
25,22,23,28
22,28,28,15
4,16,6,7
14,29,25,29
22,2,25,8
22,14,15,4
25,4,25,1
26,22,10,14
6,10,31,30
11,18,3,4
17,15,7,17
3,31,10,22
28,20,10,31
11,17,13,19
16,10,8,17
18,8,18,31
13,17,8,16
20,24,4,4
2,15,22,1
20,31,31,14
30,2,24,19
30,22,19,26
16,27,18,13
23,17,22,31
2,23,20,17
15,25,2,11
1,12,23,4
17,26,29,16
26,13,2,16
7,29,9,7
10,19,23,16
4,7,3,14
4,18,5,28
2,29,4,2
11,19,19,20
16,28,11,29
18,19,1,3
9,5,28,30
5,8,21,1
22,7,23,8
26,29,1,25
1,19,30,1
15,5,29,14
15,2,29,7
26,10,7,24
9,4,23,29
30,31,25,14
25,28,26,15
5,1,19,7
4,10,10,20
24,2,1,31
7,13,3,19
12,2,29,19
22,13,2,30
17,27,16,1
28,31,17,16
29,18,17,17
6,16,22,5
24,17,9,29
14,2,23,6
19,22,8,24
27,23,7,28
27,25,1,7
13,31,27,1
20,8,5,3
29,15,14,20
2,22,7,5
5,7,1,8
19,1,20,11
6,13,30,14
7,4,2,10
29,1,22,22
13,30,12,28
11,6,16,26
19,5,9,1
4,1,8,8
19,17,14,28
20,23,11,2
1,13,19,10
14,31,17,28
17,10,25,16
9,13,23,30
15,7,23,14
27,8,28,11
30,25,13,21
7,23,15,31
20,20,29,30
11,8,19,16
22,11,28,26
27,22,4,30
21,28,4,27
20,7,29,25
7,19,8,1
14,19,17,14
11,16,8,25
2,31,11,31
4,5,14,30
14,1,7,2
5,2,7,22
22,21,9,25
5,20,20,19
4,13,26,26
1,11,26,14
4,28,26,2
5,27,7,1
