start_y,start_x,goal_y,goal_x
16,17,18,7
8,22,8,1
14,11,14,18
19,20,11,10
23,11,18,26
8,4,24,17
26,4,16,25
22,21,26,15
3,8,14,13
13,13,10,17
4,26,28,11
22,20,9,5
31,8,13,11
19,5,14,20
11,15,2,6
27,8,23,20
16,22,4,4
14,1,26,5
18,31,20,20
30,31,8,10
25,5,10,19
26,29,13,29
29,3,5,27
31,11,20,28
1,31,28,17
26,19,1,30
16,13,2,22
11,6,25,25
3,4,23,3
17,23,17,31
11,20,28,26
8,25,20,15
15,17,2,1
20,4,11,19
25,22,18,4
1,17,22,30
19,8,16,29
29,7,12,25
5,18,17,14
13,7,16,27
29,20,26,22
26,6,1,22
22,7,23,6
2,24,9,19
19,23,14,31
25,9,19,24
16,7,7,28
1,28,31,2
1,21,15,8
17,7,7,5
9,2,23,4
1,1,9,17
17,16,10,4
19,13,15,31
23,19,1,2
18,10,8,23
4,11,13,20
14,23,29,28
16,31,22,12
9,29,22,28
24,1,4,29
6,22,1,4
5,19,14,19
31,29,20,31
12,28,25,13
9,1,29,23
8,11,23,12
27,20,14,14
22,31,8,26
12,5,1,16
9,10,2,11
11,25,2,7
31,10,5,29
30,25,3,14
27,2,5,1
4,30,19,9
19,11,13,21
28,15,2,21
16,5,21,29
14,21,12,4
8,5,7,25
19,7,2,23
5,22,16,15
29,22,27,22
16,14,23,14
22,4,13,9
4,20,1,8
15,26,25,27
2,30,28,30
4,18,8,3
20,14,26,23
9,28,22,19
1,19,10,15
15,2,1,14
31,7,19,31
23,28,2,14
25,26,26,13
17,17,18,5
10,16,28,10
17,20,17,29
6,11,4,2
5,11,1,25
9,23,29,1
2,28,28,31
28,4,30,1
9,13,19,22
6,8,16,30
6,16,4,13
29,10,2,25
11,28,8,20
5,25,5,3
7,19,20,2
11,17,3,10
31,20,31,16
22,22,24,28
29,25,28,3
29,30,25,14
28,5,22,8
4,16,30,13
23,13,23,5
5,26,26,25
16,1,17,10
4,31,29,8
8,14,29,31
9,4,16,10
4,1,18,8
16,16,30,10
1,11,14,8
7,13,16,26
16,23,8,19
1,7,20,11
23,7,21,16
11,31,10,10
8,7,12,2
1,15,5,28
9,26,27,26
14,7,13,30
3,13,13,22
24,16,24,20
23,24,6,7
5,5,21,28
5,13,31,21
8,8,1,3
1,23,7,2
16,20,26,16
31,6,28,28
27,19,16,2
7,22,2,17
17,25,5,7
20,5,3,11
11,26,20,17
13,10,2,4
12,10,15,7
21,26,13,17
2,12,1,20
31,22,25,8
11,14,6,17
7,29,15,16
17,21,12,11
10,25,10,13
11,18,10,26
13,1,2,26
20,24,14,22
14,30,1,6
2,8,6,13
13,4,28,1
21,8,4,22
8,17,2,13
16,28,26,28
19,19,2,31
18,19,14,17
19,10,21,25
17,30,5,4
22,13,11,4
30,11,19,17
2,2,1,12
19,28,22,5
31,12,20,9
31,13,5,30
25,12,2,16
25,4,8,24
23,23,25,29
14,26,26,27
12,29,17,8
23,21,29,11
18,25,29,14
26,9,6,14
11,22,7,16
23,1,26,7
22,26,19,15
26,31,28,7
28,2,8,16
10,23,25,23
10,8,13,24
7,20,22,25
19,16,4,10
10,14,6,23
19,18,22,1
19,25,26,26
22,11,23,17
15,5,14,16
22,29,25,6
27,25,29,17
20,7,13,28
3,31,28,22
9,22,14,10
23,30,11,8
24,13,4,8
27,31,14,9
11,16,31,27
7,31,16,19
17,19,29,13
1,24,14,2
10,18,26,17
18,13,17,11
19,1,31,30
5,31,20,1
27,1,2,29
5,17,22,3
25,20,10,30
20,18,17,13
29,16,14,5
10,29,15,1
20,22,15,25
24,19,29,26
9,20,21,7
30,14,12,14
25,16,22,16
29,18,27,7
11,29,22,24
28,29,16,4
28,25,2,19
28,8,29,4
17,5,18,20
1,26,4,5
13,18,11,30
11,13,4,25
6,10,4,7
28,23,11,2
8,13,2,20
19,2,4,27
26,12,8,2
1,13,7,7
23,22,11,5
31,17,5,21
2,10,10,31
8,31,26,1
9,7,28,20
4,14,23,2
23,31,10,6
25,17,7,17
13,14,17,26
20,26,31,19
7,1,19,29
10,7,14,25
4,21,17,4
21,31,4,3
25,19,4,19
3,20,9,14
3,5,19,14
13,26,13,25
15,4,2,27
26,20,22,10
5,23,7,8
19,4,30,22
9,11,27,23
12,1,14,28
28,14,26,14
22,6,16,21
25,1,31,23
11,7,10,1
25,11,4,28
13,5,3,19
17,28,8,29
20,29,23,16
10,28,24,29
16,11,30,26
31,28,30,23
20,19,10,5
31,5,2,5
31,4,30,2
20,23,9,8
13,23,23,10
19,26,22,17
25,31,31,24
1,29,17,15
4,23,17,1
7,4,3,7
23,25,14,4
25,10,20,8
13,2,26,8
20,10,10,2
22,2,18,14
31,1,23,8
29,15,7,24
13,8,17,27
26,10,25,7
17,2,20,25
29,29,9,31
4,17,29,5
18,2,25,28
31,31,29,2
5,14,1,27
5,2,12,26
7,10,28,16
11,23,7,14
23,29,11,1
20,13,1,5
7,23,17,22
25,15,31,26
26,2,21,1
31,14,2,15
26,11,7,3
18,11,29,19
31,25,7,11
5,10,9,16
25,2,5,8
5,20,16,8
13,19,1,10
20,16,2,3
13,31,23,26
10,22,11,11
28,19,22,14
10,20,5,16
21,17,7,26
9,25,21,2
24,14,13,16
8,28,28,18
14,29,18,1
12,13,22,23
10,11,28,13
31,18,14,24
31,3,24,2
