start_y,start_x,goal_y,goal_x
26,13,19,28
31,23,4,18
27,7,19,25
13,18,8,1
29,29,17,7
2,17,17,26
11,17,26,12
11,1,19,18
14,25,28,10
19,23,28,16
9,13,20,26
29,2,2,31
4,25,17,17
14,10,5,11
1,25,1,16
16,20,23,3
6,22,20,1
17,20,20,2
25,16,2,23
10,4,31,17
27,8,5,18
22,6,8,24
26,26,8,4
30,23,19,5
7,11,24,17
18,11,9,17
22,22,22,29
30,14,8,7
17,25,20,11
11,6,16,25
29,11,13,4
3,14,3,10
19,9,26,8
8,25,1,3
4,29,14,21
22,20,8,28
19,31,8,29
16,21,16,11
4,11,2,15
16,16,11,23
22,25,23,28
29,25,29,4
4,23,9,16
9,22,12,13
12,10,23,30
4,17,7,5
25,2,11,25
26,6,20,20
13,21,25,9
1,2,26,27
31,18,15,7
1,31,23,14
5,19,1,8
21,25,31,26
2,20,13,17
30,31,14,11
20,14,7,19
14,4,17,22
1,24,18,4
28,29,31,29
2,28,28,28
13,1,23,10
20,25,22,8
22,2,18,5
4,20,2,11
23,19,1,23
31,27,20,29
16,13,28,14
11,18,9,20
23,24,10,14
19,29,29,23
16,8,24,28
13,5,4,13
14,8,2,29
7,25,29,13
11,2,6,23
23,1,31,14
5,20,12,1
23,11,10,28
30,26,25,20
25,1,20,4
5,1,19,17
13,13,22,30
14,7,30,25
2,12,28,15
3,31,20,16
11,30,16,27
3,19,16,7
28,26,22,23
17,14,14,31
4,31,28,4
4,2,2,2
17,29,30,13
6,13,29,8
1,7,11,4
27,19,22,7
10,7,28,7
14,14,26,2
11,10,13,2
19,24,19,7
24,2,14,2
7,26,20,13
6,7,6,8
16,28,7,10
16,22,1,26
20,10,2,27
11,20,11,5
2,10,10,1
23,13,25,8
4,22,8,3
25,27,22,1
18,7,4,26
23,29,21,8
20,23,26,20
27,25,22,10
22,17,25,4
27,31,17,1
15,31,2,24
28,20,13,22
8,16,10,29
10,2,13,25
11,13,10,17
6,11,10,13
18,1,31,25
14,30,10,15
8,17,2,25
19,26,27,26
28,17,19,10
19,2,28,3
18,14,27,23
9,29,2,1
5,14,12,25
13,8,26,1
14,23,14,5
25,31,28,8
15,2,26,28
5,2,22,26
22,14,29,5
14,29,5,17
5,13,4,5
18,8,13,20
29,10,29,16
10,26,10,25
8,26,4,10
30,10,3,20
31,13,5,3
5,10,28,22
13,16,15,8
31,30,2,5
21,28,23,25
8,22,5,16
26,17,10,5
29,7,30,11
10,20,10,6
29,22,31,12
27,1,15,1
29,19,10,23
6,14,5,25
9,4,25,13
13,10,26,23
7,28,11,22
4,19,24,20
7,17,2,13
16,4,17,13
14,16,23,7
31,6,2,30
11,26,26,9
20,28,23,31
2,22,7,8
25,26,17,28
31,24,26,22
8,13,22,13
16,15,31,21
10,18,25,7
7,3,5,30
29,14,18,19
25,6,15,4
13,7,6,17
1,17,14,13
19,11,15,25
16,1,18,25
14,19,11,14
19,19,19,20
9,28,31,5
14,1,25,5
11,28,19,15
8,11,30,2
21,16,19,8
10,8,22,12
23,16,2,7
12,14,28,1
12,28,7,2
5,27,17,10
1,13,9,10
26,25,17,21
8,14,10,19
16,19,25,14
17,19,10,16
17,8,29,15
20,31,14,20
4,8,9,5
31,22,26,11
5,8,3,5
9,25,23,2
26,19,15,26
29,30,18,20
7,22,22,5
13,28,22,24
2,4,18,10
21,31,1,12
12,11,23,23
4,1,9,26
2,8,7,16
25,11,4,14
1,21,29,1
5,21,7,13
11,7,17,2
16,31,14,17
19,22,22,16
15,16,22,31
26,4,10,11
13,23,4,16
3,7,26,14
18,2,11,8
26,5,31,3
24,13,23,22
16,30,11,31
31,8,5,28
30,1,2,26
29,20,28,5
12,4,17,5
20,24,25,10
9,31,6,16
1,28,21,29
13,30,26,15
11,19,31,4
5,23,29,26
31,10,1,27
19,13,3,13
7,4,2,19
25,15,8,2
30,22,16,29
31,31,7,7
9,2,5,26
29,17,20,9
28,23,14,9
16,26,17,4
1,6,31,1
13,9,24,19
20,15,10,22
24,29,23,5
13,14,28,11
3,4,25,29
13,29,5,5
23,17,20,22
14,28,26,16
20,7,8,8
1,1,25,12
3,8,1,11
10,31,28,30
25,17,1,30
4,27,14,22
22,21,21,26
8,23,1,15
19,16,5,7
11,15,25,28
8,19,22,3
5,29,29,18
22,4,17,31
7,23,31,19
25,23,13,19
22,28,16,14
13,26,23,8
2,16,2,21
9,7,29,28
26,7,1,19
4,4,25,19
23,20,31,20
27,22,23,21
17,27,12,26
29,3,5,4
8,10,16,10
1,4,21,2
19,14,24,1
17,11,1,29
10,10,22,19
24,14,20,19
16,23,21,17
20,8,4,21
28,19,24,16
12,2,25,22
28,13,20,18
23,26,12,5
1,22,19,1
31,7,29,31
7,20,13,24
26,31,7,29
31,28,22,11
31,16,28,18
14,24,27,2
13,31,16,17
5,31,13,11
1,5,2,3
16,5,10,30
21,7,11,16
18,31,9,14
17,30,28,31
26,29,28,2
3,11,9,23
15,5,23,6
23,4,6,10
9,8,4,7
31,2,7,1
4,30,31,11
7,24,17,16
9,19,18,13
7,14,1,20
25,25,19,4
23,12,17,23
5,22,9,11
16,2,18,26
8,5,26,10
11,11,1,14
9,1,20,5
21,1,14,26
8,31,7,31
14,18,11,29
27,20,4,3
8,20,15,17
2,6,20,17
12,29,28,25
4,28,2,14
17,15,1,10
