start_y,start_x,goal_y,goal_x
3,10,22,5
11,25,28,18
27,14,26,13
5,18,13,9
22,1,9,30
31,12,21,7
8,6,21,3
25,15,31,30
23,6,7,18
27,21,28,10
15,22,23,25
30,19,9,12
2,15,9,2
29,7,15,10
3,26,22,18
21,22,6,23
21,13,27,23
19,29,27,18
14,10,18,5
7,7,14,3
13,7,10,10
31,6,7,1
30,7,27,12
7,19,1,3
22,16,2,9
14,14,16,14
14,7,9,21
27,13,25,29
21,27,22,11
2,21,1,17
18,18,9,0
17,7,27,27
2,29,10,19
30,2,10,29
11,1,30,1
6,30,6,29
25,3,22,19
28,23,1,7
5,30,19,27
20,7,1,27
19,14,13,3
10,22,19,18
18,12,30,21
31,19,1,23
5,21,9,9
18,3,1,9
7,13,29,0
27,5,0,3
5,17,3,6
17,18,2,18
10,2,23,3
23,26,10,7
2,7,27,10
19,26,26,2
14,15,23,27
31,7,22,13
26,27,30,13
15,25,25,10
12,27,12,3
6,8,29,31
30,23,9,19
7,2,13,18
27,25,23,5
13,29,6,25
27,9,9,14
17,22,26,14
5,11,27,15
26,18,27,3
28,2,15,13
8,1,23,23
31,21,10,26
6,27,23,7
19,31,26,19
31,25,14,18
17,27,13,0
13,31,0,23
31,3,5,10
29,29,3,7
10,11,13,25
9,10,22,9
9,22,26,6
11,27,18,31
13,27,2,1
25,22,25,11
14,27,9,17
5,14,15,21
1,2,27,16
26,5,27,1
19,23,11,19
31,26,10,1
26,22,10,13
5,19,23,30
13,2,2,23
14,22,3,5
17,13,2,31
19,1,3,21
31,9,9,13
17,3,3,17
30,4,15,5
13,17,23,1
6,31,8,21
21,18,30,17
31,2,3,11
31,17,1,24
6,18,17,5
21,29,9,3
24,9,6,5
1,15,13,14
27,26,22,3
12,11,8,9
11,29,3,15
6,15,17,6
10,15,6,16
18,26,17,11
13,11,3,4
22,15,4,30
23,31,26,21
9,31,16,22
14,2,18,6
29,14,23,22
25,9,0,17
5,13,3,18
14,4,18,22
29,6,19,30
16,18,19,2
2,25,11,22
9,5,5,23
2,27,30,5
18,14,0,29
9,1,3,2
18,2,27,20
25,1,5,7
22,27,25,23
26,10,30,9
2,13,31,13
30,25,2,10
0,6,23,21
8,30,6,17
29,15,30,31
18,30,25,6
4,5,13,10
14,30,20,31
5,5,3,29
1,11,11,9
27,28,14,11
17,23,9,6
23,11,4,19
5,9,31,20
1,22,15,23
30,22,7,27
21,17,7,6
19,15,23,10
31,15,9,29
29,11,13,5
19,9,17,29
2,20,14,1
5,15,19,10
29,25,24,31
22,29,19,25
25,2,11,3
7,31,27,4
29,30,2,11
7,3,24,25
23,9,25,7
25,13,31,11
14,6,15,29
6,21,15,2
5,6,26,31
17,26,2,14
5,3,6,3
22,7,29,23
27,6,2,30
3,0,23,13
10,17,6,22
5,29,1,13
7,22,30,26
31,18,4,26
30,27,10,18
1,18,7,15
27,7,29,19
8,13,3,1
13,13,12,14
21,2,24,18
16,2,22,26
21,5,5,22
15,17,26,17
5,1,9,27
30,15,14,26
30,10,10,28
25,21,19,21
21,23,15,31
27,29,25,18
9,18,30,30
14,5,20,13
21,15,18,10
23,8,31,27
10,25,6,11
19,3,15,11
3,22,22,12
17,31,19,17
17,2,3,13
0,9,11,17
16,9,21,11
1,1,22,21
29,21,27,17
11,26,15,19
15,6,6,7
12,23,21,26
10,23,26,9
17,21,29,2
20,26,10,5
18,21,6,10
7,26,6,1
18,8,9,23
23,18,31,22
10,30,31,29
12,5,16,5
22,30,27,30
23,17,28,14
18,16,15,18
7,29,25,31
18,19,5,12
11,14,2,22
9,7,26,29
10,6,23,19
22,23,14,31
10,31,25,30
25,27,15,1
9,26,7,17
1,6,15,30
11,13,21,25
7,11,26,11
7,30,31,31
1,25,1,31
27,11,31,16
18,13,29,13
31,8,27,22
6,13,8,18
11,24,3,23
29,10,9,11
11,18,30,3
27,19,6,2
13,30,15,3
18,7,13,23
21,10,29,3
3,14,7,9
22,10,15,26
20,17,3,25
10,27,20,1
2,17,23,24
5,0,11,10
21,6,11,31
6,26,17,9
15,24,10,9
30,6,28,31
31,23,7,25
22,17,1,26
17,24,5,2
11,23,27,24
13,6,25,14
24,3,22,6
11,4,3,3
11,7,5,31
1,10,19,11
30,14,14,25
6,14,1,30
9,25,30,24
27,2,23,28
18,28,0,15
21,30,29,1
7,5,0,26
6,19,29,18
17,0,15,7
11,30,18,9
1,5,3,19
3,30,7,23
14,8,1,19
2,19,3,31
20,11,13,1
17,10,23,29
21,19,13,21
22,14,14,9
13,22,19,13
21,31,17,1
26,1,17,14
3,27,25,0
23,15,2,2
18,29,2,16
15,27,11,11
19,6,5,27
26,25,25,26
25,5,3,9
29,27,29,9
29,22,14,21
21,0,15,14
31,10,22,25
31,5,21,14
19,5,1,21
2,6,14,17
22,31,26,26
1,14,18,23
22,2,14,19
23,14,6,4
26,7,19,7
17,25,23,2
18,27,19,22
13,19,9,20
7,14,7,10
29,5,21,9
1,29,26,3
13,15,26,15
10,21,19,19
16,31,14,23
11,16,4,22
31,28,17,30
21,1,27,31
21,21,22,22
20,21,11,21
25,8,14,29
31,1,14,13
11,2,29,17
10,3,31,14
30,29,10,14
22,20,25,19
17,19,11,6
25,17,15,9
16,27,9,15
11,5,17,17
4,10,2,26
5,26,15,15
6,6,13,26
30,11,2,3
3,28,18,15
26,30,26,23
18,11,30,18
17,15,7,21
18,25,28,6
18,17,6,9
25,25,2,5
5,25,11,15
18,1,29,26
