start_y,start_x,goal_y,goal_x
18,22,21,9
19,11,4,20
2,21,25,3
24,11,26,26
25,14,11,3
12,24,1,29
8,4,3,24
21,4,22,12
22,0,27,11
1,14,16,12
4,27,13,7
18,25,12,23
25,17,20,19
31,13,19,0
11,27,25,5
27,13,22,9
7,13,6,10
16,27,15,25
9,24,7,6
17,8,10,20
17,6,5,8
9,15,14,30
6,31,18,18
6,20,7,24
3,13,3,0
23,30,6,21
11,20,28,14
26,3,14,24
1,6,8,6
29,25,16,15
11,6,13,9
7,12,19,14
3,10,5,22
26,11,0,19
0,9,29,22
5,30,17,12
7,17,3,5
12,21,17,28
15,21,2,14
12,25,16,21
24,29,15,2
19,7,3,11
9,18,28,7
16,17,10,16
9,8,2,3
10,7,14,1
12,13,8,5
5,15,24,3
23,6,11,26
2,20,19,16
22,6,28,13
4,17,0,7
28,28,14,15
25,12,16,23
1,12,30,23
8,23,11,18
14,13,23,25
8,7,4,25
24,19,20,31
8,9,19,31
7,27,19,30
6,0,1,18
13,11,18,24
23,10,11,1
20,4,11,11
22,31,29,23
7,2,0,3
11,31,9,4
18,2,18,12
8,1,7,5
25,27,17,14
20,1,7,8
6,23,16,13
29,13,6,13
21,31,3,26
6,18,30,4
16,28,13,20
17,2,26,0
23,31,27,28
6,17,25,6
26,2,15,3
9,9,27,29
7,31,17,31
31,11,17,30
5,21,30,30
22,29,9,31
18,26,10,10
25,9,24,1
17,23,28,19
15,26,3,31
14,12,4,12
18,28,25,10
1,9,13,27
16,18,15,22
1,21,11,7
30,26,14,22
24,27,12,8
14,29,23,19
28,27,3,16
20,25,1,19
31,9,5,20
27,0,14,17
4,2,21,3
30,1,7,19
14,7,8,14
24,18,28,3
19,24,28,30
23,18,11,17
23,7,29,11
22,17,4,16
6,25,23,4
10,2,23,26
11,21,23,5
4,3,3,23
4,13,11,15
5,25,2,0
20,27,10,21
10,25,0,25
30,20,28,16
24,20,2,31
16,14,20,29
20,28,26,1
7,18,6,26
4,5,17,5
17,13,17,22
3,1,3,17
2,24,18,1
12,5,1,25
29,31,22,8
7,25,19,4
6,12,28,0
17,11,9,19
19,15,10,5
4,23,19,10
31,30,31,16
13,5,19,2
12,16,16,5
28,17,29,6
1,27,3,18
31,10,25,18
7,16,2,28
4,8,31,19
7,4,28,12
19,17,31,24
10,23,11,13
4,0,11,8
20,5,0,8
16,6,31,8
14,23,16,22
20,0,2,5
30,12,10,11
10,1,7,0
2,15,11,10
25,22,13,0
4,26,21,8
25,26,27,16
27,27,29,8
31,14,11,14
21,30,10,28
9,27,25,30
30,7,15,1
11,25,2,1
6,28,2,26
30,25,5,9
8,10,9,12
13,25,0,6
22,26,12,31
29,21,7,15
7,11,25,0
0,27,30,27
18,20,24,22
13,24,0,17
24,25,5,24
17,18,15,19
28,29,20,2
10,4,8,25
2,23,11,19
0,12,26,14
19,8,19,12
29,29,20,6
10,9,23,28
31,1,29,14
15,30,17,3
4,24,12,0
12,15,21,28
8,22,9,0
21,11,27,7
19,3,26,5
7,10,18,16
30,14,18,8
1,15,27,14
7,20,27,18
30,2,0,26
3,29,3,3
13,1,15,10
16,16,17,20
12,26,3,4
21,13,16,10
27,1,25,4
9,28,4,29
2,7,3,27
0,0,7,7
14,16,26,31
12,1,15,13
28,15,28,11
14,25,13,2
0,13,20,7
8,29,8,0
26,6,15,8
0,4,30,3
5,13,9,23
1,28,29,9
14,18,25,11
27,10,6,4
18,6,16,0
31,27,16,11
26,16,21,12
20,3,13,30
11,22,11,16
29,16,5,26
5,18,23,12
21,20,8,13
29,30,31,0
6,9,22,13
29,0,1,16
1,8,9,10
27,3,6,14
24,10,0,5
23,1,16,24
1,5,22,25
9,22,15,18
9,2,23,13
18,14,25,29
17,7,17,27
2,2,1,11
15,23,8,3
12,7,26,17
12,29,7,28
5,12,4,19
20,9,25,24
13,28,2,11
29,15,5,28
25,19,16,1
3,22,5,31
25,7,19,5
17,1,3,21
27,20,26,30
8,18,31,20
25,28,3,12
1,24,30,24
24,6,10,14
25,8,31,15
11,23,18,15
6,7,13,22
10,8,21,16
29,19,28,1
19,23,31,4
21,14,30,0
18,29,22,2
16,26,0,22
6,11,24,28
17,19,21,27
8,16,21,5
27,17,19,26
4,18,5,6
30,15,10,13
8,19,23,27
9,20,2,13
20,21,5,16
1,23,21,23
1,1,14,21
24,12,9,14
0,23,31,3
0,14,5,17
9,3,24,30
2,6,25,15
16,3,18,5
15,24,16,20
15,0,24,9
24,14,14,11
4,7,27,24
0,16,14,6
9,7,15,14
8,2,21,25
13,8,0,21
29,4,19,13
13,13,2,25
15,6,1,2
4,31,29,26
12,3,22,14
9,11,20,24
8,20,22,24
27,15,29,27
11,24,10,3
16,29,30,10
15,27,19,20
31,21,12,27
28,23,27,25
28,18,12,19
14,26,18,27
12,4,22,15
20,30,30,6
19,27,21,29
26,15,19,19
10,30,5,1
3,6,11,12
21,2,20,22
5,23,24,0
27,19,4,11
23,3,22,4
1,22,2,29
8,8,25,23
1,0,20,18
22,3,20,12
27,8,18,4
31,12,29,12
11,4,5,4
21,10,26,29
14,20,22,28
16,30,2,30
8,24,24,5
14,0,26,9
12,28,26,28
4,30,14,14
30,19,18,0
20,10,13,6
21,17,18,7
14,27,13,4
22,1,25,31
4,4,25,2
11,9,27,22
15,20,18,9
11,29,12,14
3,8,14,8
23,23,28,20
18,10,4,6
23,22,8,31
28,22,20,8
3,9,31,2
5,0,25,13
28,6,4,15
5,11,24,21
25,21,26,18
2,19,23,9
19,25,24,24
27,12,11,0
14,31,20,14
21,19,24,26
28,10,17,21
16,2,29,10
22,27,19,21
2,18,26,20
7,14,12,2
17,17,28,5
26,25,0,2
28,8,29,24
9,26,13,3
8,11,13,18
14,28,24,7
8,30,10,15
9,16,26,4
12,17,10,22
16,31,13,21
23,15,31,31
0,15,30,21
10,24,14,3
27,31,5,19
17,26,3,19
9,29,27,2
12,9,13,29
6,15,21,22
13,26,7,26
16,9,13,31
1,10,21,18
12,6,13,10
9,13,15,7
16,4,15,11
4,10,3,7
30,31,3,15
24,15,9,25
0,11,17,16
23,11,11,2
21,15,8,21
5,2,2,8
4,21,15,9
29,2,3,25
6,29,0,20
27,26,9,1
5,10,6,24
7,29,26,27
6,2,22,30
31,7,28,26
8,28,20,20
10,27,20,23
13,16,14,9
6,22,6,3
29,1,10,31
31,22,30,9
17,25,26,22
24,13,23,8
2,17,17,10
24,31,16,7
12,18,7,9
28,4,5,5
29,5,30,8
14,19,3,2
22,22,0,24
21,6,1,3
6,27,22,16
