start_y,start_x,goal_y,goal_x
14,21,11,2
13,1,13,19
29,5,1,11
11,16,5,21
11,4,11,13
14,11,1,2
3,5,5,5
26,21,21,19
10,3,1,22
17,23,14,3
10,25,27,3
15,21,30,14
10,28,26,15
30,22,3,28
14,23,2,2
4,10,27,9
14,10,30,24
29,26,18,2
26,10,27,21
22,9,9,22
31,21,12,5
14,27,31,10
31,6,1,30
29,3,30,10
13,13,31,20
9,29,26,6
13,18,1,3
30,17,17,17
11,29,10,21
20,1,3,17
1,29,2,27
10,7,2,7
9,27,25,29
31,3,15,31
9,12,29,22
3,9,25,19
22,11,2,3
28,2,8,6
14,15,18,1
10,22,7,10
22,16,3,22
4,19,25,22
25,2,4,22
18,10,22,2
7,3,17,15
5,29,22,31
17,14,19,27
14,13,23,28
31,22,9,15
22,15,17,22
21,25,31,17
7,31,29,30
6,1,1,27
10,27,19,3
27,16,18,30
11,23,6,22
27,23,2,10
10,2,31,15
27,18,9,31
21,22,26,14
27,17,21,31
6,7,15,30
23,2,9,26
19,18,30,18
18,31,18,25
25,14,2,13
26,1,14,29
27,10,6,4
18,23,18,3
14,31,15,11
21,26,21,27
5,0,27,25
21,13,29,9
25,30,2,26
17,27,19,15
27,22,1,13
30,26,23,29
16,5,27,15
25,17,3,21
25,18,6,2
7,30,26,13
31,31,31,5
23,31,23,13
21,30,10,15
30,3,23,14
29,10,9,10
0,23,17,25
15,22,3,29
31,1,12,14
22,13,6,5
5,6,1,10
29,31,23,24
20,13,15,5
1,9,6,11
15,26,18,19
9,9,11,25
18,21,21,1
3,27,7,2
18,9,6,14
10,30,12,3
26,22,15,3
11,9,29,7
17,19,8,9
5,18,1,24
18,17,30,9
17,3,3,2
5,2,17,11
15,1,17,30
21,3,6,25
13,11,6,15
3,30,26,18
9,7,6,10
18,28,9,18
13,30,17,13
23,25,13,2
26,7,9,30
15,23,5,26
0,26,21,6
13,21,10,31
2,23,17,1
26,30,13,23
30,15,9,25
15,7,17,18
10,26,29,23
5,1,7,29
13,26,9,19
5,15,3,31
10,10,2,1
22,6,20,21
21,10,25,7
16,14,20,7
13,29,17,29
3,26,11,18
29,19,19,7
26,11,24,18
14,18,2,21
2,31,9,1
19,19,9,20
14,1,5,13
7,13,11,11
22,3,10,23
18,6,31,28
23,23,19,2
29,21,6,9
3,11,8,13
29,11,2,25
23,10,5,9
24,25,14,2
26,31,6,8
22,5,1,15
14,17,5,7
21,15,19,29
1,1,27,27
13,6,25,13
31,7,6,27
15,29,21,29
24,3,18,7
3,3,1,14
3,10,18,12
22,17,22,27
31,27,29,17
20,17,30,21
21,23,1,31
19,25,11,15
23,18,6,21
8,30,3,6
6,13,25,23
13,0,30,11
11,10,25,6
13,31,14,30
3,23,11,14
27,11,18,14
12,11,20,11
21,7,19,30
2,5,6,18
22,23,25,21
19,9,18,8
15,2,3,15
11,22,13,22
27,5,2,20
15,9,2,19
21,17,18,26
2,9,31,2
29,18,27,20
27,7,25,9
30,13,10,6
25,11,21,14
8,18,10,11
21,11,5,14
6,19,1,25
17,10,26,29
25,3,30,5
9,17,14,22
9,3,25,25
25,10,2,11
15,19,1,23
28,10,31,23
17,7,9,5
25,31,4,5
27,26,31,18
14,19,11,31
13,3,19,6
26,3,7,19
2,22,2,14
7,25,21,9
29,0,22,19
15,15,29,1
15,18,22,12
30,6,15,25
23,8,16,18
15,13,5,10
5,23,5,12
13,14,22,14
10,1,19,11
14,8,26,26
13,10,9,13
31,9,21,0
15,24,2,18
25,8,18,13
14,25,17,24
26,17,23,3
13,5,3,19
7,21,18,22
16,9,30,31
23,5,16,2
1,17,1,5
11,7,4,30
23,1,10,17
27,12,26,25
0,29,15,14
23,27,0,6
11,5,31,8
14,6,6,26
29,14,7,18
11,19,23,26
5,19,21,2
22,1,30,27
23,11,16,27
14,7,30,2
11,17,1,19
31,16,20,26
5,27,19,14
28,18,9,6
5,31,28,23
18,5,21,18
27,1,3,4
21,21,7,27
15,10,17,9
27,14,19,5
29,2,27,29
7,5,17,2
27,19,9,2
6,29,18,18
16,31,19,26
28,6,2,15
29,6,0,15
19,21,13,27
22,7,11,6
9,14,5,17
11,26,6,3
15,17,23,9
14,14,6,16
30,25,17,0
31,26,6,6
6,30,26,27
9,0,22,10
10,19,7,15
11,24,14,9
17,31,5,11
7,6,1,26
27,30,7,17
19,31,7,1
1,7,31,19
10,18,13,7
26,2,22,22
3,1,22,21
25,1,9,11
22,30,10,29
25,27,22,29
30,4,31,30
29,15,7,11
29,25,0,17
3,25,23,22
19,10,18,27
19,22,13,25
2,29,13,15
17,26,7,7
23,7,8,21
2,16,19,1
29,27,1,6
6,17,23,15
17,6,25,5
22,26,5,25
18,29,2,30
10,13,28,31
11,30,7,9
7,14,27,13
31,13,3,0
17,21,31,29
27,4,31,14
18,15,27,6
21,5,22,20
31,11,19,23
3,18,12,27
0,9,10,9
27,2,24,31
26,19,1,18
2,17,7,26
10,14,15,6
7,22,23,6
23,19,23,17
8,1,22,25
11,1,11,27
26,9,28,14
4,26,14,4
17,5,3,7
23,21,25,15
30,7,5,3
25,26,6,31
5,22,11,21
9,21,27,31
14,26,31,12
31,25,11,3
10,5,5,30
25,0,3,13
23,30,22,18
30,29,16,22
30,23,13,9
0,3,19,17
19,13,30,19
14,5,29,29
13,17,7,23
30,30,27,28
18,11,24,9
29,13,27,24
3,14,15,27
20,31,6,23
2,6,12,23
26,23,30,1
26,5,9,23
1,21,18,16
