start_y,start_x,goal_y,goal_x
21,14,9,0
29,30,5,25
1,25,22,22
22,9,2,20
25,27,2,21
14,2,31,28
26,26,6,11
23,24,14,21
6,25,13,17
31,15,30,14
14,4,1,29
19,29,11,19
7,23,22,17
3,0,27,10
2,26,9,23
15,2,30,29
22,20,21,26
19,15,14,25
13,19,16,9
15,13,17,2
23,13,12,11
6,30,14,22
26,14,3,9
26,6,26,17
15,15,0,23
6,2,13,21
25,14,5,26
3,19,27,31
31,5,13,14
5,5,3,2
11,7,7,5
9,25,0,29
17,19,13,26
21,29,2,9
22,18,16,27
21,3,6,23
13,6,14,31
22,6,25,19
26,31,16,2
15,3,11,30
18,17,2,10
20,11,21,6
31,10,31,26
23,26,7,7
5,1,27,4
6,16,17,23
10,3,3,26
26,5,25,10
3,27,14,27
27,16,27,19
18,29,29,1
3,31,13,11
15,6,6,31
4,10,3,25
27,20,11,2
19,5,6,15
14,13,30,23
19,3,2,7
25,7,14,18
0,26,5,15
22,13,9,7
1,5,6,10
21,5,13,18
15,30,27,29
22,10,22,11
26,21,16,5
31,19,19,9
21,10,14,7
31,7,29,25
22,29,11,25
21,18,22,30
19,14,9,12
19,21,4,5
9,14,20,21
7,19,6,22
22,7,1,21
11,22,3,15
13,15,10,30
15,18,5,6
3,17,29,27
14,11,5,21
27,18,2,11
1,2,26,30
23,9,2,3
21,15,2,2
1,1,30,17
10,29,19,17
10,14,25,1
7,13,26,9
27,23,19,30
8,13,20,7
29,26,25,18
27,22,25,15
9,18,2,16
23,3,27,3
10,26,23,14
18,5,13,31
2,14,18,22
5,14,11,11
11,6,10,5
21,22,22,23
27,9,22,31
8,21,1,18
28,10,13,13
29,13,25,22
2,27,22,1
18,8,18,28
10,23,18,26
31,1,6,9
29,23,29,3
19,23,19,13
15,17,16,18
9,11,18,10
18,15,28,2
2,22,30,21
31,17,13,27
29,18,26,27
9,29,6,27
29,14,31,3
24,9,12,23
10,28,11,10
30,7,18,19
10,21,21,11
19,19,31,9
20,31,11,4
11,27,7,26
25,31,5,9
17,30,2,23
7,2,1,11
27,11,9,5
17,24,3,18
27,2,25,5
26,2,3,14
31,2,5,19
17,31,1,10
29,21,21,7
3,7,17,17
8,9,6,21
14,8,15,1
0,17,9,1
19,11,10,10
10,17,19,10
15,26,17,25
17,6,26,25
1,14,30,5
5,17,18,30
23,8,17,7
29,15,7,31
31,8,7,3
11,3,6,7
14,14,10,18
1,31,11,15
23,7,26,23
14,15,3,11
22,16,31,30
17,10,2,29
14,30,14,23
27,27,5,10
14,26,3,29
25,3,25,29
25,30,31,18
15,5,10,9
21,25,27,24
13,2,14,10
13,7,26,15
25,9,30,26
9,2,11,24
18,6,11,16
7,30,7,10
23,29,9,31
1,22,30,10
13,23,30,1
6,1,25,21
11,9,22,19
31,23,3,13
10,27,15,27
5,7,7,29
23,11,18,2
10,25,25,25
19,1,20,26
1,15,3,30
26,1,23,2
15,7,2,19
21,2,25,2
21,0,6,8
16,22,7,6
21,21,22,5
19,31,26,7
25,13,26,22
7,27,23,6
1,23,17,18
15,11,30,11
12,5,22,15
6,26,30,2
11,1,23,17
1,9,11,13
14,5,15,31
19,26,3,10
13,30,27,21
31,22,2,5
6,18,1,3
14,1,7,22
5,23,4,22
7,21,3,1
30,30,3,23
31,25,26,3
9,20,27,15
27,12,2,30
17,22,18,1
25,0,15,21
23,5,12,14
3,3,6,29
7,25,27,7
9,13,30,3
26,19,18,7
24,31,20,17
4,26,21,30
30,31,28,14
6,4,7,18
1,26,31,11
6,6,1,17
18,18,31,31
29,11,8,30
19,25,9,3
27,17,28,23
12,27,31,29
11,23,0,3
10,22,21,17
29,29,1,24
23,27,10,19
11,21,19,2
23,1,30,19
22,12,25,26
3,28,5,22
29,0,21,31
20,13,23,10
19,27,22,3
9,17,29,19
29,2,28,18
9,6,23,18
10,13,3,4
18,3,31,16
30,4,7,14
19,7,14,17
9,9,2,31
29,5,27,14
25,17,21,19
6,17,10,31
30,13,11,14
17,5,29,10
1,6,30,6
5,27,11,26
11,29,6,19
17,11,23,22
27,25,1,7
1,30,17,0
0,6,22,25
24,25,14,9
29,17,29,9
1,27,9,15
31,21,15,25
6,5,17,1
9,26,19,6
9,21,29,31
5,13,3,6
21,23,14,19
18,31,4,19
27,6,18,16
17,26,18,27
21,13,28,31
6,13,22,26
5,29,23,30
5,3,17,21
1,13,11,31
13,10,6,14
26,13,7,15
13,29,13,5
10,11,15,9
16,31,26,18
4,30,11,17
18,21,0,9
30,22,30,9
19,22,13,9
22,21,13,0
2,25,27,30
18,9,5,18
28,6,26,10
26,29,14,6
20,1,29,6
31,6,22,27
31,14,14,29
12,3,5,2
7,9,10,7
16,14,31,27
22,14,29,7
23,31,5,0
13,25,5,30
9,30,23,28
9,22,13,22
30,18,25,6
15,29,23,19
9,27,25,11
18,25,5,11
14,3,21,9
25,23,30,24
25,8,21,1
18,23,17,15
13,3,2,15
11,5,10,15
2,17,7,17
17,9,10,6
11,18,10,1
30,25,24,3
26,11,29,22
8,1,15,14
27,5,17,13
7,11,30,27
23,21,27,13
8,6,0,15
17,14,17,29
24,18,15,19
1,19,18,12
10,2,8,18
5,31,3,5
23,23,27,1
2,6,15,23
31,13,23,25
3,21,9,10
31,12,15,10
30,15,18,14
18,11,13,1
23,15,7,1
15,22,9,19
22,2,5,12
21,27,31,20
27,26,17,27
2,18,17,3
6,3,27,28
3,22,18,13
15,24,2,1
19,18,2,13
