start_y,start_x,goal_y,goal_x
21,1,19,3
18,29,25,7
7,3,29,3
25,6,22,19
23,21,27,9
17,22,14,26
27,18,2,11
21,18,20,31
5,5,18,23
23,26,2,2
31,1,7,22
14,13,31,21
2,1,14,27
9,23,11,26
26,5,31,30
3,0,10,6
17,19,29,0
6,17,8,21
13,9,2,16
7,13,9,11
13,21,21,2
23,29,17,31
5,15,30,10
11,11,31,2
25,23,12,23
3,28,3,29
10,9,3,9
29,27,26,7
14,11,23,6
15,14,15,29
19,2,30,30
14,4,15,2
25,11,21,29
26,10,9,17
13,0,30,18
14,31,14,7
23,3,11,14
17,15,15,13
19,10,14,5
22,17,13,26
2,29,2,5
19,13,27,14
25,13,14,1
15,17,7,15
5,14,18,14
3,2,19,22
1,14,9,30
18,1,25,10
15,22,26,6
30,29,25,5
13,13,18,27
31,20,14,8
30,6,1,25
17,23,1,9
15,18,3,23
6,9,2,22
27,13,26,30
5,23,7,17
14,21,1,5
11,19,9,7
22,16,3,6
15,9,23,10
19,6,2,9
13,5,23,24
17,11,17,30
1,27,29,7
3,15,15,3
23,15,19,31
25,21,8,1
22,10,3,3
7,30,31,17
19,27,29,5
23,23,31,29
17,2,9,27
22,15,15,6
30,2,6,22
21,22,23,7
22,13,10,25
18,5,31,12
30,7,1,10
30,25,25,18
6,6,7,18
30,22,3,14
19,5,10,22
1,11,21,14
20,17,16,9
0,23,30,9
11,21,7,5
19,26,1,17
8,30,17,10
11,24,27,11
17,14,26,29
1,29,31,22
18,25,1,6
31,14,30,3
5,6,14,19
12,14,5,3
7,25,13,23
3,26,27,1
22,7,1,31
14,23,6,25
2,23,21,17
30,13,3,10
23,31,22,12
10,27,6,8
31,18,18,19
10,31,7,29
8,9,31,28
7,26,11,13
1,18,18,2
31,27,19,29
28,6,27,17
2,6,19,18
12,11,13,30
22,2,23,30
22,25,27,3
0,29,18,18
27,24,1,19
14,22,19,1
17,3,27,23
7,7,10,11
30,15,6,18
3,1,11,5
23,22,4,26
28,18,27,10
13,7,10,30
4,5,10,3
17,17,27,19
31,10,26,31
3,30,21,27
13,10,21,7
3,17,25,30
31,9,1,22
7,21,28,23
23,8,3,25
1,13,20,11
22,18,29,21
29,23,18,11
19,19,6,31
15,11,1,2
6,26,27,27
2,27,12,5
9,31,7,27
5,30,3,22
10,17,29,9
27,6,29,10
29,18,18,10
11,17,25,31
22,23,23,19
11,23,17,21
20,21,27,7
7,19,29,11
24,31,26,25
5,0,27,22
18,31,6,15
10,7,26,11
31,7,15,10
11,30,6,30
26,14,14,15
10,18,18,17
5,2,17,27
9,3,9,12
11,25,6,27
29,14,31,31
10,23,3,11
2,15,30,23
20,13,2,10
20,7,9,21
14,10,9,26
21,0,11,16
26,21,3,21
10,2,11,6
15,31,4,30
22,26,18,13
8,13,30,11
13,11,9,29
9,15,25,29
30,19,3,18
26,26,21,23
19,17,2,25
20,26,6,29
2,3,0,17
21,21,25,0
18,9,1,3
2,13,30,26
19,9,25,14
15,21,24,18
27,28,30,17
19,23,13,18
14,30,29,6
29,15,11,2
29,25,12,27
17,7,26,22
9,6,11,9
10,28,21,15
5,10,27,31
6,21,4,10
7,11,26,19
11,4,7,9
9,18,1,15
3,27,13,17
3,13,31,11
18,22,5,31
23,17,21,3
2,17,10,19
7,14,29,2
27,25,10,29
25,19,6,1
5,1,11,10
30,24,22,9
29,22,2,7
13,3,29,29
25,15,22,11
16,18,19,25
25,22,17,13
22,27,18,7
19,15,5,18
31,15,28,31
6,2,23,18
15,1,15,19
13,27,27,12
25,8,11,29
16,31,9,10
16,27,25,3
19,21,28,10
15,7,14,2
18,6,18,15
25,1,29,17
19,14,5,26
22,1,27,16
13,14,23,13
22,5,26,17
25,9,18,30
21,26,13,2
2,18,6,16
18,26,15,24
10,5,4,19
17,1,17,25
17,18,19,7
14,6,31,13
8,18,26,9
21,31,1,23
5,17,13,25
18,28,29,26
22,6,27,21
31,26,11,3
15,26,6,10
9,13,13,31
5,29,21,13
5,19,28,14
13,6,29,19
14,25,13,19
6,11,5,11
7,23,13,29
10,13,31,23
27,15,17,5
30,31,26,23
25,2,17,29
20,1,22,21
3,5,3,7
29,30,31,5
18,12,22,3
21,10,22,14
9,25,2,21
15,27,9,22
2,30,21,5
14,9,0,15
10,1,30,4
17,6,14,14
22,31,9,14
9,19,15,25
27,26,9,2
24,25,4,22
17,26,31,6
23,9,26,13
15,23,30,27
28,2,22,30
15,15,1,7
5,7,18,21
10,21,1,30
9,9,1,24
13,22,0,6
6,3,27,2
19,30,23,25
6,5,5,13
12,3,29,1
21,11,21,19
24,9,5,22
11,7,2,31
26,1,7,1
1,21,6,7
2,14,2,26
5,25,14,29
31,3,11,31
25,17,23,5
8,6,18,3
26,18,25,26
25,25,1,1
22,22,10,26
10,10,30,21
3,4,9,1
31,16,7,31
17,9,29,13
23,1,19,11
6,4,7,6
0,26,16,22
21,6,25,27
23,28,23,11
26,2,5,9
23,14,30,14
26,27,6,14
30,5,27,4
11,27,7,2
31,25,23,2
30,1,17,24
5,12,5,27
3,19,26,15
22,20,27,5
16,5,6,23
29,31,11,22
9,20,11,1
2,20,23,27
27,30,11,18
1,26,26,3
15,5,27,20
6,13,7,10
13,15,21,25
16,2,18,16
31,19,31,8
5,21,17,0
14,17,15,30
18,8,6,19
27,29,22,29
14,18,9,5
21,9,24,3
21,30,2,19
16,14,0,9
10,15,9,0
11,15,0,3
3,31,13,1
14,3,10,14
