start_x,start_y,goal_x,goal_y
0,6,2,1
11,19,17,8
31,8,9,24
0,7,27,20
7,16,25,10
25,17,25,26
4,25,7,27
24,3,30,3
10,5,16,16
7,4,21,14
17,18,17,13
28,6,6,12
11,26,15,24
20,14,14,15
24,11,0,23
21,6,23,25
13,31,19,13
25,30,18,5
13,8,21,16
7,20,19,10
26,3,4,2
14,9,9,10
4,13,28,3
8,14,10,10
19,20,18,20
5,4,6,29
0,16,23,6
6,13,2,25
12,21,29,4
3,16,11,12
4,11,8,0
3,17,6,27
0,12,2,0
7,0,6,18
14,23,9,7
24,5,11,25
29,26,20,19
1,14,27,26
12,26,21,28
7,26,8,6
14,8,8,9
23,22,23,23
4,4,23,9
16,17,10,27
5,13,5,15
9,0,3,26
14,13,5,19
7,13,16,14
21,19,18,24
24,10,16,6
8,22,22,14
11,7,3,29
30,21,14,28
17,1,16,22
31,0,3,7
31,16,18,15
9,12,12,6
14,25,21,25
28,17,0,21
31,23,13,18
22,1,22,24
5,11,5,8
3,2,11,15
24,14,18,22
1,25,4,18
24,1,21,22
14,6,3,3
4,20,12,7
28,29,1,22
8,8,18,29
25,11,15,27
1,15,25,6
21,3,15,25
10,28,8,7
13,27,6,31
3,9,20,25
6,0,18,6
5,1,31,21
13,10,4,16
31,20,29,15
15,1,29,9
31,1,5,9
17,30,5,2
16,26,28,26
1,10,10,8
21,17,25,22
1,11,25,2
18,25,30,20
15,11,30,0
23,28,29,13
2,8,11,11
0,0,13,9
20,29,8,31
11,29,28,22
1,3,7,9
3,11,15,21
20,24,27,15
19,27,12,0
15,7,13,6
31,13,12,23
7,6,28,7
0,8,20,30
4,27,19,30
18,27,6,23
18,28,3,23
19,23,12,1
29,23,11,0
2,15,10,14
14,26,11,3
17,3,8,16
29,16,28,20
31,9,17,28
11,21,20,27
19,19,8,4
25,18,26,28
7,10,13,21
31,27,5,0
17,27,29,30
7,7,2,17
4,23,30,10
13,2,25,28
17,26,11,13
21,8,3,22
24,29,23,31
22,6,20,21
3,18,11,17
0,11,26,14
3,31,11,8
11,18,16,21
6,26,31,11
26,4,23,8
30,26,29,21
10,11,28,1
14,0,24,21
1,6,9,13
10,16,0,4
28,27,19,11
20,23,19,31
7,19,22,9
2,31,25,4
4,30,7,12
15,18,8,28
29,1,24,13
9,14,28,23
26,6,28,19
12,25,9,4
17,17,20,2
26,11,4,31
21,27,22,12
26,17,9,27
6,20,25,15
12,4,22,28
22,4,30,25
25,29,30,27
0,17,5,5
12,27,17,25
3,19,24,24
30,14,10,9
19,7,20,9
19,8,4,10
29,22,2,29
6,9,18,8
1,5,9,22
16,15,20,22
1,21,15,9
31,22,7,5
0,14,20,20
11,14,24,31
22,8,0,26
26,15,1,16
1,12,13,24
28,10,20,31
27,25,2,2
28,4,14,29
0,25,13,0
2,7,11,4
6,3,31,7
24,30,1,2
17,11,22,15
30,31,6,25
16,28,8,20
10,23,9,26
16,4,9,11
16,3,22,31
8,13,3,24
11,27,6,7
30,12,2,6
5,26,6,22
3,25,27,16
22,16,19,0
23,7,28,5
25,12,7,18
13,29,31,2
1,29,6,28
11,10,28,16
8,23,25,9
11,16,25,23
21,2,3,0
24,25,15,22
5,24,29,2
24,0,27,12
16,11,8,30
6,11,21,13
2,24,3,4
14,20,11,2
4,19,13,7
2,13,28,18
22,2,20,0
27,29,25,3
25,27,1,0
1,1,8,3
12,19,27,8
0,22,3,15
6,14,30,4
11,1,16,2
23,19,19,12
22,13,19,21
26,22,26,20
5,20,4,3
16,23,0,9
5,16,2,23
12,5,8,2
12,9,31,4
31,31,28,13
26,9,5,17
12,13,16,0
9,25,2,3
28,30,4,29
18,7,4,8
12,18,7,28
15,20,7,11
14,24,3,12
16,24,17,31
16,5,2,20
3,10,27,27
29,31,10,13
14,7,0,27
27,11,30,1
12,31,21,29
6,21,7,8
19,25,27,18
18,12,19,3
23,18,13,5
0,19,20,28
31,10,18,9
2,5,17,10
3,5,16,29
4,15,3,27
9,9,29,12
9,1,14,22
21,23,19,14
24,26,17,21
9,8,8,10
14,27,7,24
13,13,5,31
23,15,16,27
3,6,30,23
8,21,23,10
11,9,19,24
1,18,31,24
2,21,1,9
1,8,15,26
9,19,25,8
20,12,19,5
29,14,15,30
15,19,9,16
14,11,10,1
15,13,29,29
7,17,23,27
24,19,28,8
27,7,26,31
0,3,15,23
31,14,30,19
11,31,0,15
11,20,16,31
10,7,24,6
7,31,25,7
27,10,14,12
7,25,21,30
18,10,0,2
20,8,20,10
8,11,10,4
24,15,31,19
26,2,3,13
21,10,27,19
0,5,4,21
10,2,24,7
15,2,14,30
17,7,30,30
15,3,22,22
20,5,23,1
29,5,24,27
26,29,12,8
7,2,6,24
17,19,13,1
9,15,4,12
5,12,16,18
22,30,1,27
13,4,17,20
16,13,5,6
21,5,24,18
30,15,13,25
21,9,14,21
22,3,9,28
25,21,26,1
18,1,13,28
13,26,17,23
9,18,8,24
16,12,4,0
8,5,18,2
30,9,23,12
22,17,18,4
8,18,21,12
21,4,10,31
25,31,12,3
17,12,3,21
0,13,12,29
18,0,10,22
28,14,3,8
25,13,13,3
16,7,8,19
5,18,23,26
6,17,8,29
16,20,22,26
4,5,20,1
27,2,22,29
27,13,2,19
20,6,12,28
7,15,29,10
11,22,26,5
14,17,5,25
17,16,19,17
6,4,27,0
16,1,11,6
31,15,5,22
12,15,13,22
2,18,23,30
4,24,24,12
4,17,22,27
25,5,27,24
24,9,3,1
25,24,21,20
0,20,14,3
30,7,19,2
14,31,19,16
10,21,9,31
1,28,2,26
12,16,15,6
21,18,8,1
10,30,14,18
15,14,18,26
27,22,25,0
20,7,27,1
28,15,24,22
17,5,26,27
12,2,7,29
1,19,26,25
14,19,2,14
29,6,25,19
30,24,20,3
2,11,31,12
26,18,21,11
16,30,14,16
27,31,11,24
17,22,20,18
18,18,18,14
0,24,9,3
9,29,6,10
29,24,15,0
10,3,30,2
26,26,24,20
12,17,10,25
22,0,29,11
29,25,28,28
16,10,23,4
21,15,29,8
30,6,1,23
11,23,13,16
26,0,28,0
27,17,29,0
20,4,5,21
9,23,8,25
13,30,2,28
22,25,9,20
23,5,17,2
12,14,31,3
18,16,28,11
14,14,15,10
28,12,17,6
19,26,31,30
5,10,21,31
17,14,26,30
19,4,6,2
5,30,13,11
2,30,26,16
24,28,27,28
27,14,30,8
27,3,5,23
10,15,9,2
29,27,29,19
7,14,19,15
4,6,16,9
23,13,13,20
14,1,5,28
10,24,12,24
10,20,23,11
25,14,1,24
4,26,4,7
15,8,6,15
